"Date","S154_PHOSPHATE_Ld_mg","S154_C_FLOW_cfd"
"2005-05-11",114817.790385043,464.8493537856
"2005-06-01",18016790.2814328,203579.55120263
"2005-06-08",355749504.041185,755306.802635213
"2005-06-13",580159590.896591,621821.640832359
"2005-06-15",247813049.900518,265893.830365363
"2005-06-22",286286233.269317,335229.781345805
"2005-06-27",182798436.375889,237709.280072678
"2005-06-29",264145972.329374,365347.126320019
"2005-07-06",257611438.168677,358790.303856096
"2005-07-11",169940898.976223,341933.398342502
"2005-07-13",235995502.834048,329602.657589453
"2005-07-20",105465021.386877,173462.206228416
"2005-07-25",95053374.4922978,206637.77063543
"2005-07-27",92458536.4679558,181291.247976384
"2005-08-03",11259776.7734385,27939.8927380608
"2005-08-08",4717340.17372719,22043.6456716224
"2005-08-10",5620028.6872679,28820.6599347072
"2005-09-06",180655.138334362,1272.2192840448
"2005-10-05",6950378.60629137,93924.0352201536
"2005-10-12",3640895.86489252,25640.1117245952
"2005-10-19",2373080.41683095,10055.4254950464
"2005-10-31",81015902.6381914,405079.513190957
"2005-11-01",195151514.363676,326886.958733126
"2005-11-07",71484533.6251493,125411.462500262
"2005-11-16",165449.67131448,611.64388656
"2005-12-14",3067956.80347404,36307.1811062016
"2006-02-06",35545537.6729016,72394.1704132416
"2006-02-08",1741655.9669796,10397.94607152
"2006-09-13",1064211.43110348,2226.3837470784
"2008-03-20",24465.7554624,244.657554624
"2008-07-02",3723174.20051258,120102.393564922
"2008-07-15",254696588.062887,136274.257925568
"2008-07-16",245500350.968169,409850.335506125
"2008-07-24",85198690.5208206,94560.144862176
"2008-07-29",51501968.8238239,91722.1172285376
"2008-07-30",114247738.282769,93263.4598226688
"2008-08-06",257106464.975933,215151.853536346
"2008-08-26",1211171645.97387,1599962.54421911
"2008-08-28",1131678394.09263,1099784.6395458
"2008-09-03",603762390.232321,598970.625230477
"2008-09-10",322816737.791379,328232.575283558
"2008-09-17",118392726.573209,119588.612700211
"2008-09-24",89960607.3010004,198588.537088301
"2008-10-01",24225073.5930386,85752.472895712
"2008-10-15",180924.261644448,366.986331936
"2009-06-10",6241605.67054564,67843.5398972352
"2009-06-17",28184.5502926848,146.7945327744
"2009-07-01",255275.692494682,1149.8905067328
"2009-07-15",1563190.51375912,4428.3017386944
"2009-08-12",38079651.6921859,103759.268916038
"2009-08-27",184471.796186496,636.1096420224
"2009-09-09",26446209.4355704,61360.1146996992
"2010-02-24",10618.1378706816,171.2602882368
"2010-03-31",103740968.530952,273722.872113331
"2010-04-07",163111809.352638,137473.079943226
"2010-04-28",278300414.960346,281111.530262976
"2010-06-02",103490.145605952,146.7945327744
"2010-07-07",99829677.1366896,283607.037320141
"2010-07-14",79679069.2939706,135393.490728922
"2010-08-25",28897775.9959246,129007.928553235
"2010-09-01",39389866.294464,122328.777312
"2010-09-08",71690461.8888767,198588.537088301
"2010-09-15",70289075.6488678,138500.641672646
"2010-09-22",39675039.1401337,88957.4868612864
"2010-09-29",30056339.6129688,105276.145754707
"2010-10-13",254150.267743411,1370.0823058944
"2010-11-30",22679.7553136448,220.1917991616
"2011-03-23",2740.1646117888,48.9315109248
"2011-10-05",591288.378015283,2789.0961227136
"2011-10-12",29333584.4979764,145938.231333216
"2011-10-19",112442654.844753,276952.351834368
"2011-11-02",191708228.405654,308708.902424563
"2011-11-09",75963821.9982274,122720.229399398
"2011-11-16",8744843.90643656,13749.7545698688
"2011-11-23",43171024.3354224,71121.9511291968
"2011-11-30",37238054.170035,50595.1822962432
"2012-08-22",24859605.1938337,228069.772420493
"2012-08-29",649681285.892504,1674436.30384666
"2012-09-05",418818759.718854,516741.22112135
"2012-09-12",374814590.779793,441998.338183718
"2012-09-19",437160626.493116,527334.89323657
"2012-09-20",303106880.533315,376063.12721255
"2012-09-26",190062123.446633,239372.951444122
"2012-10-03",145956800.841612,192936.947576486
"2012-10-10",306760156.070472,443295.023223226
"2012-10-17",164955768.876083,239935.663819757
"2012-10-24",191073733.503492,332881.068821414
"2012-10-31",88766360.3796144,152519.519552602
"2012-11-07",43661782.9242427,88027.7881537152
"2012-11-14",45035828.682522,88566.034773888
"2012-12-26",10960.6584471552,48.9315109248
"2013-01-16",195921.769742899,1076.4932403456
"2013-06-26",24318.9609296256,48.9315109248
"2013-07-02",14405926.1313704,61042.059878688
"2013-07-17",47585845.442857,225525.333852403
"2013-07-24",139894822.747671,225818.922917952
"2013-07-31",611580618.116374,827578.644271142
"2013-08-07",437533337.81183,574945.2533664
"2013-08-14",237767019.25557,314923.204312013
"2013-08-21",131427640.699977,221072.566358246
"2013-08-28",188208132.963447,419171.788337299
"2013-09-04",146720279.206572,347266.933033306
"2013-09-11",124865240.043809,353725.892475379
"2013-09-18",81788518.9628162,301246.847008531
"2013-09-25",150753287.73426,497535.603083366
"2013-10-02",32276447.8937712,86070.5277167232
"2013-10-07",43989134.7323296,113961.488943859
"2013-10-09",81736296.8077819,201818.016809338
"2013-10-16",40682025.1692108,105667.597842106
"2013-10-21",30374431.1326133,90131.8431234816
"2013-10-23",48046437.7551922,95710.0353689088
"2013-12-18",78779.732588928,489.315109248
"2014-06-18",4323832.96286995,33518.084983488
"2014-06-23",192076682.682917,297332.326134547
"2014-06-25",87027432.3443684,171651.740324198
"2014-07-01",131605996.057299,180777.467111674
"2014-07-16",452270530.272161,1190185.60597937
"2014-07-21",279610776.357157,463699.463278867
"2014-07-23",204587246.738616,402730.800666566
"2014-07-30",37510309.0968206,56491.4293626816
"2014-08-04",35700552.6995114,75476.855601504
"2014-08-07",318767263.810265,553415.388559488
"2014-08-13",240558561.95383,497021.822218656
"2014-08-18",195955581.416948,428786.830234022
"2014-08-20",137511980.494411,282946.461922656
"2014-08-27",68441482.9607363,145620.176512205
"2014-09-08",26826456.206967,92505.0214033344
"2014-09-17",20462766.416664,86706.6373587456
"2014-09-22",56783672.81168,271692.214409952
"2014-09-24",53435044.8615413,237489.088273517
"2014-10-01",17245054.7240046,70387.9784653248
"2014-10-08",54152649.9350088,154281.053945894
"2014-10-15",45281807.387941,182587.933015891
"2014-10-20",59354191.8750924,206809.030923667
"2014-10-22",23690582.4663294,103906.063448813
"2014-10-30",32001134.7475528,103563.542872339
"2014-11-03",9319642.36527018,27572.9064061248
"2014-11-05",12442500.3240018,41200.3321986816
"2014-11-12",17110370.7401841,45995.620269312
"2014-11-17",10168873.2031255,44796.7982516544
"2014-11-19",12593747.6242704,50374.9904970816
"2014-11-26",8129676.95108997,46191.3463130112
"2014-12-01",19383924.4637939,147968.889036595
"2014-12-17",14905003.0770479,117362.228953133
"2015-02-11",9982.0282286592,73.3972663872
"2015-08-05",1649114.24694307,7462.055416032
"2015-08-17",87158006.0812716,193255.002397498
"2015-08-31",7367568.66843621,25493.3171918208
"2015-09-02",49243596.1014783,108946.009074067
"2015-09-09",5678452.91131212,14826.2478102144
"2015-09-14",36035611.220569,174930.15155616
"2015-09-16",161992660.067643,404981.650169107
"2015-09-23",162690423.413431,341786.603809728
"2015-09-28",73680384.1094108,221928.86779943
"2015-09-30",114055608.705123,183664.426256237
"2015-10-07",41625938.4807056,147088.121839949
"2015-10-12",18045158.3248914,86755.5688696704
"2015-10-14",18481725.2653625,77654.3078376576
"2015-10-21",9741285.19490918,40588.6883121216
"2015-11-23",84723638.947007,197952.427446278
"2015-11-25",35942347.7607462,124799.818613702
"2015-12-02",22782584.8838533,83452.6918822464
"2015-12-07",188296723.463977,397250.471442989
"2015-12-09",162594860.172595,400479.951164026
"2015-12-21",128944904.767164,249893.226292954
"2016-01-20",100364009.235989,298702.408440442
"2016-02-01",287825545.205745,677236.576954694
"2016-02-15",104458793.796219,231103.52609783
"2016-02-29",42267724.177995,107551.46101271
"2016-03-14",69140.2249367424,220.1917991616
"2016-03-28",57241060.1100497,170868.836149402
"2016-06-20",147750458.771827,315706.10848681
"2016-07-06",16373021.8020583,53506.6071962688
"2016-10-10",407176301.831351,480727.629080698
"2016-10-24",129201208.021388,222760.703485152
"2017-07-31",69902308.7536406,133656.422091091
"2017-08-07",37030780.2897575,67574.4165871488
"2017-08-14",133394870.93232,132139.545252422
"2017-08-21",175232499.362165,147626.368460122
"2017-08-28",85234190.3319964,119710.941477523
"2017-09-05",70631412.7321759,128420.750422138
"2017-09-13",812437277.53057,1327511.89138982
"2017-09-18",768831692.446627,882699.99132793
"2017-09-25",373736507.265342,459417.956072947
"2017-10-02",288399756.486447,414963.678397766
"2017-10-09",706911850.193458,862613.606093299
"2017-10-16",359755453.443332,426756.172530643
"2017-10-23",139307485.589163,253979.007455174
"2017-10-30",343983628.650252,764408.063667226
"2017-11-06",128418499.572635,326764.629955814
"2017-11-13",103226282.43329,240620.704972704
"2017-11-20",53143902.3715387,164532.20548464
"2017-11-27",27763641.4357097,88419.2402411136
"2017-12-04",56554135.0939319,172948.425363706
"2017-12-18",1558957.93806413,6605.753974848
"2018-03-05",1039794.607152,8318.356857216
"2018-05-21",190950205.904162,523151.249052499
"2018-06-18",110460060.11798,85067.4317427648
"2018-06-25",501937873.258249,468225.628039411
"2018-07-02",36010166.8348881,94144.2270193152
"2018-07-23",13710022.1829979,25248.6596371968
"2018-07-30",38843448.1119666,121007.62651703
"2019-02-11",74278.0335838464,1614.7398605184
"2019-08-12",163801633.560777,215812.42893383
"2019-08-26",192027066.13084,288328.928124384
"2020-08-10",27384617.9520862,151296.231779482
"2020-08-24",5293802.30393226,17884.4672430144
"2020-09-08",42365978.6519321,218381.333257382
"2020-09-21",116413202.298746,431160.008513875
"2020-10-05",154631256.769583,269392.433396486
"2020-10-19",104986789.264854,264450.350793082
"2020-11-02",100007347.452857,272499.584340211
"2020-11-16",255706289.79082,376038.661457088
"2020-11-30",64654257.4124232,134977.572886061
"2020-12-14",46625613.4724688,141289.73779536
"2020-12-28",42931773.7127557,113276.447790912
"2021-03-08",30337.536773376,122.328777312
"2021-06-28",27100276.9421022,58155.1007341248
"2021-07-12",118016443.254198,166220.342611546
"2021-08-23",72580403.7438212,190001.056920998
"2021-09-20",34383928.0693023,144470.286005472
"2021-10-04",112829018.055016,251850.486729946
"2021-10-18",57874331.7244385,131234.312300314
"2021-11-01",12694791.1943301,45016.990050816
"2021-11-15",33324511.9262695,91550.8569403008
"2021-11-29",2873943.3626572,12281.8092421248
"2022-10-03",8281462.4979787,53775.7305063552
"2022-10-20",63348177.5228184,71904.8553039936
"2022-11-14",87516600.6590837,198001.358957203
"2022-11-28",67998163.4717577,147822.094503821
"2022-12-12",16000.6040724096,48.9315109248
