"Date","S65E_PHOSPHATE_Ld_mg","S65E_S_FLOW_cfd"
"2001-08-22",506923994.221486,3472082.15220196
"2001-08-28",226457479.135521,2310790.60342368
"2001-08-29",207145361.664008,1866174.42940548
"2001-09-05",136886880.442346,1244426.18583951
"2001-09-11",341902317.046763,5479203.79882633
"2001-09-25",920843865.628206,10707486.8096303
"2001-09-26",1046097768.66329,10896851.7569093
"2001-10-03",899382700.662632,11242283.7582829
"2001-10-08",501787408.862155,8093345.30422831
"2001-10-09",486110486.734513,7840491.7215244
"2001-10-10",493768292.659999,7156062.21246376
"2001-10-17",254205707.145289,3435212.25872012
"2001-10-31",497564815.195388,5785637.38599289
"2001-11-06",211579987.80049,3882201.61101817
"2001-11-07",396329237.886808,3222188.92590901
"2001-11-14",134286978.006624,2633078.00012988
"2001-11-20",70967890.2670499,1819689.49402692
"2001-11-21",83217331.314698,2189929.77143942
"2001-12-04",42327909.9364327,1175775.27601202
"2001-12-12",73840047.6295585,1190968.51015417
"2001-12-18",93466770.2505615,1437950.3115471
"2001-12-19",67186536.5000479,1317383.06862839
"2001-12-26",64841836.3595535,1117962.69585437
"2002-01-02",36321566.9704135,981663.972173338
"2002-01-09",47498306.9698126,913428.980188704
"2002-01-15",19585448.8915378,955387.75080672
"2002-01-16",46786744.9379442,995462.658254131
"2002-01-23",45998066.8448581,1022179.26321907
"2002-01-29",22227958.4403984,945870.571931847
"2002-01-30",50115555.6261583,1022766.44135017
"2002-02-06",40448866.519654,709629.237186912
"2002-02-12",38623904.6553248,1003218.30273571
"2002-02-13",24180044.3701101,792788.34000361
"2002-02-20",62419824.4317976,879152.456785882
"2002-02-26",68102387.5900271,1001505.69985334
"2002-02-27",35312892.8042095,1139125.57432934
"2002-03-06",53813701.3588328,840839.083731763
"2002-03-12",45533657.874671,929258.323972877
"2002-03-13",63167400.0557069,1089093.10440874
"2002-03-18",24579570.1568111,1117253.18894596
"2002-03-20",21040439.6017644,1026362.90740314
"2002-03-26",42077429.5320087,841548.590640173
"2002-03-27",44583946.1791315,891678.92358263
"2002-04-03",22485399.3522515,936891.639677146
"2002-04-09",23448591.6790507,721495.128586176
"2002-04-10",16726759.9274114,655951.369702406
"2002-04-17",46604083.6076619,847346.974684762
"2002-04-23",31034321.4889452,775858.037223629
"2002-04-24",26158785.7403981,544974.70292496
"2002-05-01",17614463.1657313,978581.286985075
"2002-05-07",25767822.9681089,736223.513374541
"2002-05-08",26669973.2350295,720810.087433229
"2002-05-15",15024347.0321935,455283.243399802
"2002-05-21",23125276.7206151,550601.826681312
"2002-05-22",20684377.2296424,530368.646913907
"2002-05-29",22661528.3258253,412027.787742278
"2002-06-04",18916310.4796411,485033.60204208
"2002-06-05",20243333.0559217,449851.845687149
"2002-06-12",5931820.27488073,348930.604404749
"2002-06-18",6804513.77222454,729055.047024058
"2002-06-19",13216242.073378,800984.368083514
"2002-06-24",112445896.557352,1922152.07790346
"2002-06-26",104217145.529517,4531180.24041379
"2002-07-02",3877151291.91259,10535737.2062842
"2002-07-03",1396723042.55166,13114770.3525977
"2002-07-10",3349056590.17439,11669186.7253463
"2002-07-16",1292098052.87858,15024395.9637044
"2002-07-17",1173994658.32947,13811701.8626996
"2002-07-24",595498518.61252,10447342.4317986
"2002-07-30",338011219.687059,7770372.86636917
"2002-07-31",367775303.618151,7995115.29604677
"2002-08-07",642506849.897686,7471009.88253124
"2002-08-13",422067212.633252,7277020.90746987
"2002-08-21",300585292.980828,12524387.2075345
"2002-08-27",424975310.190536,12878039.7027435
"2002-08-28",373885748.373663,12674093.1652089
"2002-09-04",1330241046.41165,17736547.2854887
"2002-09-10",507152822.432326,14285994.9980937
"2002-09-11",1282461872.56914,15087786.7361075
"2002-09-16",679043862.310704,12346252.0420128
"2002-09-18",760541006.35884,12675683.439314
"2002-09-24",236660310.807228,9466412.43228912
"2002-09-25",240497593.291217,10020733.0538007
"2002-10-02",337913674.72003,6758273.4944006
"2002-10-08",238808281.808049,4592466.9578471
"2002-10-09",259850911.094928,5095115.90382211
"2002-10-16",220031793.120876,3860206.89685747
"2002-10-22",145578780.453962,2799591.93180697
"2002-10-23",147659250.435463,2636772.3292047
"2002-10-30",76356399.5103774,2181611.41458221
"2002-11-05",79738056.2303901,1476630.67093315
"2002-11-19",111588310.664007,2231766.21328013
"2002-11-20",88211721.7032817,1800239.21843432
"2002-11-27",48484986.4218558,1469242.01278351
"2002-12-03",83553099.3426643,1740689.56963884
"2002-12-04",81525573.2559841,1509732.83807378
"2002-12-11",161859370.631884,6225360.40891861
"2002-12-17",614859322.937401,13603082.3658717
"2002-12-18",495195331.244612,13566995.3765647
"2002-12-26",782271147.839968,12824117.1777044
"2002-12-30",748120684.242165,15113549.1766094
"2002-12-31",997376589.838201,15831374.4418762
"2003-01-02",632449565.005226,19764048.9064133
"2003-01-08",2803312341.37712,27755567.7364071
"2003-01-14",1892331062.1594,24899092.92315
"2003-01-15",2139808344.03195,23258786.3481734
"2003-01-22",552867110.979575,10840531.5878348
"2003-01-28",323320463.230595,6879158.79214032
"2003-01-29",305078184.313943,5866888.15988352
"2003-02-11",115415733.448544,1831995.76902451
"2003-02-12",121533004.14983,1992344.33032508
"2003-02-19",34986421.7633194,1093325.68010373
"2003-02-25",81857328.9000542,852680.509375565
"2003-02-26",103380490.08997,1566371.06196924
"2003-03-05",55732990.9433472,655682.24639232
"2003-03-11",21104674.4427309,217573.963327123
"2003-03-12",131558189.971125,1585038.43338705
"2003-03-19",199160815.574321,2399527.8984858
"2003-03-24",690767999.122817,6251294.10970875
"2003-03-25",633852333.560417,5609312.68637537
"2003-03-26",644442678.332893,6196564.21473936
"2003-04-02",350939487.585766,5317264.9634207
"2003-04-08",312878160.744422,6385268.58662085
"2003-04-09",333235088.302956,6287454.49628218
"2003-04-16",274842669.740845,5389071.95570285
"2003-04-22",233749913.468932,4770406.39732514
"2003-04-23",123279222.980203,5136634.2908418
"2003-05-06",73184414.314677,2927376.57258708
"2003-05-07",117150257.647807,2440630.36766264
"2003-05-14",66254611.4087297,2103320.99710253
"2003-05-20",161936535.624612,2570421.20039067
"2003-05-21",86476561.3943774,1663010.79604572
"2003-05-28",83717509.2193716,2499030.12595139
"2003-06-03",41289925.7951848,1529256.51093277
"2003-06-04",82265173.0436127,1227838.40363601
"2003-06-11",105053409.516977,1567961.33607429
"2003-06-16",133225531.205887,1697140.52491576
"2003-06-17",37263009.2406065,1007108.35785423
"2003-06-18",49440398.6384179,618004.982980224
"2003-06-25",339239376.145516,3358805.70441105
"2003-07-01",233324527.378708,2121132.06707916
"2003-07-02",360509683.752727,2930973.03864006
"2003-07-09",292305494.154221,3359833.26614047
"2003-07-15",226657706.878225,3104900.09422226
"2003-07-16",139298469.958276,2143053.38397347
"2003-07-30",376288065.368272,4763140.06795281
"2003-08-06",498684612.822902,7023726.94116764
"2003-08-12",997218271.934602,12784849.6401872
"2003-08-13",1069336052.70839,13535899.401372
"2003-08-20",1357073154.20813,15248012.9686307
"2003-08-26",2580660094.58593,23675780.6842746
"2003-08-27",2924688177.51386,26348542.1397645
"2003-09-03",4387561607.35596,32500456.3507849
"2003-09-09",1265015709.33523,29418969.9845402
"2003-09-10",3329958596.99469,28461184.5896982
"2003-09-15",1629756941.22122,21730092.5496163
"2003-09-17",1623394205.59538,15761108.7921882
"2003-09-23",613979632.233996,6079006.25974253
"2003-09-24",571000541.750176,6639541.18314158
"2003-10-01",889163770.52383,7348460.91342008
"2003-10-07",387784841.914874,6155314.95102975
"2003-10-09",631918707.043201,4546177.74851224
"2003-10-15",313384137.033139,2467591.6301822
"2003-10-21",300370018.798514,2567265.11793602
"2003-10-22",322362359.780932,2518455.93578853
"2003-10-29",199643622.792617,2058181.6782744
"2003-11-04",168061390.710091,1954202.2175592
"2003-11-05",162443563.940815,1888878.65047459
"2003-11-12",157767277.304754,2022657.401343
"2003-11-18",151218210.485312,1661738.57676167
"2003-11-20",168386736.32623,1891985.80141832
"2003-11-25",96714109.9730854,1151358.45206054
"2003-12-02",103551407.85763,1310777.31465354
"2003-12-03",96381865.013906,1268182.4343935
"2003-12-10",253041724.363409,1421582.72114275
"2003-12-15",68023085.9213217,1500509.24826445
"2003-12-16",140995781.743479,1931449.06497917
"2003-12-17",693376048.655108,3809758.509094
"2003-12-24",118103541.343643,1574713.88458191
"2003-12-30",96908710.5920337,3341679.67558737
"2003-12-31",577536666.184978,3609604.16365611
"2004-01-07",338247509.953315,5545041.14677565
"2004-01-13",238385391.224882,4334279.8404524
"2004-01-14",319014759.392523,5063726.33956385
"2004-01-21",233115834.484613,4662316.68969226
"2004-01-27",228529214.842321,4271574.10920227
"2004-02-05",182925217.920696,3387504.03556844
"2004-02-10",15335551.4416752,414474.363288518
"2004-02-18",220146194.993418,3931182.05345389
"2004-02-24",163812374.027425,2824351.27633492
"2004-02-25",268839409.460015,4556600.16033923
"2004-03-03",227872015.71909,3862237.55456085
"2004-03-09",248618609.364874,3359710.93736316
"2004-03-10",243194453.515837,3286411.5339978
"2004-03-15",184344574.258092,2836070.37320141
"2004-03-17",230493937.334729,3778589.13663491
"2004-03-23",155591929.12357,2881332.02080685
"2004-03-24",106989727.267294,1910530.84405882
"2004-03-31",116941222.233136,2051600.39005501
"2004-04-06",36710327.824711,601808.652864115
"2004-04-07",51774309.3807536,772750.886279904
"2004-04-12",192878816.941508,3444264.58824121
"2004-04-20",82083979.6586581,1189622.89360374
"2004-04-21",25211618.4834267,869366.154600922
"2004-04-28",54937119.9181553,947191.722726816
"2004-05-04",45304328.1158441,1535739.93613031
"2004-05-05",51640848.6847062,860680.81141177
"2004-05-12",58336734.5026778,1023451.48250312
"2004-05-17",61549173.8250349,860827.605944544
"2004-05-18",38245407.1854439,523909.687471834
"2004-05-19",66897131.0786832,825890.507144237
"2004-05-26",33177130.215364,535115.003473613
"2004-06-02",44945745.7709093,1021494.22206612
"2004-06-08",43174987.7878075,1107050.96891814
"2004-06-09",37331317.6298577,888840.895948992
"2004-06-16",36679354.1782956,833621.685870355
"2004-06-22",27542764.5953951,655780.10941417
"2004-06-23",11841914.9589108,592095.747945542
"2004-06-30",18892701.0256199,401972.362247232
"2004-07-06",13803897.2867071,707892.168549082
"2004-07-07",50750686.6379622,939827.530332634
"2004-07-14",43891565.2995456,877831.305990912
"2004-07-20",15582887.9965223,636036.244756013
"2004-07-21",36260696.1708231,725213.923416461
"2004-07-28",31348168.2000168,467883.107462938
"2004-08-03",60323941.0243556,826355.356498022
"2004-08-04",57454401.4976817,820777.164252595
"2004-08-11",45239946.4803447,1436188.7771538
"2004-08-17",353615845.507309,3466822.01477754
"2004-08-18",333814437.392305,4279672.27426032
"2004-08-23",734618633.213473,4548722.18708033
"2004-08-25",752936437.917238,3376396.58258851
"2004-08-31",1068459909.53952,3942656.49276576
"2004-09-01",922662943.478346,3271854.40949768
"2004-09-14",4835197124.72153,27949116.3278701
"2004-09-15",5342085178.74825,27255536.6262666
"2004-09-21",4129957092.99609,29290475.8368517
"2004-09-29",10179788306.336,48245442.2101234
"2004-09-30",7441619537.48059,48010448.628907
"2004-10-06",5104342429.5221,30749050.7802536
"2004-10-12",2601385182.83266,20165776.6111059
"2004-10-13",1084053440.13967,18530828.0365755
"2004-10-20",1227818831.03164,10231823.5919303
"2004-10-26",337304257.217217,8954980.28010311
"2004-10-27",995178708.696235,8965573.95221833
"2004-11-03",569413546.056351,5694135.46056351
"2004-11-09",588676609.688161,5303392.88007352
"2004-11-10",488249772.392146,4740289.05235093
"2004-11-17",182528358.90134,4451911.19271562
"2004-11-22",321659532.023764,4097573.65635368
"2004-12-01",253039767.102973,3419456.31220234
"2004-12-07",281599328.495386,3476534.91969612
"2004-12-08",235316333.462412,3268282.40920017
"2004-12-16",181880138.710364,2598287.69586234
"2004-12-21",93158770.8550454,2358449.89506444
"2004-12-22",152763027.216719,2151591.93262984
"2004-12-29",151537219.470787,2331341.8380121
"2005-01-04",162856790.550575,2505489.08539346
"2005-01-06",163274567.790851,2815078.75501467
"2005-01-13",93513622.172272,1700247.67585949
"2005-01-18",159344682.422436,2069411.46003164
"2005-01-20",69299643.7993352,1924990.10553709
"2005-01-27",143738662.054124,2145353.16498693
"2005-02-01",134944544.116187,2141976.89073312
"2005-02-03",121713072.110034,2098501.24327644
"2005-02-10",121349645.545517,2186480.09991923
"2005-02-14",115814231.673516,1996797.09781924
"2005-02-15",57959619.3479802,999303.781861728
"2005-02-17",38393816.4580788,685603.865322835
"2005-02-24",119475287.320909,2059918.74691223
"2005-03-01",77299052.8354657,2620306.8757785
"2005-03-03",92557812.3871835,1536229.25123956
"2005-03-10",229161862.579946,3394990.55673994
"2005-03-15",322744539.34701,4965300.60533862
"2005-03-17",302804294.186195,4984432.82611021
"2005-03-24",618787691.428977,9375571.08225723
"2005-03-29",747903465.032292,10387548.1254485
"2005-03-31",640197380.445058,9414667.35948614
"2005-04-07",718621699.004383,11406693.6349902
"2005-04-12",338756911.447797,5840636.40427237
"2005-04-14",341586033.546447,5599771.04174504
"2005-04-21",328298730.686328,6313437.12858324
"2005-04-26",201887377.226074,3809195.79671837
"2005-04-28",159762834.804296,4521589.66427253
"2005-05-05",292316356.949646,4532036.54185498
"2005-05-10",374076507.869004,5501125.11572064
"2005-05-12",191660022.712141,4545296.9813156
"2005-05-16",111130152.69434,3643611.56374884
"2005-05-19",104310531.318117,3506236.34682747
"2005-05-24",164593467.736318,2939169.06671996
"2005-05-26",108425116.829769,2878542.92468413
"2005-06-02",373585186.567808,8588165.20845535
"2005-06-07",990123985.75468,17071103.2026669
"2005-06-09",1185842934.3848,14230115.2126176
"2005-06-16",672658349.066526,8178217.00992737
"2005-06-21",1297403378.55333,9754912.62070174
"2005-06-23",1222959271.4214,12964232.5592375
"2005-06-30",1969317944.18804,20513728.5852921
"2005-07-05",1753132485.88068,24519335.4668627
"2005-07-07",2056208506.9411,25333164.3565639
"2005-07-14",1240431808.7397,25575913.5822619
"2005-07-19",1067267424.15253,22707817.5351602
"2005-07-21",1338050776.52331,19725564.2730709
"2005-07-28",482617914.512112,11031266.6174197
"2005-08-02",334489618.845801,8259002.93446422
"2005-08-04",417331184.699977,7216101.17636849
"2005-08-11",284453748.185184,6772708.29012342
"2005-08-16",707041592.094676,7769687.82521622
"2005-08-18",562172599.905311,6424829.71320355
"2005-08-22",560236196.524851,6514374.37819594
"2005-08-29",565690934.568215,7644472.08875966
"2005-08-30",523920843.856325,8316203.87073531
"2005-09-01",426705332.690793,9343912.39468888
"2005-09-08",296024215.587239,9705711.98646685
"2005-09-12",248907843.52595,8437554.01782881
"2005-09-15",274516235.398588,7008925.15911289
"2005-09-22",193549141.942544,5610120.05630563
"2005-09-26",285276091.157786,3657385.78407418
"2005-09-29",155203168.269272,3739835.37998246
"2005-10-06",209352087.176573,2772875.32684203
"2005-10-11",157508160.488651,2669629.8387907
"2005-10-13",153351355.238323,3067027.10476646
"2005-10-20",91513363.1700548,2218505.77381951
"2005-11-03",1404036982.28411,26243681.9118526
"2005-11-08",636965698.80603,14987428.2072007
"2005-11-10",611052977.401195,13140924.245187
"2005-11-14",868253403.11098,9979924.17368943
"2005-11-16",728979937.154788,8889999.23359498
"2005-11-17",469237947.603179,8305096.41775538
"2005-11-23",235663979.614655,6880700.13473445
"2005-12-01",194926437.568674,4568588.3805158
"2005-12-06",331683225.433975,4738331.79191393
"2005-12-08",118901828.362187,4135715.76911956
"2005-12-14",145664606.324125,3767188.09458943
"2005-12-20",240173715.620406,3937274.02656403
"2005-12-22",109920639.141545,4147948.64685076
"2005-12-29",387891157.855236,3738709.95523119
"2006-01-03",197197609.958752,3651807.59182875
"2006-01-05",116453148.760977,3303635.42584333
"2006-01-12",117539988.977071,3474088.34414988
"2006-01-17",151472972.396942,2912941.77686427
"2006-01-19",89978344.9737104,3460705.57591194
"2006-01-26",98160117.673432,2752152.83196538
"2006-01-30",188977067.191875,3048017.21277218
"2006-02-02",73047993.2622187,2518896.31938685
"2006-02-09",316773372.020907,4541553.72072985
"2006-02-13",146973622.104385,3674340.55260962
"2006-02-16",201968285.479388,3205845.80126012
"2006-02-21",128370020.678186,2951034.95811923
"2006-02-22",163852253.208829,2925933.0930148
"2006-02-28",156322965.896786,2605382.76494644
"2006-03-01",161078374.786013,2928697.72338205
"2006-03-08",134155376.707991,2129450.42393637
"2006-03-13",64409550.926288,1951804.57352388
"2006-03-15",105902518.026055,1580634.59740381
"2006-03-22",79583848.5737105,1153389.10976392
"2006-03-28",51947600.3266937,711610.963379366
"2006-03-29",77912666.2153404,1082120.36410195
"2006-04-05",72133243.131235,1076615.56912291
"2006-04-11",38879070.2519201,1254163.55651355
"2006-04-12",63945337.6821445,1048284.22429745
"2006-04-18",48285468.1860599,791565.05223049
"2006-04-24",42784734.5224266,713078.90870711
"2006-04-26",48042914.6864056,800715.244773427
"2006-05-03",93098560.6308522,1551642.67718087
"2006-05-08",84933555.1288746,1490062.37068201
"2006-05-10",119735774.219318,1787101.10775101
"2006-05-16",37541625.2638123,1340772.33085044
"2006-05-22",75541200.5383698,1162172.31597492
"2006-05-23",48140190.5301243,1437020.61283953
"2006-05-24",107190835.777195,1374241.48432301
"2006-05-31",40451680.0815323,1155762.28804378
"2006-06-06",19122982.5023342,612916.105844045
"2006-06-07",43863967.927384,609221.776769222
"2006-06-14",48895864.3190913,801571.546214611
"2006-06-19",6726859.46438688,206980.291211904
"2006-06-21",36149401.4492246,539543.305212307
"2006-06-28",46500104.1469467,775001.735782445
"2006-07-12",27998512.6881487,451588.914324979
"2006-07-18",3139347.87791332,61555.8407433984
"2006-07-19",9972608.91280615,153424.75250471
"2006-07-26",11608511.6517996,161229.328497216
"2006-07-31",4261836.73852822,115184.776716979
"2006-08-09",2496118.70105136,32417.12598768
"2006-08-14",20260777.1395664,361799.591777971
"2006-08-31",273460366.790097,3161391.52358494
"2006-09-06",849262154.022358,7863538.46316998
"2006-09-11",875241589.464715,6092168.8361813
"2006-09-13",2087635511.96047,5735262.39549581
"2006-09-20",413850192.935161,1467553.8756566
"2006-09-25",174529304.618664,517891.111628083
"2006-09-26",190108290.32719,701506.606373395
"2006-10-04",45610969.6619323,177474.59012425
"2006-10-10",72448092.9382808,262493.09035609
"2006-10-11",74856110.4539119,261734.651936755
"2006-10-24",27464278.4518717,107282.337702624
"2006-10-25",19053930.3541171,161473.98605184
"2007-01-17",59708431.5484326,459295.627295635
"2007-07-17",57014017.8993585,495774.068690074
"2007-07-26",517422103.095869,3543987.00750595
"2007-08-01",595630266.705685,3151482.89262267
"2007-08-06",277402130.282789,2350865.51087109
"2007-08-08",442175519.184777,2233209.69285241
"2007-08-15",462529510.852656,2289750.05372602
"2007-08-20",283877824.301599,1710107.37531084
"2007-08-21",302256401.941931,1503763.19374095
"2007-08-22",233588488.414391,1290544.13488614
"2007-08-29",133352948.860336,676918.522133683
"2007-09-04",151800666.725605,2200009.66268993
"2007-09-05",173558601.304938,1239704.29503527
"2007-09-12",204326392.853875,1792336.77941996
"2007-09-17",86495253.2315504,1081190.66539438
"2007-09-19",106784997.825584,1241686.02122772
"2007-09-26",137728502.430253,1434671.90031514
"2007-10-01",94377434.6003832,1123540.8880998
"2007-10-03",136217497.372895,1702718.71716119
"2007-10-10",210421730.005389,2490197.98822946
"2007-10-15",88282232.0105242,1820252.20640256
"2007-10-17",136113958.295778,1425277.05021757
"2007-10-24",154186004.485923,1340747.86509498
"2007-10-29",187154808.793524,1462146.94369941
"2007-10-31",248583819.060606,2259852.90055096
"2007-11-05",112011274.64444,965614.436590003
"2007-11-07",117059318.434753,1099148.52990378
"2007-11-14",60511030.6563766,627057.312501312
"2007-11-20",32246746.4666399,408186.664134682
"2007-11-21",14857759.70325,221757.607511194
"2007-11-26",6349842.1727113,83550.554904096
"2007-11-28",30312924.2233808,396247.37546903
"2007-12-03",10492383.8876049,255911.802136704
"2007-12-05",16331772.5383487,340245.261215597
"2007-12-12",19315469.2800102,297161.06584631
"2007-12-18",18059397.3945706,240791.965260941
"2007-12-19",24389422.3053573,304867.778816966
"2007-12-26",28593128.4089069,368943.592372992
"2008-01-02",47260194.0047748,609808.95490032
"2008-01-09",30722187.3807559,393874.197189178
"2008-01-16",19616031.0858658,301785.093628704
"2008-01-17",19425320.5220364,294323.038212672
"2008-01-23",18205090.9683492,322213.999439808
"2008-01-29",6379690.39437543,212656.346479181
"2008-01-30",8278294.18264632,157681.793955168
"2008-02-04",15309544.3436186,259483.802434214
"2008-02-06",13762134.2421328,233256.512578522
"2008-02-13",45676403.3249163,870026.729998406
"2008-02-19",25077162.8466572,450487.955329171
"2008-02-20",14889589.6511066,261220.871072045
"2008-02-27",1890835.91091158,46117.949046624
"2008-03-03",2641714.4118081,80051.9518729728
"2008-03-05",22443562.9104108,318348.410076749
"2008-03-12",102451354.094774,1484802.23325759
"2008-03-17",54388548.7491775,2266189.53121573
"2008-03-20",155731383.929705,2595523.06549509
"2008-03-26",245840975.448594,3256171.86024628
"2008-04-02",349574922.307729,4289262.85040158
"2008-04-07",444539229.217266,5229873.28490901
"2008-04-09",369262797.08451,4080251.9014863
"2008-04-16",348155468.107311,3208806.15767107
"2008-04-21",235030769.164655,2670804.1950529
"2008-04-23",300180140.070371,2501501.16725309
"2008-04-30",130957531.208767,1329518.08333774
"2008-05-06",59162233.5577347,1160043.7952497
"2008-05-07",130507459.171282,1641603.26001612
"2008-05-14",71944917.9785635,1065850.63671946
"2008-05-19",20650308.665161,878736.538943021
"2008-05-20",55366983.2416297,851799.742178919
"2008-05-27",640024.162896384,21334.1387632128
"2008-05-28",13581576.9668203,348245.563251802
"2008-06-03",163876.523238248,7657.7814597312
"2008-06-05",5289300.60492718,82645.3219519872
"2008-06-12",11136420.4343971,256009.665158554
"2008-06-17",27953960.5474517,798684.587070048
"2008-06-26",27197320.3611438,688539.755978323
"2008-07-01",20517912.2294762,1139884.01274868
"2008-07-02",31806485.197094,731183.567749287
"2008-07-09",186508105.479387,3057509.92589159
"2008-07-15",223176425.601969,3381460.99396923
"2008-07-16",182411070.069654,3200194.21174831
"2008-07-24",719480226.829315,5710160.53039139
"2008-07-29",916403673.532355,5800023.25020478
"2008-08-06",1298419637.10373,6396155.84780162
"2008-08-13",566068343.311977,3329813.7841881
"2008-08-18",288627801.793113,1668368.79649198
"2008-08-26",7322500300.29893,35719513.6599948
"2008-08-28",6615260804.70832,34634873.3230802
"2008-09-03",5331674094.56605,26264404.4067293
"2008-09-08",819456375.550809,16131031.0147797
"2008-09-10",1422534683.6878,12932133.4880709
"2008-09-17",619078051.014805,6878645.01127561
"2008-09-22",375890643.636541,3835618.81261776
"2008-09-24",306428400.426402,3330743.48289567
"2008-10-01",81454010.9212566,875849.579798458
"2008-10-06",28719897.7208353,474709.053236947
"2008-10-08",83476032.2129575,713470.360794509
"2008-10-15",69272340.0162393,666080.19246384
"2008-10-20",30236737.8608709,503945.631014515
"2008-10-22",69743330.2746461,617197.613049965
"2008-11-10",28806371.9335171,313112.738407795
"2008-11-13",21551786.1238063,582480.706048819
"2008-11-18",18399226.7379433,255544.815804768
"2008-11-19",21499625.1331605,316170.957840595
"2008-11-24",11629429.8727199,184594.124963808
"2008-12-10",7900787.57586148,287301.366394963
"2008-12-17",38730783.3080624,679487.426457235
"2008-12-23",6009095.36350872,245269.19851056
"2009-01-14",21009934.8823287,481143.546923558
"2009-01-27",20276361.8257959,321847.013107872
"2009-02-02",25656161.2601785,458145.736788902
"2009-02-17",14742207.9402011,289062.900788256
"2009-02-18",18718945.2303259,519970.700842387
"2009-02-19",25025923.3994671,446891.489276198
"2009-02-25",17308151.9073421,326568.903912115
"2009-03-03",5226452.97229537,176569.357172141
"2009-03-17",10049553.7137354,287130.106106726
"2009-03-31",13917222.6660089,618543.229600397
"2009-04-01",69151968.4993642,1440666.01040342
"2009-04-08",32772368.7569941,468176.696528487
"2009-04-14",11269954.5277109,433459.789527341
"2009-04-29",8948594.71792742,140922.751463424
"2009-05-06",67596435.767065,965663.368100928
"2009-05-13",14530970.6075387,449411.462088826
"2009-05-19",69793460.6075886,1163224.34345981
"2009-05-20",99079263.4851468,1376100.88173815
"2009-05-27",496125592.664558,6704399.9008724
"2009-06-02",1317759841.26251,10981332.0105209
"2009-06-03",693250098.945988,9628473.59647206
"2009-06-10",1091939939.71434,9099499.49761951
"2009-06-16",341101073.341672,6559636.02580138
"2009-06-24",718994116.734032,7568359.12351613
"2009-07-01",650661922.302946,7310808.11576344
"2009-07-07",456106198.01629,7477150.7871523
"2009-07-08",639039905.554131,5972335.56592646
"2009-07-15",817114885.317428,7428317.13924935
"2009-07-20",807428060.894179,9846683.6694412
