"Date","S308C_NITRATE_NITRITE_N_Ld_mg","S308.DS_FLOW_cfd"
"2005-11-14",21.9729771260739,15.721073242908
"2005-11-22",20.3001658055831,15.0879511380885
"2005-11-29",20.9059186824494,15.6176516517548
"2005-12-05",21.8525109308959,15.8051387518497
"2005-12-13",21.4304296738175,15.7166968683082
"2005-12-19",21.7635176255279,15.5193507248641
"2005-12-27",20.7208418475581,14.4423204233923
"2006-01-03",20.7670646747656,15.1163314211992
"2006-01-09",18.7940731309027,12.630758326868
"2006-01-17",17.7149414362594,12.335044082719
"2006-01-31",18.1013469143565,12.302254259896
"2006-02-14",18.8965157093088,13.1960721359181
"2006-02-21",20.7705512815244,14.4845531870155
"2006-03-06",21.2227635853621,14.8208463886349
"2006-03-14",21.0091380859312,15.2629348953911
"2006-03-20",20.841426358031,14.4870563172337
"2006-03-28",19.1029685997536,12.6927937177875
"2006-04-03",20.4999887709569,14.2010395241009
"2006-04-17",20.420891751505,14.8757143070254
"2006-05-22",17.8448676561226,12.0071372089567
"2006-05-30",18.3039166319804,12.1968937442382
"2006-06-05",18.8573266162089,13.3318736770771
"2006-10-09",18.8044444257696,13.4961767283684
"2006-10-23",16.6589630865856,13.2577657049234
"2007-01-08",17.5795182172462,12.119932703102
"2007-01-22",18.6301910436252,13.1495521202832
"2007-02-12",18.3935641419737,12.9954014404559
"2007-02-26",15.7232542688543,10.6928163474619
"2007-03-12",18.3285227291987,13.6745623790411
"2007-03-26",18.91992458181,13.7608692825955
"2007-04-23",15.5211300847642,13.323905507428
"2007-11-26",13.9218075060712,8.44429847573812
"2008-02-06",18.5871344113035,12.8900409247981
"2008-02-20",18.4695086619347,12.9672305634892
"2008-03-19",16.6277105430815,11.8277962803009
"2008-04-02",18.3527735697853,12.7002843895166
"2008-05-14",16.8384315743971,12.233261388409
"2008-08-28",16.1881614181936,10.7981768631197
"2008-09-10",20.7885757876451,15.0748429821358
"2008-09-24",21.0407047803828,14.8586198736661
"2008-10-08",21.1432685703799,15.1926260177922
"2008-10-22",18.705929630049,13.561346363443
"2008-11-05",19.2132708815805,13.9050031841793
"2008-11-19",19.4400095309888,13.8777906206544
"2008-12-03",20.1933232031828,14.0427204347365
"2008-12-17",18.2245473481427,12.6852465121521
"2009-01-07",18.7786110487435,12.5209434608608
"2009-01-21",17.9596436949825,12.3667927810336
"2009-02-04",19.8573047345892,14.308228649694
"2009-02-18",19.3107594419783,13.9116921723301
"2009-03-11",18.1236716110854,12.8328825109582
"2009-03-25",19.5407989923638,13.3859408983474
"2009-04-08",18.4678121603429,13.0651347784706
"2009-05-06",18.6625967681143,13.0494686617262
"2009-07-22",16.3958578068934,12.065124466607
"2009-08-26",14.8841531756713,11.3288051141819
"2009-09-09",16.3684279451514,10.8469670272891
"2009-11-04",18.2222228052989,12.7928771763445
"2009-11-18",19.4950380938643,13.592404760463
"2009-12-09",18.2885945894865,12.7996568633298
"2009-12-23",17.3846243420004,11.41336250221
"2010-02-10",18.3871332516434,12.245095846056
"2010-02-24",17.4840877465193,11.9295789746108
"2010-03-03",18.9961835550082,13.1156505686075
"2010-04-07",20.5094652353655,14.5105286734188
"2010-04-21",17.9833365801425,11.7727365031178
"2010-05-12",20.5368929511048,15.5031923840775
"2010-05-26",20.2563768133605,15.1419822849734
"2010-06-16",18.7590239154682,15.0954622693385
"2010-06-30",18.2757811063173,15.0176845682958
"2010-07-14",18.2774765009026,15.1419822849734
"2010-08-04",17.6956797656375,14.3634752554623
"2010-09-15",17.724557606225,14.1410386677689
"2010-09-29",15.4314484792187,10.6356579336219
"2010-10-27",17.7765303909474,12.9323433044888
"2010-11-03",18.293718807004,13.5062270642219
"2010-11-17",18.5667101640458,12.9499390663792
"2010-12-01",19.2179777085273,13.4008665485641
"2010-12-13",19.7666749469741,13.9615399780577
"2011-01-05",17.0175734782737,11.2681804923655
"2011-02-03",15.6858909437035,9.74835473862104
"2011-02-17",19.0279101796187,12.9672305634892
"2011-03-02",18.7720556737332,13.222979588838
"2011-03-16",19.5962918275695,13.8063316566723
"2011-04-06",16.0430143358869,10.0949793467063
"2011-04-20",17.8631495432999,12.845869706485
"2011-05-04",17.8430819802491,12.845869706485
"2011-06-08",14.9968814406661,12.1065096827699
"2011-06-22",14.4994788372322,10.6928163474619
"2011-08-10",17.8001508173408,12.20916383683
"2011-09-07",15.6462932277182,10.6356579336219
"2011-09-21",14.4063884141662,9.59420405879378
"2011-11-16",18.6258164094861,12.8523005968153
"2011-12-07",18.929707573724,13.1007619561138
"2011-12-21",17.7321358075985,11.6942648876764
"2012-01-04",15.223262987254,9.37106050747957
"2012-01-18",17.8680509915783,11.8277962803009
"2012-02-08",18.7482914892192,12.7224255153939
"2012-03-07",19.1342078254618,13.1303207583553
"2012-03-21",18.1481148331452,12.1591534162553
"2012-04-04",18.4483693618729,13.1156505686075
"2012-04-18",19.1258667707657,13.561346363443
"2012-05-02",17.581105609155,12.7369185226964
"2012-06-20",15.7426723547114,10.9804984199137
"2012-09-20",19.1458857465435,13.7078064376203
"2012-10-03",19.7242958342731,13.8521780447977
"2012-10-17",20.525523717937,14.9648420869214
"2012-11-14",18.4163788197399,12.5815680826773
"2012-11-28",19.3266264627917,13.3707890933268
"2012-12-05",18.0487414001789,12.0929040307141
"2013-01-23",18.1892837888671,12.036551094163
"2013-02-06",19.5705237699796,13.4860243569044
"2013-04-03",18.9511236622437,13.833129849827
"2013-04-17",17.9298753735866,12.302254259896
"2013-06-05",14.4488351044135,11.2299592795453
"2013-06-19",17.8434742311203,13.8731823175682
"2013-07-10",20.4889351964405,15.0817634249803
"2013-07-24",18.0222016714055,15.3831443417903
"2013-08-07",20.7101037044697,16.0372748700078
"2013-08-21",19.8539664752473,16.1162968569639
"2013-09-04",18.5199686399373,14.909050727293
"2013-10-07",18.8379792068562,14.9878316051461
"2013-11-04",18.6082591669586,13.6430862469391
"2013-11-18",18.0323540428696,12.744087012175
"2013-12-02",17.0754780308803,11.4660062356954
"2014-03-17",16.8268167638278,10.9379388054949
"2014-04-07",17.8145174525153,12.758271647167
"2014-05-19",18.0243858732204,12.5029249553581
"2014-06-09",15.2845635131178,11.41336250221
"2014-06-23",14.1993742447819,11.2036419712279
"2014-07-07",11.1245987638874,5.68218105336564
"2014-07-21",16.1899845727551,11.913318453739
"2014-09-08",14.8723187180243,10.2873512393537
"2014-09-22",14.8594815712636,11.5636447052593
"2014-10-06",16.4673678930063,11.6310859860548
"2014-10-20",15.4756677106874,12.2567918858192
"2014-11-03",16.4125815266247,12.335044082719
"2014-12-01",18.7960417182782,13.1684206045876
"2014-12-15",19.4306610988707,13.5390168870449
"2015-01-20",20.0600559993533,14.0150506853172
"2015-02-02",19.7953487668038,13.7988966781847
"2015-02-16",20.5760785166864,14.5310732026504
"2015-03-02",20.0432084748858,14.2142628572756
"2015-03-16",20.7598153922979,15.0395036156905
"2015-04-06",18.721597509949,13.2662763945913
"2015-05-04",19.6953030866918,14.1926852566311
"2015-05-18",20.3565827238058,14.6103795332657
"2015-06-01",15.7440958424963,11.4400307492921
"2015-07-20",12.1331779298521,10.0537363881722
"2015-09-14",16.4074654913475,12.4371735777954
"2015-10-26",18.819630068188,13.1777229972499
"2015-11-23",16.0525423421386,10.2873512393537
"2015-12-07",16.3511364480413,10.5104947906679
"2015-12-21",18.7165325534468,12.9083900634663
"2016-01-04",16.9686240657561,11.0605411275872
"2016-02-01",20.616879648838,14.6714590402314
"2016-02-15",21.9777113395445,15.9398404196224
"2016-02-29",21.9538557922523,15.9041223370203
"2016-03-14",21.1337714547104,15.1548856898093
"2016-03-28",20.9263268129393,14.8672036173575
"2016-04-11",20.8914579872885,14.7494205817011
"2016-04-25",20.214270447206,14.4744775350268
"2016-05-09",19.2131158204972,14.4090947757639
"2016-05-23",17.158096692702,13.8258921825268
"2016-06-06",16.7833717972141,15.17393388478
"2016-06-20",18.3608581098416,15.2698156564833
"2016-07-06",17.8144576439028,13.4407992588995
"2016-07-18",18.4552706023115,14.694070486618
"2016-08-01",18.6014077342621,14.5238702903564
"2016-08-15",16.4048976249328,14.2076730475966
"2016-08-29",18.5907322068846,14.0368553152841
"2016-09-12",19.428073544449,14.1050635653106
"2016-09-26",18.5841748063385,15.128910203406
"2016-10-10",21.0925233713746,15.4941014123763
"2016-10-24",20.9735981311395,14.9333434198621
"2016-11-07",16.1867918676485,10.2003398623641
"2017-01-17",18.7649196359867,12.7512044799439
"2017-02-13",17.6536541525348,11.6547175905881
"2017-02-27",18.8337309954549,12.8961947903725
"2017-03-14",19.2180879317294,13.1543027230418
"2017-03-27",18.5131443439498,12.4752734240276
"2017-04-10",18.7485030398863,12.606465634299
"2017-05-08",16.579845876433,10.9379388054949
"2017-05-22",15.9617621164667,11.617956694613
"2017-09-13",18.4112351404318,11.9799040584983
"2017-09-25",22.1783363567415,15.7714563706722
"2017-12-18",21.3067087146608,15.0028694825107
"2018-02-26",19.4128596758132,13.1590308642377
"2018-03-26",18.6513932512758,12.5646185243635
"2018-04-23",18.0043241578183,11.7164655976565
"2018-06-04",20.4261853603756,14.9953788107815
"2018-06-18",20.8055062787444,15.3983345072843
"2018-07-16",19.0156154008499,15.7575188628284
"2018-07-30",20.3032369848993,14.9802270057609
"2018-08-27",18.0954710996598,14.4578849399334
"2018-09-24",18.912142441368,14.3477942499001
"2019-02-11",19.2641188645252,13.3318736770771
"2019-02-25",20.7314659068926,14.9725641330154
"2019-03-11",20.9175819218783,15.0176845682958
"2019-03-25",19.1543206330175,13.2273946070471
"2019-04-08",17.6116068105086,11.6963036243662
"2019-06-03",13.6885486210159,10.9804984199137
"2019-11-18",18.5598367015399,12.6544748534853
"2019-12-02",19.0031083631098,12.9557361840635
"2020-01-13",20.4912663774398,14.3506636923281
"2020-02-10",17.6848208588889,11.4582841896015
"2020-03-09",18.9556619437655,12.7860512112741
"2020-03-23",17.699209596341,11.6354243876534
"2020-04-06",17.4952934119261,12.2308775970538
"2020-05-04",16.3118475155069,10.5624545295986
"2020-05-18",14.7170364458069,9.44917828674352
"2020-10-19",19.4943527100644,13.9336710790489
"2020-11-02",20.3842101848704,14.6158891890766
"2020-11-16",20.8980073507671,15.1820767421753
"2020-11-30",21.0510105694987,15.2103689121253
"2020-12-14",21.2450724213756,15.299651812769
"2020-12-28",21.5146192476205,15.4578352343919
"2021-03-08",20.3462886274487,14.2732440933483
"2021-03-22",20.3941027129432,14.287079825201
"2021-04-05",18.1405676275098,12.1591534162553
"2021-05-17",16.9389231129435,11.79142863613
"2021-06-01",12.5714328607832,8.44429847573812
"2021-06-14",15.2536862745534,11.5401142078491
"2021-11-01",18.0924182836122,12.6852465121521
"2022-01-10",19.7711543160437,14.320115862478
"2022-02-21",20.2974485269481,14.5936660522919
"2022-03-07",19.6395817223295,13.7787954988637
"2022-03-21",19.8144469312674,13.942329141792
"2022-04-04",20.2234995741294,14.2886053785098
"2022-04-18",19.728565208706,14.2191768720781
"2022-05-02",19.6896425820688,14.4514291395905
"2022-05-16",18.6683428095896,14.3245373877359
"2022-05-31",19.9492766550516,15.0664747324653
"2023-01-22",19.8408556932407,13.6546470693402
"2023-01-23",20.2679850010665,14.071540873272
"2023-02-06",19.2600898757078,13.0335532064203
"2023-02-20",20.0030020544078,13.7685913286894
"2023-03-02",20.0600465016398,13.8615677851475
"2023-03-20",20.0027908707225,13.776254201435
"2023-04-03",20.5539007950701,14.5800911832008
