"","date","L001_AIRT_Degrees Celsius"
"241",1995-04-01,21.4
"242",1995-04-02,19.26
"243",1995-04-03,20.51
"244",1995-04-04,22.68
"245",1995-04-05,23.99
"246",1995-04-06,22.23
"247",1995-04-07,21.05
"248",1995-04-08,22.92
"249",1995-04-09,22.7
"250",1995-04-10,23.84
"251",1995-04-11,24.51
"252",1995-04-12,24.45
"253",1995-04-13,25.06
"254",1995-04-14,21.98
"255",1995-04-15,22.48
"256",1995-04-16,24.16
"257",1995-04-17,25.33
"258",1995-04-18,25.97
"259",1995-04-19,25.93
"260",1995-04-20,25.98
"261",1995-04-21,26.18
"262",1995-04-22,26.46
"263",1995-04-23,26.29
"264",1995-04-24,26.36
"265",1995-04-25,21.8
"266",1995-04-26,22.77
"267",1995-04-27,24.59
"268",1995-04-28,22.83
"269",1995-04-29,23.74
"270",1995-04-30,24.54
"271",1995-05-01,25.63
"272",1995-05-02,26.61
"273",1995-05-03,26.11
"274",1995-05-04,25.92
"275",1995-05-05,26.53
"276",1995-05-06,26.63
"277",1995-05-07,26.07
"278",1995-05-08,26.19
"279",1995-05-09,26.51
"280",1995-05-10,26.82
"281",1995-05-11,27.41
"282",1995-05-12,27.93
"283",1995-05-13,28.39
"284",1995-05-14,27.99
"285",1995-05-15,29.15
"286",1995-05-16,27.75
"287",1995-05-17,28.85
"288",1995-05-18,28.97
"289",1995-05-19,28.9
"290",1995-05-20,26.47
"291",1995-05-21,26.28
"292",1995-05-22,25.98
"293",1995-05-23,25.83
"294",1995-05-24,26.45
"295",1995-05-25,26.59
"296",1995-05-26,27.05
"297",1995-05-27,27.36
"298",1995-05-28,26.63
"299",1995-05-29,27.22
"300",1995-05-30,27.64
"301",1995-05-31,27.91
"302",1995-06-01,28.22
"303",1995-06-02,27.6
"304",1995-06-03,27.33
"305",1995-06-04,26.92
"306",1995-06-05,26.56
"307",1995-06-06,28.12
"308",1995-06-07,28.57
"309",1995-06-08,30.21
"310",1995-06-09,29.09
"311",1995-06-10,28.87
"312",1995-06-11,27.73
"313",1995-06-12,28.6
"314",1995-06-13,26.53
"315",1995-06-14,25.65
"316",1995-06-15,26.72
"317",1995-06-16,26.44
"318",1995-06-17,26.38
"319",1995-06-18,24.82
"320",1995-06-19,25.52
"321",1995-06-20,25.19
"322",1995-06-21,25.73
"323",1995-06-22,25.72
"324",1995-06-23,25.11
"325",1995-06-24,25.55
"326",1995-06-25,25.84
"327",1995-06-26,27
"328",1995-06-27,28.95
"329",1995-06-28,28.14
"330",1995-06-29,28.36
"331",1995-06-30,27.44
"332",1995-07-01,28.22
"333",1995-07-02,28.12
"334",1995-07-03,28.63
"335",1995-07-04,28.63
"336",1995-07-05,29.45
"337",1995-07-06,29.17
"338",1995-07-07,28.84
"339",1995-07-08,28.75
"340",1995-07-09,29.05
"341",1995-07-10,28.19
"342",1995-07-11,26.99
"343",1995-07-12,26.53
"344",1995-07-13,27.6
"345",1995-07-14,28.16
"346",1995-07-15,28.81
"347",1995-07-16,28.92
"348",1995-07-17,26.48
"349",1995-07-18,26.21
"350",1995-07-19,27.64
"351",1995-07-20,27.09
"352",1995-07-21,27.65
"353",1995-07-22,29.23
"354",1995-07-23,29.58
"355",1995-07-24,28.96
"356",1995-07-25,27.48
"357",1995-07-26,26.5
"358",1995-07-27,25.97
"359",1995-07-28,27.21
"360",1995-07-29,26.86
"361",1995-07-30,27.56
"362",1995-07-31,27.96
"363",1995-08-01,26.28
"364",1995-08-02,26.62
"365",1995-08-03,26.17
"366",1995-08-04,26.17
"367",1995-08-05,28.02
"368",1995-08-06,28.38
"369",1995-08-07,28.82
"370",1995-08-08,28.81
"371",1995-08-09,27.64
"372",1995-08-10,27.07
"373",1995-08-11,28.03
"374",1995-08-12,27.57
"375",1995-08-13,29.08
"376",1995-08-14,29.82
"377",1995-08-15,29.98
"378",1995-08-16,28.89
"379",1995-08-17,29.48
"380",1995-08-18,29.36
"381",1995-08-19,29.65
"382",1995-08-20,28.73
"383",1995-08-21,28.73
"384",1995-08-22,28.8
"385",1995-08-23,27.45
"386",1995-08-24,26.49
"387",1995-08-25,26.98
"388",1995-08-26,28.17
"389",1995-08-27,28.51
"390",1995-08-28,29.11
"391",1995-08-29,NA
"392",1995-08-30,NA
"393",1995-08-31,NA
"394",1995-09-01,NA
"395",1995-09-02,NA
"396",1995-09-03,NA
"397",1995-09-04,NA
"398",1995-09-05,NA
"399",1995-09-06,NA
"400",1995-09-07,NA
"401",1995-09-08,NA
"402",1995-09-09,NA
"403",1995-09-10,NA
"404",1995-09-11,NA
"405",1995-09-12,NA
"406",1995-09-13,28.14
"407",1995-09-14,28.73
"408",1995-09-15,27.19
"409",1995-09-16,27.84
"410",1995-09-17,28.54
"411",1995-09-18,28.22
"412",1995-09-19,28.61
"413",1995-09-20,28.5
"414",1995-09-21,28.67
"415",1995-09-22,27.85
"416",1995-09-23,28.54
"417",1995-09-24,29.27
"418",1995-09-25,28.78
"419",1995-09-26,29.46
"420",1995-09-27,28.44
"421",1995-09-28,26.73
"422",1995-09-29,26.97
"423",1995-09-30,27.44
"424",1995-10-01,27.59
"425",1995-10-02,26.8
"426",1995-10-03,28.48
"427",1995-10-04,29.26
"428",1995-10-05,27.41
"429",1995-10-06,26.82
"430",1995-10-07,27.46
"431",1995-10-08,26.41
"432",1995-10-09,27.34
"433",1995-10-10,27.02
"434",1995-10-11,28.26
"435",1995-10-12,27.76
"436",1995-10-13,27
"437",1995-10-14,26.14
"438",1995-10-15,25.86
"439",1995-10-16,23.29
"440",1995-10-17,23.54
"441",1995-10-18,25.17
"442",1995-10-19,25.27
"443",1995-10-20,25.61
"444",1995-10-21,23.11
"445",1995-10-22,23.54
"446",1995-10-23,25.34
"447",1995-10-24,25.84
"448",1995-10-25,25.81
"449",1995-10-26,25.62
"450",1995-10-27,27.18
"451",1995-10-28,26.75
"452",1995-10-29,22.18
"453",1995-10-30,23.05
"454",1995-10-31,25.02
"455",1995-11-01,26.18
"456",1995-11-02,26.38
"457",1995-11-03,26.46
"458",1995-11-04,23.94
"459",1995-11-05,22.68
"460",1995-11-06,24.46
"461",1995-11-07,25.33
"462",1995-11-08,22.66
"463",1995-11-09,17.58
"464",1995-11-10,21.76
"465",1995-11-11,24.04
"466",1995-11-12,18.12
"467",1995-11-13,19.36
"468",1995-11-14,18.13
"469",1995-11-15,13.66
"470",1995-11-16,15.86
"471",1995-11-17,18.4
"472",1995-11-18,19.45
"473",1995-11-19,19.93
"474",1995-11-20,19.91
"475",1995-11-21,19.86
"476",1995-11-22,16.33
"477",1995-11-23,17.77
"478",1995-11-24,20.51
"479",1995-11-25,17.01
"480",1995-11-26,16.31
"481",1995-11-27,20.19
"482",1995-11-28,21.59
"483",1995-11-29,21.51
"484",1995-11-30,19.54
"485",1995-12-01,18.46
"486",1995-12-02,18.17
"487",1995-12-03,21.53
"488",1995-12-04,20.14
"489",1995-12-05,20.59
"490",1995-12-06,21.32
"491",1995-12-07,21.09
"492",1995-12-08,21.24
"493",1995-12-09,22.24
"494",1995-12-10,15.99
"495",1995-12-11,13.7
"496",1995-12-12,17.56
"497",1995-12-13,19.9
"498",1995-12-14,20.27
"499",1995-12-15,20.76
"500",1995-12-16,21.26
"501",1995-12-17,20.93
"502",1995-12-18,21.66
"503",1995-12-19,21.42
"504",1995-12-20,17.13
"505",1995-12-21,11.24
"506",1995-12-22,12.48
"507",1995-12-23,12.21
"508",1995-12-24,7.87
"509",1995-12-25,7.51
"510",1995-12-26,10.13
"511",1995-12-27,10.68
"512",1995-12-28,11.05
"513",1995-12-29,13.51
"514",1995-12-30,17.33
"515",1995-12-31,17.87
"516",1996-01-01,17.67
"517",1996-01-02,18.71
"518",1996-01-03,17.02
"519",1996-01-04,12.3
"520",1996-01-05,14.46
"521",1996-01-06,16.21
"522",1996-01-07,15.04
"523",1996-01-08,6.93
"524",1996-01-09,7.84
"525",1996-01-10,13.12
"526",1996-01-11,12.92
"527",1996-01-12,13.58
"528",1996-01-13,9.94
"529",1996-01-14,12.85
"530",1996-01-15,15.4
"531",1996-01-16,16.87
"532",1996-01-17,18.17
"533",1996-01-18,19.44
"534",1996-01-19,17.45
"535",1996-01-20,14.32
"536",1996-01-21,17.9
"537",1996-01-22,17.37
"538",1996-01-23,18.61
"539",1996-01-24,19.43
"540",1996-01-25,18.23
"541",1996-01-26,18.92
"542",1996-01-27,20.38
"543",1996-01-28,17.25
"544",1996-01-29,19.18
"545",1996-01-30,20.42
"546",1996-01-31,20.07
"547",1996-02-01,20.99
"548",1996-02-02,21.29
"549",1996-02-03,18.76
"550",1996-02-04,9.48
"551",1996-02-05,6.67
"552",1996-02-06,11.38
"553",1996-02-07,14.76
"554",1996-02-08,16.41
"555",1996-02-09,16.88
"556",1996-02-10,17.45
"557",1996-02-11,17.99
"558",1996-02-12,15.45
"559",1996-02-13,11.55
"560",1996-02-14,13.7
"561",1996-02-15,16.97
"562",1996-02-16,15.77
"563",1996-02-17,7.03
"564",1996-02-18,11.72
"565",1996-02-19,15.9
"566",1996-02-20,19.34
"567",1996-02-21,20.32
"568",1996-02-22,20.07
"569",1996-02-23,20.35
"570",1996-02-24,20.63
"571",1996-02-25,22.4
"572",1996-02-26,22.65
"573",1996-02-27,22.59
"574",1996-02-28,22.65
"575",1996-02-29,20.33
"576",1996-03-01,21.13
"577",1996-03-02,17.05
"578",1996-03-03,16.97
"579",1996-03-04,19.01
"580",1996-03-05,20.46
"581",1996-03-06,22.44
"582",1996-03-07,22.81
"583",1996-03-08,15.81
"584",1996-03-09,9.43
"585",1996-03-10,12.24
"586",1996-03-11,11.58
"587",1996-03-12,13.79
"588",1996-03-13,15.04
"589",1996-03-14,17.25
"590",1996-03-15,18.34
"591",1996-03-16,19.24
"592",1996-03-17,20.35
"593",1996-03-18,22.15
"594",1996-03-19,19.35
"595",1996-03-20,15.43
"596",1996-03-21,12.37
"597",1996-03-22,14.72
"598",1996-03-23,15.7
"599",1996-03-24,18.74
"600",1996-03-25,20.25
"601",1996-03-26,21.46
"602",1996-03-27,22.06
"603",1996-03-28,21.87
"604",1996-03-29,23.19
"605",1996-03-30,23.36
"606",1996-03-31,22.9
"607",1996-04-01,22.17
"608",1996-04-02,15.25
"609",1996-04-03,19.1
"610",1996-04-04,21.97
"611",1996-04-05,23.3
"612",1996-04-06,23.39
"613",1996-04-07,22.39
"614",1996-04-08,20.86
"615",1996-04-09,19.45
"616",1996-04-10,17.76
"617",1996-04-11,17.64
"618",1996-04-12,20.72
"619",1996-04-13,23.02
"620",1996-04-14,24.16
"621",1996-04-15,23.53
"622",1996-04-16,22.19
"623",1996-04-17,20.87
"624",1996-04-18,21.88
"625",1996-04-19,22.61
"626",1996-04-20,23.15
"627",1996-04-21,23.82
"628",1996-04-22,24.12
"629",1996-04-23,24.71
"630",1996-04-24,23.43
"631",1996-04-25,24.48
"632",1996-04-26,25.87
"633",1996-04-27,25.03
"634",1996-04-28,25.97
"635",1996-04-29,26.04
"636",1996-04-30,24.78
"637",1996-05-01,24.04
"638",1996-05-02,24.68
"639",1996-05-03,25.27
"640",1996-05-04,26.15
"641",1996-05-05,26.09
"642",1996-05-06,26.01
"643",1996-05-07,25.88
"644",1996-05-08,25.41
"645",1996-05-09,25.62
"646",1996-05-10,25.29
"647",1996-05-11,25.36
"648",1996-05-12,26.1
"649",1996-05-13,24.59
"650",1996-05-14,25.33
"651",1996-05-15,24.95
"652",1996-05-16,24.9
"653",1996-05-17,24.12
"654",1996-05-18,25.48
"655",1996-05-19,25.56
"656",1996-05-20,25.72
"657",1996-05-21,24.4
"658",1996-05-22,25.37
"659",1996-05-23,26.35
"660",1996-05-24,26.3
"661",1996-05-25,25.78
"662",1996-05-26,25.95
"663",1996-05-27,26.41
"664",1996-05-28,26.09
"665",1996-05-29,25.4
"666",1996-05-30,25.58
"667",1996-05-31,25.34
"668",1996-06-01,24.59
"669",1996-06-02,24.08
"670",1996-06-03,24.64
"671",1996-06-04,25.63
"672",1996-06-05,26.04
"673",1996-06-06,26.24
"674",1996-06-07,26.77
"675",1996-06-08,25.93
"676",1996-06-09,25.63
"677",1996-06-10,26.28
"678",1996-06-11,26.31
"679",1996-06-12,25.93
"680",1996-06-13,26.7
"681",1996-06-14,27.29
"682",1996-06-15,27.55
"683",1996-06-16,26.57
"684",1996-06-17,26.67
"685",1996-06-18,27.04
"686",1996-06-19,26.2
"687",1996-06-20,25.31
"688",1996-06-21,25.41
"689",1996-06-22,26.17
"690",1996-06-23,26.76
"691",1996-06-24,28.2
"692",1996-06-25,28.58
"693",1996-06-26,27.76
"694",1996-06-27,26.15
"695",1996-06-28,26.4
"696",1996-06-29,27.1
"697",1996-06-30,26.76
"698",1996-07-01,27.31
"699",1996-07-02,28.67
"700",1996-07-03,28.48
"701",1996-07-04,28.2
"702",1996-07-05,26.07
"703",1996-07-06,27.19
"704",1996-07-07,27.86
"705",1996-07-08,29.34
"706",1996-07-09,27.68
"707",1996-07-10,27.35
"708",1996-07-11,28.28
"709",1996-07-12,27.39
"710",1996-07-13,28.4
"711",1996-07-14,28.6
"712",1996-07-15,28.23
"713",1996-07-16,28.71
"714",1996-07-17,28.42
"715",1996-07-18,28.04
"716",1996-07-19,28.36
"717",1996-07-20,29.3
"718",1996-07-21,29.25
"719",1996-07-22,29.25
"720",1996-07-23,28.54
"721",1996-07-24,30.2
"722",1996-07-25,29.75
"723",1996-07-26,29
"724",1996-07-27,28.61
"725",1996-07-28,28.36
"726",1996-07-29,28.37
"727",1996-07-30,28.3
"728",1996-07-31,28.07
"729",1996-08-01,27.97
"730",1996-08-02,28.16
"731",1996-08-03,27.67
"732",1996-08-04,27.88
"733",1996-08-05,28.64
"734",1996-08-06,27.89
"735",1996-08-07,28.88
"736",1996-08-08,26.23
"737",1996-08-09,26.8
"738",1996-08-10,27.88
"739",1996-08-11,28.03
"740",1996-08-12,28.34
"741",1996-08-13,28.15
"742",1996-08-14,28.36
"743",1996-08-15,28.31
"744",1996-08-16,27.67
"745",1996-08-17,28.38
"746",1996-08-18,28.23
"747",1996-08-19,27.39
"748",1996-08-20,27.59
"749",1996-08-21,27.68
"750",1996-08-22,27.33
"751",1996-08-23,26.48
"752",1996-08-24,26.67
"753",1996-08-25,26.81
"754",1996-08-26,25.87
"755",1996-08-27,26.9
"756",1996-08-28,28.17
"757",1996-08-29,27.7
"758",1996-08-30,27.12
"759",1996-08-31,27.62
"760",1996-09-01,28.6
"761",1996-09-02,29.3
"762",1996-09-03,28.97
"763",1996-09-04,28.28
"764",1996-09-05,27.87
"765",1996-09-06,28.34
"766",1996-09-07,27.14
"767",1996-09-08,27.41
"768",1996-09-09,26.13
"769",1996-09-10,26.18
"770",1996-09-11,27.11
"771",1996-09-12,27.53
"772",1996-09-13,27.93
"773",1996-09-14,27.95
"774",1996-09-15,28.13
"775",1996-09-16,28.31
"776",1996-09-17,28.4
"777",1996-09-18,27.72
"778",1996-09-19,27.67
"779",1996-09-20,27.32
"780",1996-09-21,28.1
"781",1996-09-22,26.71
"782",1996-09-23,26.4
"783",1996-09-24,26.3
"784",1996-09-25,26.25
"785",1996-09-26,26.74
"786",1996-09-27,26.85
"787",1996-09-28,27.42
"788",1996-09-29,26.87
"789",1996-09-30,26.45
"790",1996-10-01,26.97
"791",1996-10-02,27.02
"792",1996-10-03,25.94
"793",1996-10-04,24.74
"794",1996-10-05,25.04
"795",1996-10-06,25.31
"796",1996-10-07,26.58
"797",1996-10-08,26.07
"798",1996-10-09,24.77
"799",1996-10-10,23.88
"800",1996-10-11,23.13
"801",1996-10-12,23.89
"802",1996-10-13,23.79
"803",1996-10-14,24.27
"804",1996-10-15,24.33
"805",1996-10-16,24.36
"806",1996-10-17,24.52
"807",1996-10-18,24.6
"808",1996-10-19,21.21
"809",1996-10-20,20.38
"810",1996-10-21,22.06
"811",1996-10-22,24.31
"812",1996-10-23,25.15
"813",1996-10-24,24.94
"814",1996-10-25,25.07
"815",1996-10-26,25.49
"816",1996-10-27,25.23
"817",1996-10-28,24.78
"818",1996-10-29,25.17
"819",1996-10-30,25.97
"820",1996-10-31,25.62
"821",1996-11-01,25.66
"822",1996-11-02,24.9
"823",1996-11-03,20.08
"824",1996-11-04,22.94
"825",1996-11-05,22.99
"826",1996-11-06,24.5
"827",1996-11-07,25.41
"828",1996-11-08,24.21
"829",1996-11-09,16.88
"830",1996-11-10,16.69
"831",1996-11-11,16.74
"832",1996-11-12,17.56
"833",1996-11-13,19.52
"834",1996-11-14,20.98
"835",1996-11-15,22
"836",1996-11-16,21.69
"837",1996-11-17,20.63
"838",1996-11-18,20.71
"839",1996-11-19,21.54
"840",1996-11-20,21.18
"841",1996-11-21,20.91
"842",1996-11-22,19.92
"843",1996-11-23,18.9
"844",1996-11-24,21.28
"845",1996-11-25,22.06
"846",1996-11-26,20.79
"847",1996-11-27,17.19
"848",1996-11-28,19.72
"849",1996-11-29,20.15
"850",1996-11-30,21.33
"851",1996-12-01,21.86
"852",1996-12-02,20.57
"853",1996-12-03,16.62
"854",1996-12-04,NA
"855",1996-12-05,NA
"856",1996-12-06,NA
"857",1996-12-07,NA
"858",1996-12-08,NA
"859",1996-12-09,NA
"860",1996-12-10,NA
"861",1996-12-11,NA
"862",1996-12-12,NA
"863",1996-12-13,22.66
"864",1996-12-14,18.19
"865",1996-12-15,17.95
"866",1996-12-16,17.82
"867",1996-12-17,19.81
"868",1996-12-18,20.02
"869",1996-12-19,14.04
"870",1996-12-20,7.16
"871",1996-12-21,13.17
"872",1996-12-22,16.49
"873",1996-12-23,16.9
"874",1996-12-24,19.57
"875",1996-12-25,17.71
"876",1996-12-26,20.01
"877",1996-12-27,19.96
"878",1996-12-28,21.14
"879",1996-12-29,21.2
"880",1996-12-30,21.59
"881",1996-12-31,21.63
"882",1997-01-01,21.53
"883",1997-01-02,20.71
"884",1997-01-03,20.67
"885",1997-01-04,21.42
"886",1997-01-05,22.14
"887",1997-01-06,22.47
"888",1997-01-07,22.77
"889",1997-01-08,21.27
"890",1997-01-09,22.24
"891",1997-01-10,15.95
"892",1997-01-11,16.64
"893",1997-01-12,17.75
"894",1997-01-13,17.93
"895",1997-01-14,17.84
"896",1997-01-15,18.56
"897",1997-01-16,19.6
"898",1997-01-17,9.71
"899",1997-01-18,7.31
"900",1997-01-19,8.6
"901",1997-01-20,13.45
"902",1997-01-21,14.91
"903",1997-01-22,18.16
"904",1997-01-23,18.45
"905",1997-01-24,19.58
"906",1997-01-25,18.53
"907",1997-01-26,18.13
"908",1997-01-27,18.9
"909",1997-01-28,20.44
"910",1997-01-29,20.52
"911",1997-01-30,18.73
"912",1997-01-31,14.27
"913",1997-02-01,15.69
"914",1997-02-02,17.8
"915",1997-02-03,19.27
"916",1997-02-04,20.17
"917",1997-02-05,21.35
"918",1997-02-06,21.85
"919",1997-02-07,22.96
"920",1997-02-08,23.02
"921",1997-02-09,19.86
"922",1997-02-10,17.98
"923",1997-02-11,14.64
"924",1997-02-12,18.03
"925",1997-02-13,21.9
"926",1997-02-14,22.77
"927",1997-02-15,21.4
"928",1997-02-16,17.97
"929",1997-02-17,18.78
"930",1997-02-18,20.43
"931",1997-02-19,21.66
"932",1997-02-20,22.62
"933",1997-02-21,23.2
"934",1997-02-22,23.64
"935",1997-02-23,21.81
"936",1997-02-24,21.86
"937",1997-02-25,22.35
"938",1997-02-26,23.71
"939",1997-02-27,24.65
"940",1997-02-28,24.49
"941",1997-03-01,24.46
"942",1997-03-02,25.08
"943",1997-03-03,25.19
"944",1997-03-04,24.56
"945",1997-03-05,25.19
"946",1997-03-06,24.38
"947",1997-03-07,21.79
"948",1997-03-08,22.75
"949",1997-03-09,22.76
"950",1997-03-10,23.68
"951",1997-03-11,24.1
"952",1997-03-12,23.55
"953",1997-03-13,23.43
"954",1997-03-14,21.78
"955",1997-03-15,21.3
"956",1997-03-16,20.67
"957",1997-03-17,21.61
"958",1997-03-18,22.54
"959",1997-03-19,23.2
"960",1997-03-20,23.15
"961",1997-03-21,22.2
"962",1997-03-22,21.67
"963",1997-03-23,21.52
"964",1997-03-24,23.03
"965",1997-03-25,22.96
"966",1997-03-26,24.46
"967",1997-03-27,23.54
"968",1997-03-28,24.67
"969",1997-03-29,23.82
"970",1997-03-30,25.03
"971",1997-03-31,23.33
"972",1997-04-01,18.71
"973",1997-04-02,20.4
"974",1997-04-03,20.91
"975",1997-04-04,22.02
"976",1997-04-05,22.91
"977",1997-04-06,24.2
"978",1997-04-07,23.99
"979",1997-04-08,23.2
"980",1997-04-09,22.97
"981",1997-04-10,22.49
"982",1997-04-11,22.99
"983",1997-04-12,24.06
"984",1997-04-13,23.89
"985",1997-04-14,21.68
"986",1997-04-15,21.08
"987",1997-04-16,20.42
"988",1997-04-17,21.94
"989",1997-04-18,18
"990",1997-04-19,17.58
"991",1997-04-20,20.47
"992",1997-04-21,21.6
"993",1997-04-22,25.13
"994",1997-04-23,23.76
"995",1997-04-24,21.41
"996",1997-04-25,23.58
"997",1997-04-26,23.12
"998",1997-04-27,25.63
"999",1997-04-28,24.76
