"Date","S84_PHOSPHATE_Ld_mg","S84_S_FLOW_cfd"
"2008-07-16",86892307.9769498,520313.221418861
"2008-07-30",39853859.3468084,613136.297643206
"2008-08-28",866286870.152668,3955647.80891629
"2008-09-10",120553982.479247,329382.465790291
"2008-09-24",122222498.070271,500911.877337178
"2008-10-08",424676.583316339,1614.7398605184
"2008-10-22",42286220.2891247,660722.192017574
"2008-11-05",526.0137424416,24.4657554624
"2008-11-19",4443176.91801554,79342.4449645632
"2009-04-08",79269.047698176,1321.1507949696
"2009-06-03",64535769.7587187,1066706.93816064
"2009-07-08",146019824.627683,1417668.20026877
"2009-07-22",64730223.5831338,1027463.86639895
"2009-08-12",45493093.6521144,1338032.16623866
"2009-08-26",8817580.59742629,195946.235498362
"2009-09-09",15835974.0039031,519212.262423053
"2009-09-23",1038130.93578056,16220.7958715712
"2009-12-09",489315.109248,19572.60436992
"2010-01-13",24074.3033750016,587.1781310976
"2010-02-24",154721.437544218,3033.7536773376
"2010-03-03",446989.352298048,7706.712970656
"2010-03-17",23156739.6821397,251703.692197171
"2010-04-07",166553076.885834,832765.384429171
"2010-04-21",126068025.513851,1853941.55167428
"2010-06-16",30826.851882624,880.7671966464
"2010-07-14",11592290.855928,269588.159440186
"2010-07-28",3337226.90809321,92700.7474470336
"2010-08-18",21684047.997836,803112.888808742
"2010-09-15",113031.790236288,2568.904323552
"2010-09-29",40005473.6334089,784421.051635469
"2010-11-17",26643.2076985536,807.3699302592
"2010-12-13",1552205.38955651,45653.0996928384
"2011-07-06",11322017.6553348,161743.109361926
"2011-07-20",9916949.31912922,190710.563829408
"2011-10-19",377604053.888838,4661778.44307208
"2011-11-02",164806809.12395,1872804.6491358
"2012-07-25",52813663.604307,1035562.031457
"2012-08-22",74363370.1388992,2323855.3168406
"2012-09-05",40885115.4053041,560070.074045261
"2012-09-20",64191487.6478518,455258.777644339
"2012-10-03",135168405.778668,422401.268058336
"2012-10-17",27092227.708555,263031.336976262
"2013-03-20",11883408.880175,156360.643160198
"2013-05-08",36922763.9793911,625809.55897273
"2013-06-05",3747615.49021951,98621.4602689344
"2013-06-19",91341527.9365645,1497402.09732073
"2013-07-10",23901085.8263278,398351.430438797
"2013-07-24",416733237.558851,3858641.08850788
"2013-08-07",559896171.455434,4408631.27130263
"2013-08-21",12070180.457375,182881.52208144
"2013-09-04",185434523.663942,2060383.59626602
"2013-09-18",277883518.487267,2646509.69987873
"2013-10-07",85130064.0767486,1216143.77252498
"2013-11-04",36029250.1241488,600487.502069146
"2014-02-03",40750358.0242172,831639.959677901
"2014-02-17",212656.346479181,4012.3838958336
"2014-03-03",8807.671966464,220.1917991616
"2014-03-17",10815527.5857523,245807.445130733
"2014-05-19",27083004.1187457,282114.626236934
"2014-06-23",477693337.15674,4825185.22380545
"2014-07-07",295216038.28705,2952160.3828705
"2014-07-21",373579119.060453,3248514.07878655
"2014-08-04",86471154.46242,1330325.453268
"2014-08-18",125874990.703253,2030241.78553634
"2014-09-08",79871198.8716163,1535984.59368493
"2014-09-22",135025232.177702,1985665.17908385
"2014-10-06",105724603.052333,1626532.35465128
"2014-10-20",28801087.3303373,576021.746606746
"2014-11-03",77801.102370432,1467.945327744
"2014-11-17",17468.5494001536,342.5205764736
"2014-12-01",226063.580472576,3425.205764736
"2015-02-02",233599.033154995,3767.7263412096
"2015-02-16",605894.434026336,9321.4528311744
"2015-03-02",95163715.0494334,897770.896692768
"2015-04-20",134497114.38029,1640208.71195476
"2015-05-04",53861898.8970938,522931.057253338
"2015-06-15",19999287.1451843,192300.837934464
"2015-07-06",31955799.702681,939876.461843559
"2015-07-20",52823498.8380032,765557.954173959
"2015-08-03",68702287.9139654,687022.879139654
"2015-08-17",369922.222591488,3302.876987424
"2015-08-31",287037038.372947,2517868.75765743
"2015-09-14",346542746.671618,4331784.33339523
"2015-09-28",92036648.9807623,1460899.19017083
"2015-10-12",80621392.3313602,1521158.34587472
"2015-10-26",81177.3766242432,1932.7946815296
"2015-11-09",41102.469176832,978.630218496
"2015-11-23",263056536.704389,2922850.40782654
"2015-12-07",317394808.326091,2074475.87141236
"2015-12-21",86608.774336896,1443.4795722816
"2016-01-04",57543.4568475648,1174.3562621952
"2016-01-20",205554989.695931,1545526.23831527
"2016-02-01",282313434.965822,2314044.54890018
"2016-02-15",125971508.108552,1272439.47584396
"2016-02-29",65078.909529984,685.0411529472
"2016-03-14",5558619.64105728,78290.41747968
"2016-03-28",74229.1020729216,1003.0959739584
"2016-04-25",138353.847139872,1590.274105056
"2016-05-09",25147738.3959144,335303.178612192
"2016-05-23",489463542.986391,3471372.64529355
"2016-06-06",68420931.7261478,579838.40445888
"2016-06-20",278907703.942433,2512682.0174994
"2016-07-06",24567826.5941892,472458.203734407
"2016-08-01",98240406.1276072,1309872.08170143
"2016-08-29",37625053.4899392,464506.833209126
"2016-09-12",92480.555647872,1027.5617294208
"2016-09-26",121685230.080317,1241686.02122772
"2016-10-10",4061.3154067584,48.9315109248
"2016-12-19",5480.3292235776,171.2602882368
"2017-06-05",8816479.63843047,226063.580472576
"2017-06-19",562067751.910277,3602998.40968126
"2017-08-01",251772171.846711,2309836.43896065
"2017-08-14",122843414.478152,1293088.57345423
"2017-08-28",107610863.866973,1169683.30290188
"2017-09-13",2251206898.2966,8431486.51047414
"2017-09-25",879926504.357201,6928555.15241891
"2017-10-09",604032345.378093,6711470.50420103
"2017-10-23",205063081.216604,2531642.97798277
"2017-11-06",188940270.69566,2171727.2493754
"2017-11-20",101759438.064542,1615229.17562765
"2017-12-04",69307472.8410833,1194956.42829454
"2017-12-18",15904453.6534424,256523.446023264
"2018-01-02",48625052.871878,824153.438506406
"2018-04-23",1370.0823058944,24.4657554624
"2018-05-21",356529765.914392,2875240.04769671
"2018-06-04",140988662.20864,1438659.81845551
"2018-06-18",30234780.6004339,408578.11622208
"2018-07-02",190484304.522892,2214933.773522
"2018-07-30",35482073.5032322,473094.313376429
"2018-08-27",114151343.206247,1426891.79007809
"2018-09-10",16688581.1160123,417214.527900307
"2018-12-17",150709.053648384,3425.205764736
"2019-01-28",6454213.08551391,189829.796632762
"2019-02-11",46256351.8252748,557305.44367801
"2019-02-25",93654.9119100672,1419.0138168192
"2019-04-08",2098427.84601005,46631.7299113344
"2019-05-06",4091579.54626539,83501.6233931712
"2019-06-17",232463332.786431,2113303.02533119
"2019-07-01",73684616.6851058,1339720.30336556
"2019-07-15",173527578.727012,1807578.94507304
"2019-07-29",150002874.082717,1704578.11457633
"2019-08-12",217790387.399944,2135199.87647004
"2019-08-26",386331013.328032,4245395.7508575
"2019-09-09",10386447.1664527,195970.701253824
"2019-10-08",4329215.42907168,86584.3085814336
"2019-10-21",5588712.52027603,105447.406042944
"2019-11-18",44038.35983232,611.64388656
"2019-12-30",99137981.2982564,1709275.53962511
"2020-02-10",84730513.8242917,1100396.28343236
"2020-03-09",8734.2747000768,171.2602882368
"2020-05-04",9675374.44969349,254615.117097197
"2020-06-01",326095907.461761,3228672.35110654
"2020-06-15",33551162.6848731,364686.550922534
"2020-07-13",83766049.2782087,1308844.51997201
"2020-07-27",246453341.07494,2464533.4107494
"2020-08-10",329641411.346106,3506823.52495857
"2020-08-24",185644146.256743,2380053.15713773
"2020-09-08",124027875.097353,1722609.37635212
"2020-09-21",82029396.5582213,689322.66015312
"2020-10-05",595291244.732242,4345191.56738863
"2020-10-19",133373744.752479,1732126.555227
"2020-11-02",57549720.0809632,846319.412955341
"2020-11-16",298054897.756373,1206699.99091649
"2020-11-30",31702236.6130687,473167.710642816
"2020-12-14",10229132.3588295,204582.647176589
"2020-12-28",47180937.1899544,655290.794304922
"2021-02-08",3259327.94270092,162966.397135046
"2021-02-22",5343320.99298816,82204.938353664
"2021-03-08",332367.287956704,6043.0415992128
"2021-04-19",9531197.75275357,257599.93926361
"2021-05-03",95122.8572378112,1981.7261924544
"2021-06-01",134072.339933952,3351.8084983488
"2021-06-28",4490151.16850335,187089.632020973
"2021-07-12",143450993.701397,1226076.86924271
"2021-07-26",233765400.29214,2337654.0029214
"2021-08-09",286810387.614344,2583877.36589499
"2021-08-23",17965302.0990622,187138.563531898
"2021-09-20",166011649.717451,1747491.04965738
"2021-10-04",84880904.8231194,1326264.13786124
"2021-10-18",45785312.6353572,558357.471162893
"2021-11-01",48056126.1943553,800935.436572589
"2021-11-15",76495120.3438492,1092787.43348356
"2021-11-29",25838186.4808188,453301.517207347
"2021-12-13",9653281.87251094,247520.048013101
"2021-12-27",6735667.13635334,146427.546442464
"2022-01-10",6308495.04597985,126169.900919597
"2022-01-24",29262315.7523144,750315.788520883
"2022-02-21",176153.43932928,4893.15109248
"2022-06-13",4854788.78791496,134855.244108749
"2022-06-27",15310669.7683699,109361.926916928
"2022-07-25",330043.041187776,4648.493537856
"2022-08-08",5091421.57474729,97911.9533605248
"2022-08-22",847444.837706611,18422.7138631872
"2022-09-06",535506.455561011,11156.3844908544
"2022-09-19",1010766869.06306,5742993.57422193
"2022-10-03",646111732.170538,6334428.74676998
"2022-10-17",350802528.286689,2436128.66865756
"2022-10-31",122952556.21327,1429680.88620081
"2022-11-14",296330233.256562,2101632.85997562
"2022-11-28",89000644.453922,1141033.90325541
"2022-12-12",16092937.8335247,298017.367287494
"2023-01-09",4751739.02590731,105594.200575718
"2023-01-23",24485939.7106565,569440.45838736
"2023-02-20",167492.56189559,3987.9181403712
"2023-05-01",583850.788354714,15364.4944303872
