"Date","S308C_NITRATE_NITRITE_N_Ld_mg","S308.DS_FLOW_cfd"
"2006-10-09",146779853.321123,726632.93723328
"2006-10-23",17174960.3346048,572498.67782016
"2007-01-08",43120894.00248,183493.165968
"2007-01-22",123307407.530496,513780.8647104
"2007-02-12",97324775.2294272,440383.5983232
"2007-02-26",6737869.05434496,44038.35983232
"2007-03-12",91196103.486096,868534.3189152
"2007-03-26",164747504.132709,946824.73639488
"2007-04-23",5504794.97904,611643.88656
"2007-05-07",-26263988.4888864,-276463.03672512
"2007-05-21",-72340345.7512243,-215298.64806912
"2007-06-05",-274554707.799053,-758438.4193344
"2007-06-18",-422746235.210356,-1930348.10598336
"2007-07-09",-176153439.32928,-1761534.3932928
"2007-07-23",-113398776.568224,-755991.84378816
"2007-08-06",-46252510.7016672,-486868.53370176
"2007-08-20",-142243902.258394,-831835.6857216
"2007-09-10",-58031548.6690397,-462402.77823936
"2007-09-24",-652526163.93767,-3645397.5638976
"2007-10-02",-1008380577.13828,-4501699.0050816
"2007-10-08",-285696412.83663,-2148093.32959872
"2007-10-22",-548453733.351713,-2343819.37329792
"2007-11-13",-153556867.584207,-540693.19571904
"2007-11-26",1112152.07893205,4648.493537856
"2007-12-05",-31505776.5967056,-207958.9214304
"2007-12-19",-235825416.902074,-770671.2970656
"2008-01-02",-26577150.1588051,-124775.35285824
"2008-01-16",-11736222.8953133,-31805.48210112
"2008-02-06",118110881.070282,396345.23849088
"2008-02-20",105003964.225188,428150.720592
"2008-03-05",-5969644.3328256,-39145.20873984
"2008-03-19",16646500.016617,137008.23058944
"2008-04-02",93434720.1109056,327841.12319616
"2008-04-16",-348392.357784576,-3914.520873984
"2008-05-14",20551234.588416,205512.34588416
"2008-05-28",-21085566.6877148,-278909.61227136
"2008-06-11",-1241637.0897168,-70950.69084096
"2008-06-25",-6484648.48530912,-418364.41840704
"2008-07-16",-92886687.1885478,-1132764.47790912
"2008-07-30",-103008170.223343,-1450819.29892032
"2008-08-13",-20979385.309008,-428150.720592
"2008-08-28",10725787.1947162,48931.5109248
"2008-09-10",1067489842.33544,3523068.7865856
"2008-09-24",1373605374.68099,2838027.6336384
"2008-10-08",1521965715.80498,3963452.3849088
"2008-10-22",133009302.859111,775564.44815808
"2008-11-05",220911092.372195,1093619.26916928
"2008-11-19",277133398.42479,1064260.3626144
"2008-12-03",588638736.698705,1255093.25522112
"2008-12-17",82190258.9003866,322947.97210368
"2009-01-07",143036592.735375,274016.46117888
"2009-01-21",63062931.2798822,234871.25243904
"2009-02-04",420647073.391682,1636759.04043456
"2009-02-18",243532129.87273,1100958.995808
"2009-03-11",74303722.6270819,374326.05857472
"2009-03-25",306521663.886225,650789.09529984
"2009-04-08",104825975.854199,472189.08042432
"2009-04-22",-880816.128157325,-2299.7810134656
"2009-05-06",127368722.937254,464849.3537856
"2009-05-20",-217586196.204854,-2018424.825648
"2009-06-03",-33280767.1555027,-545586.34681152
"2009-06-17",-3082685.1882624,-44038.35983232
"2009-07-08",-93302605.0314087,-555372.64899648
"2009-07-22",13201721.647511,173706.86378304
"2009-08-12",-322947.97210368,-26912.33100864
"2009-08-26",2911424.9000256,83183.56857216
"2009-09-09",12844521.61776,51378.08647104
"2009-09-23",-5255244.27332352,-29358.90655488
"2009-10-14",-11097666.6777446,-264230.15899392
"2009-10-28",-32417125.98768,-122328.777312
"2009-11-04",81999426.0077798,359646.60529728
"2009-11-18",292811054.525096,800030.20362048
"2009-12-09",87626549.7641318,362093.18084352
"2009-12-23",35485131.722665,90523.29521088
"2010-01-13",-122426640.33385,-293589.0655488
"2010-02-10",96700898.465136,207958.9214304
"2010-02-24",39196097.5112018,151687.68386688
"2010-03-03",177802431.247446,496654.83588672
"2010-03-17",-39106063.5311002,-132115.07949696
"2010-04-07",807509385.065336,2003745.37237056
"2010-04-21",64574914.9674586,129668.50395072
"2010-05-12",829964055.428726,5406931.9571904
"2010-05-26",626949663.177277,3767726.3412096
"2010-06-16",140262176.065939,3596466.0529728
"2010-06-30",86510911.3150464,3327342.7428864
"2010-07-14",86657705.8478208,3767726.3412096
"2010-08-04",48432409.513367,1729728.91119168
"2010-08-18",-986785.470316798,-53824.66201728
"2010-09-15",49851423.3301862,1384761.75917184
"2010-09-29",5032605.89861568,41591.78428608
"2010-10-13",-365763.04416288,-3180.548210112
"2010-10-27",52510850.9489491,413471.26731456
"2010-11-03",88076719.66464,733972.663872
"2010-11-17",115723023.337152,420810.99395328
"2010-12-01",221953333.554893,660575.3974848
"2010-12-13",384200437.479345,1157230.23337152
"2011-01-05",24583191.0886195,78290.41747968
"2011-01-20",-48031171.1237837,-117435.62621952
"2011-02-03",6490764.92417472,17126.02882368
"2011-02-17",183533942.227104,428150.720592
"2011-03-02",142102000.876712,552926.07345024
"2011-03-16",324012232.466294,990863.0962272
"2011-04-06",9276680.49867821,24221.097907776
"2011-04-20",57262100.6597472,379219.2096672
"2011-05-04",56124443.0307456,379219.2096672
"2011-05-18",-16533957.5414899,-151687.68386688
"2011-06-08",3258838.62759168,181046.59042176
"2011-06-22",1981726.1924544,44038.35983232
"2011-07-06",-4281507.20592,-24465.7554624
"2011-07-20",-14109401.1751661,-193279.46815296
"2011-08-10",53765944.2041702,200619.19479168
"2011-08-24",-23969916.1516953,-215298.64806912
"2011-09-07",6238767.642912,41591.78428608
"2011-09-21",1805572.75312512,14679.45327744
"2011-10-05",-55405149.820151,-327841.12319616
"2011-10-19",-218432711.343853,-1719942.60900672
"2011-11-02",-123975322.65462,-325394.54764992
"2011-11-16",122769160.910323,381665.78521344
"2011-12-07",166367137.14432,489315.109248
"2011-12-21",50230642.5398534,119882.20176576
"2012-01-04",4086759.7924393,11743.562621952
"2012-01-18",57543456.8475648,137008.23058944
"2012-02-08",138764871.83164,335180.84983488
"2012-02-22",-5324237.70372749,-15168.768386688
"2012-03-07",204117797.822803,503994.56252544
"2012-03-21",76142324.1500813,190832.89260672
"2012-04-04",102807551.028551,496654.83588672
"2012-04-18",202422320.969259,775564.44815808
"2012-05-02",43189398.1177747,340074.00092736
"2012-05-16",-48182858.8076506,-1120531.60017792
"2012-06-06",-14312466.945504,-190832.89260672
"2012-06-20",6869984.13384192,58717.81310976
"2012-07-11",-1215458.73137203,-16881.371269056
"2012-07-25",-36170172.8756122,-469742.50487808
"2012-08-08",-36763875.2081663,-342520.5764736
"2012-08-22",-78960779.1793498,-797583.62807424
"2012-09-05",-16470346.5772877,-1830038.50858752
"2012-09-20",206515441.858118,897893.22547008
"2012-10-03",368258551.220045,1037348.03160576
"2012-10-17",820581438.208896,3156082.4546496
"2012-11-14",99570731.5808755,291142.49000256
"2012-11-28",247427078.142344,641002.79311488
"2012-12-05",68939605.7419507,178600.01487552
"2012-12-19",-22454670.3633907,-63610.96420224
"2013-01-23",79342444.9645632,168813.71269056
"2013-02-06",315769719.451012,719293.21059456
"2013-02-21",-36963678.877776,-90523.29521088
"2013-03-06",-28497711.9626035,-63610.96420224
"2013-03-20",-122999139.01167,-308268.51882624
"2013-04-03",169968496.348385,1017775.42723584
"2013-04-17",61213320.1669248,220191.7991616
"2013-05-22",-3633164.6861664,-134561.6550432
"2013-06-05",1883863.1706048,75354.526824192
"2013-06-19",56146462.2106618,1059367.21152192
"2013-07-10",791100202.876704,3547534.542048
"2013-07-24",67134032.9888256,4795288.0706304
"2013-08-07",986924109.597754,9223589.8093248
"2013-08-21",419245185.603686,9982028.2286592
"2013-09-04",110438420.157274,2984822.1664128
"2013-09-18",-8073699.302592,-134561.6550432
"2013-10-07",151785546.88873,3229479.7210368
"2013-11-04",120632484.933273,841621.98790656
"2013-11-18",67819074.1417728,342520.5764736
"2013-12-02",26048689.8408173,95416.44630336
"2013-12-16",-2129499.3554473,-7829.041747968
"2014-01-06",-194718054.574149,-494208.26034048
"2014-01-21",-155279256.76876,-401238.38958336
"2014-02-03",-99734652.1424736,-379219.2096672
"2014-02-17",-53580004.462656,-183493.165968
"2014-03-03",-56630884.1688173,-193279.46815296
"2014-03-17",20313916.7604307,56271.23756352
"2014-04-07",54543955.2278746,347413.72756608
"2014-04-21",-114294223.218148,-249550.70571648
"2014-05-05",-11507060.3191488,-41591.78428608
"2014-05-19",67280827.5216,269123.3100864
"2014-06-09",4345118.17012224,90523.29521088
"2014-06-23",1467945.327744,73397.2663872
"2014-07-07",67819.0741417728,293.5890655488
"2014-07-21",10745359.7990861,149241.10832064
"2014-08-04",-33618394.5808838,-369432.90748224
"2014-08-18",-2063278.7106624,-53824.66201728
"2014-09-08",2877172.84237824,29358.90655488
"2014-09-22",2840474.20918464,105202.74848832
"2014-10-06",14180351.866007,112542.47512704
"2014-10-20",5260137.424416,210405.49697664
"2014-11-03",13424360.0222189,227531.52580032
"2014-11-17",-49968858.9564058,-450169.90050816
"2014-12-01",145551672.39691,523567.16689536
"2014-12-15",274554707.799053,758438.4193344
"2015-01-05",-5402038.80609792,-16881.371269056
"2015-01-20",515194985.376127,1220841.19757376
"2015-02-02",395376394.574569,983523.36958848
"2015-02-16",863132280.109102,2045337.15665664
"2015-03-02",506587932.604454,1489964.50766016
"2015-03-16",1037225702.82845,3400740.0092736
"2015-04-06",135109687.965558,577391.82891264
"2015-04-20",-17869787.789737,-107649.32403456
"2015-05-04",357735014.270484,1458159.02555904
"2015-05-18",693029222.105674,2214150.8693472
"2015-06-01",6879770.43602688,92969.87075712
"2015-06-15",-11508691.369513,-102756.17294208
"2015-07-06",-15716801.3090458,-107649.32403456
"2015-07-20",185939.74151424,23242.46768928
"2015-08-03",-41741840.9195828,-137008.23058944
"2015-08-17",-5299282.63315584,-92969.87075712
"2015-08-31",-4624027.7823936,-110095.8995808
"2015-09-14",13355855.9069242,251997.28126272
"2015-09-28",-7535452.6824192,-269123.3100864
"2015-10-12",-3523068.7865856,-88076.71966464
"2015-10-26",149025809.672571,528460.31798784
"2015-11-09",-3289665.4794743,-19817.261924544
"2015-11-23",9365491.19100672,29358.90655488
"2015-12-07",12624329.8185984,36698.6331936
"2015-12-21",134427093.388157,403684.9651296
"2016-01-04",23408834.8264243,63610.96420224
"2016-01-20",-31837287.5832211,-80736.99302592
"2016-02-01",899077368.03446,2353605.67548288
"2016-02-15",3505893826.251,8367288.3681408
"2016-02-29",3423248504.29901,8073699.302592
"2016-03-14",1507579851.59309,3816657.8521344
"2016-03-28",1225147170.53514,2862493.3891008
"2016-04-11",1183163934.16166,2544438.5680896
"2016-04-25",601099145.955706,1932794.6815296
"2016-05-09",220876840.314547,1810465.9042176
"2016-05-23",28292199.6167194,1010435.70059712
"2016-06-06",19450275.592608,3890055.1185216
"2016-06-20",94193158.53024,4281507.20592
"2016-07-06",54540693.1271462,687487.72849344
"2016-07-18",103519504.512507,2407430.33750016
"2016-08-01",119808804.499373,2030657.7033792
"2016-08-15",13321603.8492768,1480178.2054752
"2016-08-29",118536585.215328,1247753.5285824
"2016-09-12",273845200.890643,1335830.24824704
"2016-09-26",117761836.292352,3718794.8302848
"2016-10-10",1446660120.49171,5358000.4462656
"2016-10-24",1284452161.776,3058219.4328
"2016-11-07",10711107.7414387,26912.33100864
"2016-11-21",-940610.43450743,-2299.7810134656
"2016-12-05",-57323265.0484032,-134561.6550432
"2016-12-19",-81435082.5817804,-193279.46815296
"2017-01-04",-80604877.946423,-278909.61227136
"2017-01-17",141091565.176115,344967.15201984
"2017-01-30",-128102695.601126,-269123.3100864
"2017-02-13",46439184.4158453,115233.708227904
"2017-02-27",151142097.520068,398791.81403712
"2017-03-14",221977799.310355,516227.44025664
"2017-03-27",109687321.464578,261783.58344768
"2017-04-10",138794230.738195,298482.21664128
"2017-04-24",-104182771.143093,-217500.566060736
"2017-05-08",15868488.9929126,56271.23756352
"2017-05-22",8552738.79454579,111074.529799296
"2017-06-05",-405568828.300205,-3351808.4983488
"2017-06-19",-728247677.093798,-2960356.4109504
"2017-07-05",-57631533.5672294,-369432.90748224
"2017-07-17",-110702650.316268,-494208.26034048
"2017-07-31",-95656210.7068915,-552926.07345024
"2017-08-01",-517519232.145055,-1888756.32169728
"2017-08-14",-278733458.832031,-1379868.60807936
"2017-08-28",-252782632.013063,-912572.67874752
"2017-09-13",99059886.6068206,159516.725614848
"2017-09-25",4284785617.15196,7070603.3286336
"2017-12-18",1792198140.13901,3278411.2319616
"2018-02-26",269710488.217498,518674.01580288
"2018-03-26",125949709.120435,286249.33891008
"2018-04-09",-40564222.5566592,-73397.2663872
"2018-04-23",65944507.9582437,122573.434866624
"2018-05-07",-153050426.446136,-296035.64109504
"2018-06-04",742984217.133983,3253945.4764992
"2018-06-18",1085716830.15492,4868685.3370176
"2018-07-16",181291247.976384,6972740.306784
"2018-07-30",657027862.942752,3205013.9655744
"2018-08-27",72237589.5782822,1900989.19942848
"2018-09-24",163470391.697572,1702816.58018304
"2019-01-14",-35820801.8876091,-143858.642118912
"2019-02-11",232434463.194985,616537.03765248
"2019-02-25",1008233782.6055,3180548.210112
"2019-03-11",1214480101.15354,3327342.7428864
"2019-03-25",208264743.37368,555372.64899648
"2019-04-08",44527022.5214224,120126.859320384
"2019-04-22",-80958163.4553001,-152176.998976128
"2019-06-03",880767.1966464,58717.81310976
"2019-08-12",-173068307.565471,-1362742.57925568
"2019-11-18",114930332.86017,313161.66991872
"2019-12-02",179037951.898297,423257.56949952
"2019-12-16",-229085101.272182,-746205.5416032
"2019-12-30",-701898058.460794,-3205013.9655744
"2020-01-13",792946551.888933,1707709.73127552
"2020-01-27",-54950576.0836596,-128689.873732224
"2020-02-10",47909331.6615809,94682.473639488
"2020-02-24",-8878133.34219571,-21921.3168943104
"2020-03-09",170741614.220997,357200.02975104
"2020-03-23",48603669.8016038,113031.790236288
"2020-04-06",39637785.9498162,205023.030774912
"2020-04-20",-167800830.414417,-521120.59134912
"2020-05-04",12137950.6000059,38655.893630592
"2020-05-18",2463359.05448721,12697.7270849856
"2020-06-01",-51906546.7890278,-540693.19571904
"2020-06-15",-62622547.681559,-579838.40445888
"2020-06-29",-9809544.65264928,-99086.30962272
"2020-07-13",-92985365.7355798,-790243.90143552
"2020-07-27",-114830023.262774,-770671.2970656
"2020-08-10",-69815479.7875046,-601857.58437504
"2020-10-19",292610435.330304,1125424.7512704
"2020-11-02",712442799.065088,2226383.7470784
"2020-11-16",1190938335.72243,3921860.60062272
"2020-11-30",1387834658.05792,4034403.07574976
"2020-12-14",1685069121.17062,4411175.70987072
"2020-12-28",2206380545.41234,5167167.55365888
"2021-03-08",685931706.446031,1580487.80287104
"2021-03-22",719525635.271453,1602506.9827872
"2021-04-05",75569825.4722611,190832.89260672
"2021-05-17",22723793.6734771,132115.07949696
"2021-06-01",288206.599347072,4648.493537856
"2021-06-14",4213003.09062528,102756.17294208
"2021-07-02",-187334289.575597,-464849.3537856
"2021-07-12",-100505323.439539,-773117.87261184
"2021-07-26",-76714822.8279015,-572498.67782016
"2021-08-09",-43862206.3929907,-406131.54067584
"2021-11-01",72017397.7791206,322947.97210368
"2022-01-10",385925273.239444,1656331.64480448
"2022-02-21",653235670.84608,2177452.2361536
"2022-03-07",338346718.591715,963950.76521856
"2022-03-21",402999923.976653,1135211.05345536
"2022-04-04",606672445.05004,1604953.55833344
"2022-04-18",369834145.871823,1497304.23429888
"2022-05-02",355715773.919654,1888756.32169728
"2022-05-16",128102695.601126,1663671.3714432
"2022-05-31",461169704.164055,3493709.88003072
"2022-06-27",-90961232.2336569,-1783553.57320896
"2022-07-11",-13074499.7191066,-817156.23244416
"2023-01-22",413784428.984479,851408.29009152
"2023-01-23",634269817.211627,1291791.88841472
"2023-02-06",231499871.336321,457509.62714688
"2023-02-20",486623876.147136,954164.4630336
"2023-03-02",515190092.225034,1047134.33379072
"2023-03-20",486521119.974194,961504.18967232
"2023-04-03",844200678.532297,2148093.32959872
