"Date","S191_NITRATE+NITRITE-N_mg/L","S191_S_FLOW_cfs"
"1979-05-29",0.169,335180.84983488
"1979-06-11",0.134,313161.66991872
"1979-07-09",0.182,848961.71454528
"1979-07-23",0.105,927252.13202496
"1979-08-06",0.279,34252.05764736
"1979-08-20",0.006,261783.58344768
"1979-09-05",0.081,9233376.11150976
"1979-09-18",0.008,3026413.95069888
"1979-10-01",0.149,3711455.10364608
"1979-10-15",0.141,173706.86378304
"1979-10-29",0.873666666666667,207958.9214304
"1979-11-13",1.599,207958.9214304
"1979-11-27",1.377,198172.61924544
"1979-12-11",1.494,254443.85680896
"1980-01-22",1.41,14679.45327744
"1980-02-05",1.041,364539.75638976
"1980-02-19",0.763,1666117.94698944
"1980-03-04",0.555,802476.77916672
"1980-04-02",0.086,1247753.5285824
"1980-05-13",0.533,114989.05067328
"1980-05-28",0.589,195726.0436992
"1980-07-24",0.155,146794.5327744
"1980-08-04",0.031,17126.02882368
"1980-08-20",0.118,73397.2663872
"1980-09-03",0.303,1507090.53648384
"1980-09-17",0.128,415917.8428608
"1980-10-01",0.142,386558.93630592
"1980-10-14",0.822,261783.58344768
"1980-10-29",0.623,34252.05764736
"1980-11-12",0.871,39145.20873984
"1980-12-02",1.09,335180.84983488
"1981-01-14",1.538,232424.6768928
"1981-02-24",1.117,156580.83495936
"1981-07-28",0.011,188386.31706048
"1981-08-12",0.242,1071600.08925312
"1981-08-25",0.04,455063.05160064
"1981-09-10",0.054,2285101.56018816
"1981-09-23",0.164,1702816.58018304
"1981-12-02",1.16,83183.56857216
"1982-03-09",2.508,232424.6768928
"1982-04-05",0.643,362093.18084352
"1982-04-19",0.72,863641.16782272
"1982-05-04",0.715,415917.8428608
"1982-05-18",0.682,88076.71966464
"1982-06-01",0.27,1012882.27614336
"1982-07-01",0.036,645895.94420736
"1982-07-12",0.154,1428800.11900416
"1982-07-27",0.315,344967.15201984
"1982-08-25",0.29,577391.82891264
"1982-09-09",0.793,692380.87958592
"1982-09-21",0.311,305821.94328
"1982-10-05",0.175,1164569.96001024
"1982-10-20",0.27,215298.64806912
"1982-11-01",0.833,215298.64806912
"1982-11-22",0.748,217745.22361536
"1982-12-22",1.262,90523.29521088
"1983-02-01",0.762,251997.28126272
"1983-02-17",0.167,3283304.38305408
"1983-03-02",0.151,1377422.03253312
"1983-03-15",0.399,305821.94328
"1983-03-29",0.196,587178.1310976
"1983-04-15",0.447,110095.8995808
"1983-06-21",0.033,92969.87075712
"1983-08-02",0.11,234871.25243904
"1983-08-30",0.087,242210.97907776
"1983-09-12",0.007,85630.1441184
"1983-10-10",0.186,127221.92840448
"1983-10-25",0.101,2676553.64758656
"1983-11-08",0.339,437937.02277696
"1983-12-20",1.014,462402.77823936
"1984-01-04",0.926,344967.15201984
"1984-01-31",1.099,159027.4105056
"1984-02-14",1.009,222638.37470784
"1984-02-29",0.235,3503496.18221568
"1984-07-31",0.2,778011.02370432
"1984-08-13",0.148,149241.10832064
"1984-09-25",0.302,181046.59042176
"1984-10-09",0.324,146794.5327744
"1984-12-04",0.443,168813.71269056
"1985-01-15",0.907,242210.97907776
"1985-02-26",1.14,36698.6331936
"1985-07-30",0.218,176153.43932928
"1985-08-27",0.112,305821.94328
"1985-09-09",0.207,1142550.78009408
"1985-09-24",0.34,1837378.23522624
"1985-10-08",0.256,648342.5197536
"1985-11-05",1.09,173706.86378304
"1985-12-03",0.784,19572.60436992
"1986-01-14",1.095,44038.35983232
"1986-02-12",0.459,237317.82798528
"1986-03-11",0.077,185939.74151424
"1986-06-17",0.09,746205.5416032
"1986-06-23",0.139,2047783.73220288
"1986-07-01",0.07,1081386.39143808
"1986-07-15",0.053,782904.1747968
"1986-07-29",0.177,1419013.8168192
"1986-08-14",0.264,785350.75034304
"1986-08-26",0.179,689934.30403968
"1986-09-09",0.222,1206161.74429632
"1986-09-23",0.262,518674.01580288
"1986-10-07",0.53,36698.6331936
"1986-10-21",0.47,68504.11529472
"1986-11-04",0.386,447723.32496192
"1986-11-18",0.352,259337.00790144
"1986-12-03",0.561,68504.11529472
"1986-12-18",0.807,239764.40353152
"1987-01-07",0.345,905232.9521088
"1987-01-22",0.395,229978.10134656
"1987-02-03",0.813,48931.5109248
"1987-02-18",1.05,22019.17991616
"1987-03-03",1.022,193279.46815296
"1987-03-17",0.462,19572.60436992
"1987-03-31",0.229,1360296.00370944
"1987-04-14",0.315,78290.41747968
"1987-04-28",0.279,63610.96420224
"1987-05-11",0.112,53824.66201728
"1987-05-26",0.127,44038.35983232
"1987-06-10",0.176,271569.88563264
"1987-06-24",0.014,9786.30218496
"1987-07-08",0.082,198172.61924544
"1987-07-21",0.088,335180.84983488
"1987-08-04",0.017,132115.07949696
"1987-10-13",0.171,1245306.95303616
"1987-11-10",0.155,763331.57042688
"1987-11-12",0.22,415917.8428608
"1987-11-13",0.1725,393898.66294464
"1987-11-15",0.205,237317.82798528
"1987-11-17",0.207,237317.82798528
"1987-11-19",0.292,2740164.6117888
"1987-11-20",0.404,4186090.75961664
"1987-11-21",0.358,3432545.49137472
"1987-11-22",0.336,1871630.2928736
"1987-11-23",0.215,1330937.09715456
"1987-11-24",0.227,1154783.65782528
"1987-11-26",0.183,902786.37656256
"1987-11-28",0.182,594517.85773632
"1987-11-30",0.192,423257.56949952
"1987-12-02",0.216,210405.49697664
"1987-12-03",0.232,237317.82798528
"1987-12-06",0.269,4893.15109248
"1987-12-08",0.239,181046.59042176
"1987-12-09",0.333,195726.0436992
"1987-12-10",0.359,203065.77033792
"1987-12-13",0.364,56271.23756352
"1987-12-14",0.377,119882.20176576
"1987-12-17",0.352,198172.61924544
"1987-12-18",0.345,176153.43932928
"1987-12-20",0.329,195726.0436992
"1987-12-22",0.378,178600.01487552
"1988-01-01",0.219,201353.167455552
"1988-01-08",0.325,190832.89260672
"1988-01-10",0.209,212852.07252288
"1988-01-13",0.43,195726.0436992
"1988-01-15",0.431,212852.07252288
"1988-01-19",0.365666666666667,188386.31706048
"1988-01-21",0.4,207958.9214304
"1988-01-23",0.442,205512.34588416
"1988-01-25",0.439,188386.31706048
"1988-01-27",0.404,212852.07252288
"1988-02-02",0.3915,168813.71269056
"1988-02-11",0.431,381665.78521344
"1988-02-13",0.477,205512.34588416
"1988-02-16",0.393,215298.64806912
"1988-02-17",0.3955,217745.22361536
"1988-02-19",0.293,379219.2096672
"1988-02-21",0.483,78290.41747968
"1988-02-23",0.504,183493.165968
"1988-02-29",0.357,200619.19479168
"1988-03-03",0.367,173706.86378304
"1988-03-07",0.651,132115.07949696
"1988-03-11",0.404,205512.34588416
"1988-03-14",0.351,185939.74151424
"1988-03-16",0.165,193279.46815296
"1988-03-18",0.369,229978.10134656
"1988-03-19",0.362,797583.62807424
"1988-03-20",0.259,1110745.29799296
"1988-03-21",0.2295,709506.9084096
"1988-03-22",0.22,599411.0088288
"1988-03-23",0.261,406131.54067584
"1988-03-28",0.405,207958.9214304
"1988-03-29",0.444,7339.72663872
"1988-04-04",0.399,163920.56159808
"1988-04-08",0.377,173706.86378304
"1988-04-12",0.408,193279.46815296
"1988-04-30",0.1995,139454.80613568
"1988-05-05",0.254,163920.56159808
"1988-05-16",0.1715,413471.26731456
"1988-05-17",0.192,134561.6550432
"1988-05-18",0.209,97863.0218496
"1988-05-20",0.156,207958.9214304
"1988-06-07",0.156,127221.92840448
"1988-06-10",0.075,88076.71966464
"1988-06-19",0.019,88076.71966464
"1988-06-21",0.023,119882.20176576
"1988-06-30",0.049,132115.07949696
"1988-07-01",0.031,132115.07949696
"1988-07-02",0.025,117435.62621952
"1988-07-06",0.0366666666666667,100309.59739584
"1988-07-15",0.142,161473.98605184
"1988-07-18",0.0195,244657.554624
"1988-07-25",0.008,222638.37470784
"1988-07-27",0.101,220191.7991616
"1988-07-29",0.059,327841.12319616
"1988-07-30",0.0415,665468.54857728
"1988-08-01",0.037,582284.98000512
"1988-08-02",0.0505,1612293.28497216
"1988-08-03",0.0255,1507090.53648384
"1988-08-04",0.011,1120531.60017792
"1988-08-05",0.006,702167.18177088
"1988-08-06",0.01,1130317.90236288
"1988-08-07",0.009,1000649.39841216
"1988-08-08",0.032,530906.89353408
"1988-08-09",0.033,545586.34681152
"1988-08-10",0.04,1103405.57135424
"1988-08-11",0.128,2463701.57506368
"1988-08-12",0.015,2267975.53136448
"1988-08-14",0.06,2324246.768928
"1988-08-15",0.071,1367635.73034816
"1988-08-16",0.03,1233074.07530496
"1988-08-17",0.104,985969.94513472
"1988-08-19",0.208,966397.3407648
"1988-08-21",0.071,1164569.96001024
"1988-08-22",0.068,1350509.70152448
"1988-08-23",0.334,1130317.90236288
"1988-08-25",0.465,1282005.58622976
"1988-08-27",0.124,873427.47000768
"1988-08-28",0.082,636109.6420224
"1988-08-30",0.126333333333333,413471.26731456
"1988-08-31",0.693,408578.11622208
"1988-09-01",0.498,457509.62714688
"1988-09-03",0.271,428150.720592
"1988-09-05",0.16,234871.25243904
"1988-09-07",0.155333333333333,185939.74151424
"1988-09-08",0.398,428150.720592
"1988-09-09",0.331,433043.87168448
"1988-09-10",0.364,420810.99395328
"1988-09-11",0.361,222638.37470784
"1988-09-12",0.2775,210405.49697664
"1988-09-13",0.443,181046.59042176
"1988-09-14",0.014,212852.07252288
"1988-09-19",0.265,198172.61924544
"1988-09-22",0.209,205512.34588416
"1988-09-26",0.037,212852.07252288
"1988-10-03",0.147,134561.6550432
"1988-10-05",0.012,200619.19479168
"1988-10-27",0.046,198172.61924544
"1988-11-04",0.377,225084.95025408
"1988-11-06",0.208,210405.49697664
"1988-11-08",0.348,210405.49697664
"1988-11-22",0.2545,210405.49697664
"1988-11-30",0.349,193279.46815296
"1989-01-02",0.109,212852.07252288
"1989-03-07",0.056,205512.34588416
"1989-03-18",0.012,83183.56857216
"1989-04-16",0.009,205512.34588416
"1989-04-20",0.0165,205512.34588416
"1989-07-07",0.004,215298.64806912
"1989-07-24",0.008,41591.78428608
"1989-07-25",0.04,168813.71269056
"1989-07-28",0.021,215298.64806912
"1989-07-31",0.04,237317.82798528
"1989-08-02",0.03,217745.22361536
"1989-08-14",0.049,442830.17386944
"1989-08-15",0.044,215298.64806912
"1989-08-21",0.108,800030.20362048
"1989-08-28",0.078,486868.53370176
"1989-08-30",0.06,217745.22361536
"1989-09-06",0.076,2576244.05019072
"1989-09-12",0.065,389005.51185216
"1989-09-13",0.069,222638.37470784
"1989-09-15",0.085,215298.64806912
"1989-09-17",0.102,379219.2096672
"1989-09-19",0.107,457509.62714688
"1989-09-20",0.125,445276.74941568
"1989-09-22",0.142,207958.9214304
"1989-09-24",0.169,251997.28126272
"1989-09-25",0.25,1546235.74522368
"1989-09-27",0.146,773117.87261184
"1989-09-28",0.161,787797.32588928
"1989-09-29",0.131,491761.68479424
"1989-10-01",0.139,256890.4323552
"1989-10-03",0.147,229978.10134656
"1989-10-05",0.118,203065.77033792
"1989-10-07",0.154,332734.27428864
"1989-10-09",0.1185,4660726.4155872
"1989-10-11",0.084,4775715.46626048
"1989-10-13",0.033,2590923.50346816
"1989-10-15",0.065,1629419.31379584
"1989-10-17",0.087,826942.53462912
"1989-10-20",0.161,985969.94513472
"1989-10-22",0.212,462402.77823936
"1989-10-24",0.229,232424.6768928
"1989-10-25",0.23,413471.26731456
"1989-10-27",0.26,415917.8428608
"1989-10-29",0.307,29358.90655488
"1989-10-31",0.347,205512.34588416
"1989-11-01",0.273,181046.59042176
"1989-11-03",0.427,220191.7991616
"1989-12-23",0.509,474635.65597056
"1989-12-24",0.621,222638.37470784
"1989-12-25",0.568,283802.76336384
"1989-12-26",0.696,447723.32496192
"1989-12-29",0.606,222638.37470784
"1989-12-31",0.527,207958.9214304
"1990-02-26",0.592,4893.15109248
"1990-07-02",0.004,212852.07252288
"1990-07-16",0.031,1071600.08925312
"1990-07-18",0.078,393898.66294464
"1990-07-23",0.161,217745.22361536
"1990-07-30",0.133,166367.13714432
"1990-08-01",0.013,183493.165968
"1990-08-06",0.144,359646.60529728
"1990-08-13",0.091,1037348.03160576
"1990-08-15",0.063,1671011.09808192
"1990-08-20",0.051,430597.29613824
"1990-08-27",0.029,567605.52672768
"1990-08-29",0.113,7148893.74611328
"1990-09-04",0.105,2395197.45976896
"1990-09-24",0.207,841621.98790656
"1990-09-25",0.218,570052.10227392
"1990-10-01",0.157,5563512.79214976
"1990-10-09",0.145,890553.49883136
"1990-10-16",0.149,981076.79404224
"1990-10-22",0.183,256890.4323552
"1990-10-24",0.213,247104.13017024
"1990-10-31",0.359,232424.6768928
"1990-11-19",0.635,225084.95025408
"1991-01-15",0.604,273771.803624256
"1991-01-17",0.577,1057899.26619418
"1991-01-28",0.4,275484.406506624
"1991-02-26",0.355,151687.68386688
"1991-03-04",0.374,524301.139559232
"1991-03-11",0.283,272303.858296512
"1991-03-12",0.281,288940.572010944
"1991-03-18",0.31,293833.723103424
"1991-03-25",0.52,273771.803624256
"1991-04-08",0.402,288695.91445632
"1991-04-09",0.326,346435.097347584
"1991-04-22",0.216,279154.269825984
"1991-04-23",0.195,269367.967641024
"1991-04-29",0.136,264964.131657792
"1991-05-20",0.231,272793.17340576
"1991-05-22",0.289,149485.765875264
"1991-05-28",0.17,549990.182794752
"1991-06-04",0.061,141412.066572672
"1991-06-10",0.118,156825.492513984
"1991-06-24",0.079,431086.611247488
"1991-07-01",0.1,558308.539651968
"1991-07-02",0.106,857280.071402496
"1991-07-08",0.146,268878.652531776
"1991-07-16",0.17,569562.787164672
"1991-07-23",0.186,690668.276703552
"1991-07-29",0.184,544118.401483776
"1991-07-30",0.196,271080.570523392
"1991-08-05",0.184,564669.636072192
"1991-08-12",0.116,1306715.99924678
"1991-08-13",0.104,569807.444719296
"1991-08-20",0.124,271325.228078016
"1991-08-27",0.119,1352466.96196147
"1991-08-28",0.123,1310385.86256614
"1991-09-03",0.146,818379.52021728
"1991-09-10",0.187,1493389.7134249
"1991-09-16",0.147,522833.194231488
"1991-09-24",0.194,846759.796553664
"1991-09-25",0.203,944378.16084864
"1991-09-30",0.144,816422.259780288
"1991-10-07",0.109,1652661.78148512
"1991-10-08",0.108,1330692.43959994
"1991-10-14",0.072,256890.4323552
"1991-10-21",0.207,252731.253926592
"1991-10-23",0.225,241477.006413888
"1991-12-04",0.667,269367.967641024
"1991-12-09",0.6575,262517.556111552
"1991-12-16",0.644,262762.213666176
"1992-01-27",0.436,489.315109248
"1992-02-10",0.385,254443.85680896
"1992-06-29",0.183,3485391.5231735
"1992-07-13",0.001,284536.736027712
"1992-07-21",0.081,1568744.24024909
"1992-07-27",0.0835,595007.172845568
"1992-08-03",0.059,277441.666943616
"1992-08-10",0.155,1808019.32867136
"1992-08-11",0.158,2233968.13127174
"1992-08-17",0.13,346190.43979296
"1992-08-25",0.119,1096065.84471552
"1992-08-31",0.1255,917955.144949248
"1992-09-08",0.186,182269.87819488
"1992-09-09",0.191,769203.351737856
"1992-09-15",0.1535,1060101.18418579
"1992-09-21",0.196,490538.39702112
"1992-09-22",0.202,526503.057550848
"1992-09-28",0.189,466806.614222592
"1992-10-05",0.242,518674.01580288
"1992-10-06",0.253,240498.376195392
"1992-10-14",0.228,227286.868245696
"1992-10-20",0.2365,228265.498464192
"1992-11-17",0.201,234381.937329792
"1992-11-18",0.455,238785.773313024
"1992-11-23",0.331666666666667,546564.977030016
"1992-11-30",0.346,213586.045186752
"1993-01-06",0.288,445766.064524928
"1993-01-11",0.254,815932.94467104
"1993-01-13",0.193,500080.041651456
"1993-01-21",0.323,251507.966153472
"1993-01-27",0.185,2796435.84935232
"1993-01-28",0.208,2219044.02043968
"1993-02-03",0.22,484177.300600896
"1993-02-08",0.282,231690.704228928
"1993-02-10",0.278,234137.279775168
"1993-02-18",0.282,467051.271777216
"1993-02-24",0.22,1109766.66777446
"1993-03-03",0.204,274995.091397376
"1993-03-08",0.127,193279.46815296
"1993-03-10",0.1035,157070.150068608
"1993-03-17",0.132,739599.787628352
"1993-03-25",0.0905,4570937.09304019
"1993-03-30",0.107,613845.804551616
"1993-04-05",0.15,604059.502366656
"1993-04-06",0.174,520386.618685248
"1993-04-13",0.258,178844.672430144
"1993-06-02",0.0743333333333333,200619.19479168
"1993-06-26",0.009,189854.262388224
"1993-06-29",0.04,337872.082935744
"1993-07-07",0.071,186111.001802477
"1993-07-13",0.018,171871.93212336
"1993-07-15",0.01375,118536.585215328
"1993-08-10",0.004,130451.408125517
"1993-08-17",0.0338,114842.256140506
"1993-08-24",0.0155,131601.29863225
"1993-08-31",0.0178,122133.051268301
"1993-09-07",0.094,272597.447362061
"1993-09-08",0.07,581844.596406797
"1993-09-14",0.11,611032.24267344
"1993-09-21",0.152333333333333,114010.420454784
"1993-10-04",0.208,60136.8269265792
"1993-10-12",0.1402,279276.598603296
"1993-10-14",0.005,160006.040724096
"1993-10-19",0.0888,426609.377997869
"1993-10-20",0.152,258700.898259418
"1993-10-26",0.0564,251434.568887085
"1993-11-01",0.159,111490.447642157
"1993-11-02",0.0925,124359.435015379
"1993-11-09",0.1494,127711.243513728
"1993-11-29",0.1925,60430.415992128
"1993-12-15",0.342,63513.1011803904
"1994-01-03",0.285,133852.14813479
"1994-01-04",0.251,113349.845057299
"1994-01-11",0.18125,149583.628897114
"1994-01-19",0.192,306139.998101011
"1994-01-20",0.139,123527.599329658
"1994-02-08",0.0956,107600.392523635
"1994-02-15",0.203,117802.612551456
"1994-02-16",0.512,247935.965855962
"1994-02-23",0.174,556718.265546912
"1994-03-01",0.082,305821.94328
"1994-03-02",0.221,377775.730094918
"1994-03-22",0.165,141509.929594522
"1994-03-28",0.195,166000.150812384
"1994-04-19",0.034,195407.988878189
"1994-04-25",0.091,331462.055004595
"1994-04-26",0.0165,174905.685800698
"1994-05-03",0.012,219041.908654867
"1994-05-10",0.0775,184618.59071927
"1994-06-01",0.069,189683.002099987
"1994-06-03",0.10975,156067.05409465
"1994-06-07",0.056,509939.741102803
"1994-06-14",0.0185,336599.863651699
"1994-06-21",0.096,1646031.56175481
"1994-06-28",0.08,304060.408886707
"1994-07-05",0.056,745398.171672941
"1994-07-07",0.56,511089.631609536
"1994-07-12",0.091,306384.655655635
"1994-07-20",0.0603333333333333,136494.44972473
"1994-07-26",0.163,147381.710905498
"1994-08-02",0.138,177719.247678874
"1994-08-03",0.14,158293.437841728
"1994-08-10",0.0665,792959.600291847
"1994-08-15",0.101,2560463.63791747
"1994-08-24",0.022,575189.910921024
"1994-08-29",0.0775,2993580.90686834
"1994-08-30",0.109,1768066.75000126
"1994-09-07",0.137,347707.316631629
"1994-09-12",0.163,563837.800386471
"1994-09-14",0.192,1078401.56927167
"1994-09-21",0.086,3069816.20088918
"1994-09-28",0.086,1166282.56289261
"1994-10-05",0.133,840741.220709914
"1994-10-10",0.168,338410.329555917
"1994-10-11",0.177,314458.354958227
"1994-10-19",0.219,258138.185883782
"1994-10-24",0.306,153033.300417312
"1994-10-25",0.1986,155675.602007251
"1994-11-01",0.229,776225.023555565
"1994-11-07",0.228,183615.494745312
"1994-11-21",0.076,1687574.41452996
"1994-11-22",0.0875,1207800.9499123
"1994-11-30",0.146,183150.645391526
"1994-12-05",0.466,384577.210113466
"1994-12-06",0.2255,463870.723567104
"1994-12-19",0.201,165486.369947674
"1994-12-21",0.434,2339880.38666847
"1995-01-03",0.259,351230.385418214
"1995-01-04",0.122,184545.193452883
"1995-01-17",0.1195,875702.785265683
"1995-01-25",0.1008,181217.850709997
"1995-01-31",0.248,190172.317209235
"1995-02-01",0.1592,180288.152002426
"1995-02-13",0.36,174979.083067085
"1995-02-15",0.2106,198613.002843763
"1995-02-22",0.261,405544.362544742
"1995-03-01",0.1678,209524.729779994
"1995-03-08",0.175,469742.50487808
"1995-03-13",0.2885,178012.836744422
"1995-03-15",0.1576,176642.754438528
"1995-03-29",0.1764,178135.165521734
"1995-04-10",0.3875,167394.698873741
"1995-04-12",0.2094,185646.152448691
"1995-04-24",0.311,178233.028543584
"1995-05-22",0.08,200350.071481594
"1995-05-24",0.0332,167443.630384666
"1995-06-05",0.016,166269.27412247
"1995-06-07",0.0084,172312.315721683
"1995-06-28",0.0398,1098243.29695167
"1995-07-05",0.041,382889.07298656
"1995-07-12",0.0432,379953.182331072
"1995-07-17",0.123,655388.657326771
"1995-07-19",0.0776,254957.63767367
"1995-07-26",0.085,1216510.75885692
"1995-08-03",0.042,4198250.24008145
"1995-08-09",0.0236,1154759.19206982
"1995-08-14",0.1,1335952.57702435
"1995-08-16",0.0482,906480.705637382
"1995-08-23",0.06,697420.825211174
"1995-08-29",0.058,1334337.83716383
"1995-08-30",0.0367142857142857,850821.111960422
"1995-09-06",0.0656,1994228.19349569
"1995-09-11",0.087,7847953.77694044
"1995-09-13",0.0522,2556622.51430988
"1995-09-20",0.069,801473.683192762
"1995-09-26",0.127,532179.112818125
"1995-09-27",0.089,370705.126766285
"1995-10-04",0.0924,2281162.57355871
"1995-10-09",0.103,1443479.5722816
"1995-10-11",0.0558,966177.148965639
"1995-10-18",0.0443333333333333,3564636.10511622
"1995-10-24",0.044,1356699.53765647
"1995-10-25",0.0634,853145.35872935
"1995-11-01",0.1298,358252.057235923
"1995-11-06",0.382,194453.824415155
"1995-11-08",0.2486,192105.111890765
"1995-11-15",0.324,172654.836298157
"1995-11-19",0.606,172165.521188909
"1996-01-02",0.478,128518.613443987
"1996-01-03",0.216,167419.164629203
"1996-01-10",0.3026,136714.641523891
"1996-01-16",0.3246,190735.02958487
"1996-01-29",0.371,53898.0592836672
"1996-02-07",0.1764,125974.174875898
"1996-02-12",0.131,151296.231779482
"1996-02-21",0.0668,119319.489390125
"1996-03-11",0.0414,278713.886227661
"1996-03-13",0.1414,396663.293311891
"1996-03-25",0.568,112542.47512704
"1996-04-03",0.1786,483345.464915174
"1996-04-08",0.1622,212240.42863632
"1996-04-10",0.1656,178771.275163757
"1996-04-17",0.1794,109826.776270714
"1996-04-22",0.274,117827.078306918
"1996-05-06",0.0954,142708.751612179
"1996-05-29",0.122,537879.633840864
"1996-06-03",0.2654,181438.042509158
"1996-06-05",0.2534,124408.366526304
"1996-06-12",0.1766,162844.068357734
"1996-06-18",0.198,192692.290021862
"1996-06-26",0.071,687732.386048064
"1996-07-01",0.0496,214784.86720441
"1996-07-10",0.091,715158.497921414
"1996-07-15",0.10375,1009799.5909551
"1996-07-16",0.0666,1216584.1561233
"1996-07-24",0.0416,180728.535600749
"1996-08-14",0.116,190001.056920998
"1996-09-09",0.05075,203261.496381619
"1996-09-18",0.0256,93972.9667310784
"1996-09-23",0.0194,153424.75250471
"1996-10-02",0.0162,169988.068952755
"1996-10-07",0.03925,166293.739877933
"1996-10-09",0.0774,531224.948355091
"1996-10-16",0.0744,185279.166116755
"1996-10-21",0.1188,197096.126005094
"1996-10-23",0.0914,150342.067316448
"1997-05-05",0.1816,205830.400705171
"1997-06-02",0.06,216619.79886409
"1997-06-16",0.157,1176068.86507757
"1997-06-30",0.0348,170379.521040154
"1997-07-14",0.037,460836.969889766
"1997-07-28",0.032,220436.456716224
"1997-08-11",0.0422,655706.712147782
"1997-08-25",0.12,637822.244904768
"1997-09-22",0.12,161571.84907369
"1997-10-06",0.073,171040.096437638
"1997-11-03",0.0804,148262.478102144
"1997-12-22",0.1982,203897.606023642
"1998-01-05",0.334,388026.881633664
"1998-01-20",0.1014,662385.863389018
"1998-02-02",0.1908,210723.551797651
"1998-02-17",0.234,2631047.3424265
"1998-03-02",0.18475,748505.322616666
"1998-03-16",0.478,382081.703056301
"1998-04-06",0.1024,416015.70588265
"1998-05-04",0.2076,185866.344247853
"1998-08-10",0.023,1719795.81447395
"1998-08-24",0.055,635253.340581216
"1998-09-21",0.522,903153.362894496
