"Date","FECSR78_PHOSPHATE_Ld_mg","FISHP_FLOW_cfd"
"2009-10-28",1433448.61254202,15413.425941312
"2009-11-18",705592.387535616,6850.411529472
"2009-12-23",5597764.84979712,31805.48210112
"2010-01-27",5103556.58945664,34252.05764736
"2010-02-24",4071101.70894336,31805.48210112
"2010-03-17",170032107.312587,594517.85773632
"2010-04-07",158462251.554419,663021.97303104
"2010-04-21",42120244.6040678,156580.83495936
"2010-05-12",13749754.5698688,48931.5109248
"2010-05-26",3306302.19318874,14190.138168192
"2010-06-30",7444929.38720832,41591.78428608
"2010-07-14",96240942.2624429,692380.87958592
"2010-07-28",7520773.22914176,70950.69084096
"2010-08-18",29486128.4832845,320501.39655744
"2010-09-15",159886158.52233,1118085.02463168
"2010-09-29",28001057.1267168,256890.4323552
"2010-10-27",1049580.90933696,16147.398605184
"2010-11-17",3339575.6206176,51378.08647104
"2010-12-13",251018.651044224,6605.753974848
"2011-01-05",1065483.65038752,16392.056159808
"2011-01-20",1109766.66777446,15413.425941312
"2011-02-03",6808819.74518592,56271.23756352
"2011-02-17",2798882.42489856,26912.33100864
"2011-03-16",812263.08135168,9786.30218496
"2011-04-20",620940.873635712,6605.753974848
"2011-05-18",65837.3479493184,562.7123756352
"2011-07-20",631901532.082867,538246.6201728
"2011-08-24",309349905.217678,1619633.01161088
"2011-09-07",109618817.349283,755991.84378816
"2011-09-21",23717103.3452506,320501.39655744
"2011-10-05",15171214.9622342,286249.33891008
"2011-10-19",104040625.103856,1284452.161776
"2011-11-02",101065589.239628,1000649.39841216
"2011-11-16",24475541.764585,401238.38958336
"2011-12-21",2329139.92002048,34252.05764736
"2012-01-18",652746.355736832,11254.247512704
"2012-02-22",581795.664895872,7095.069084096
"2012-03-21",271569.88563264,3669.86331936
"2012-06-20",111417.05037577,538.2466201728
"2012-07-11",62289813.4072704,232424.6768928
"2012-07-25",113919897.159573,457509.62714688
"2012-08-08",103519504.512507,420810.99395328
"2012-08-22",109450003.636593,1140104.20454784
"2012-09-05",769692666.847104,2691233.100864
"2012-09-20",429736101.545963,2441682.39514752
"2012-10-03",374582949.007075,2116287.8474976
"2012-10-17",242993883.252557,1869183.71732736
"2012-11-14",13306924.3959994,119882.20176576
"2012-12-05",2201917.991616,24465.7554624
"2013-01-09",3956112.65827008,51378.08647104
"2013-02-06",567605.52672768,9786.30218496
"2013-03-06",773607.187721088,8318.356857216
"2013-04-03",39047.3457179904,513.7808647104
"2013-05-08",9989857.27040717,21529.864806912
"2013-06-05",4942571.91851405,18104.659042176
"2013-06-19",1112318446.06919,1832485.08413376
"2013-07-10",1211054895.3888,3669863.31936
"2013-07-24",921918597.334157,5553726.4899648
"2013-08-07",398987540.080819,2642301.5899392
"2013-08-21",211070965.525217,1648991.91816576
"2013-09-04",183419768.701613,2037997.43001792
"2013-09-18",191588884.450508,1935241.25707584
"2013-10-07",161199969.590661,1135211.05345536
"2013-10-21",41562425.3795251,303375.36773376
"2013-11-04",13343623.029193,132115.07949696
"2013-12-02",1806551.38334362,17370.686378304
"2014-01-06",3434992.06692096,29358.90655488
"2014-02-03",13465951.806505,105202.74848832
"2014-03-03",5274816.87769344,26912.33100864
"2014-04-07",4208109.9395328,21040.549697664
"2014-04-21",4726783.95533568,34252.05764736
"2014-05-05",3733474.28356224,17126.02882368
"2014-06-09",2757535.2981671,12477.535285824
"2014-07-07",46582798.4004096,171260.2882368
"2014-07-21",187471297.806186,946824.73639488
"2014-08-04",68778131.7558989,614090.46210624
"2014-08-18",142801721.482936,1115638.44908544
"2014-09-08",29867794.2684979,274016.46117888
"2014-09-22",125193717.276647,1127871.32681664
"2014-10-06",246064335.563088,1822698.7819488
"2014-11-03",20534108.5595923,266676.73454016
"2014-12-01",59473804.9535482,535800.04462656
"2015-01-05",7095069.084096,70950.69084096
"2015-01-20",17683848.0482227,127221.92840448
"2015-02-02",4168964.73079296,58717.81310976
"2015-03-02",8014981.48948224,88076.71966464
"2015-04-06",2610496.10783808,26912.33100864
"2015-05-04",124958846.024208,555372.64899648
"2015-06-01",3474137.2756608,24465.7554624
"2015-07-06",58681114.4765664,501547.9869792
"2015-07-20",103049762.007629,792690.47698176
"2015-08-03",80003020.362048,800030.20362048
"2015-08-17",208389518.726538,2003745.37237056
"2015-08-31",432163104.487834,3131616.6991872
"2015-09-14",906138185.060909,6336630.6647616
"2015-09-28",405837951.610291,2838027.6336384
"2015-10-12",103783734.671501,1027561.7294208
"2015-10-26",53171426.3464339,516227.44025664
"2015-11-09",32700928.7510438,200619.19479168
"2015-11-23",41418077.422297,198172.61924544
"2015-12-07",263275994.530886,1247753.5285824
"2015-12-21",45291006.5119949,435490.44723072
"2016-01-04",20575700.3438784,141901.38168192
"2016-01-20",297992901.532032,3425205.764736
"2016-02-01",893097937.39945,8269425.3462912
"2016-02-15",144492305.185388,1587827.52950976
"2016-02-29",230369553.433958,2617835.8344768
"2016-03-14",42797946.0303763,359646.60529728
"2016-03-28",17106456.2193101,112542.47512704
"2016-04-11",7163573.19939072,58717.81310976
"2016-05-09",5186740.1580288,24465.7554624
"2016-05-23",301007082.605,890553.49883136
"2016-06-06",36258249.5952768,232424.6768928
"2016-06-20",437873411.812758,2392750.88422272
"2016-07-06",237968617.08058,1844717.96186496
"2016-07-18",125000437.808494,1179249.41328768
"2016-08-01",89348938.9486848,1015328.8516896
"2016-08-15",129668503.95072,1223287.77312
"2016-08-29",26168572.042583,233647.96466592
"2016-09-12",272514263.793489,2233723.47371712
"2016-09-26",133372619.327727,1374975.45698688
"2016-10-10",205277474.631721,2231276.89817088
"2016-10-24",37043600.3456198,359646.60529728
"2016-11-07",12212081.839057,81960.28079904
"2016-11-21",4891193.83204301,35964.660529728
"2016-12-19",1769681.48986178,10349.0145605952
"2017-01-04",1022668.57832832,6728.08275216
"2017-01-17",673713.508168109,4917.6168479424
"2017-02-13",133583.024824704,1027.5617294208
"2017-06-19",1149347366.96153,1705263.15572928
"2017-07-05",337928354.173308,1093619.26916928
"2017-07-17",94398670.8761242,518674.01580288
"2017-08-01",62235988.7452531,386558.93630592
"2017-08-14",517526571.871693,956611.03857984
"2017-08-28",77409650.2830336,685041.1529472
"2017-09-13",9752294784.86726,25199728.126272
"2017-09-25",1602604845.80905,4354904.4723072
"2017-10-09",576021746.606745,2642301.5899392
"2017-10-23",180733428.751841,1056920.63597568
"2017-11-06",205323959.5671,1543789.16967744
"2017-11-20",49807384.9703539,286249.33891008
"2017-12-18",23364796.466592,233647.96466592
"2018-01-02",6850411.529472,68504.11529472
"2018-01-16",6608934.52305811,55537.264899648
"2018-01-29",5228821.25742413,38166.578521344
"2018-02-12",14821110.0015673,93214.528311744
"2018-03-12",1161658.53511021,9761.8364294976
"2018-04-23",355193.837803123,2911.4249000256
"2018-05-21",36827812.3824415,164409.876707328
"2018-06-04",1450728775.62511,1631865.88934208
"2018-06-18",2308564219.6766,5211205.9134912
"2018-07-02",578957637.262233,2838027.6336384
"2018-07-16",195302786.1297,1103405.57135424
"2018-07-30",202194789.443459,2084482.36539648
"2018-08-13",156911122.658102,1235520.6508512
"2018-08-27",62886777.840553,528460.31798784
"2018-09-10",114147428.685373,792690.47698176
"2018-09-24",92994336.5125824,885660.34773888
"2018-10-08",19900445.4931162,142146.039236544
"2018-10-22",6737869.05434496,41591.78428608
"2018-11-05",1638618.4378497,10177.7542723584
"2018-11-19",720516.49836768,4648.493537856
"2018-12-03",98156.6109151488,831.8356857216
"2018-12-17",125338.065233875,1149.8905067328
"2019-01-02",2492350.97471015,16954.7685354432
"2019-01-14",1142942.23218148,5602.6580008896
"2019-01-28",11860998.2481715,58717.81310976
"2019-02-11",17368729.117867,113521.105345536
"2019-02-25",17905752.4502667,109851.242026176
"2019-03-11",5169858.78675974,45750.962714688
"2019-03-25",4643845.04431814,41836.441840704
"2019-04-08",2400702.254748,19205.618037984
"2019-04-22",6264212.0285929,42325.756949952
"2019-05-06",3265689.03912115,22997.810134656
"2019-05-20",1507775.57763679,12159.4804648128
"2019-06-17",53394064.7211418,166856.452253568
"2019-07-01",47554088.8922669,144103.299673536
"2019-07-15",45605636.1272413,199151.249463936
"2019-07-29",122426640.33385,440383.5983232
"2019-08-12",731256965.015674,3009287.9218752
"2019-08-26",483834780.024422,2519972.8126272
"2019-09-09",196352367.039037,1291791.88841472
"2019-09-23",27549908.5959901,194013.440816832
"2019-10-08",2934716.2992258,19181.1522825216
"2019-10-21",8496956.87209152,56271.23756352
"2019-11-04",4739506.14817613,40857.811622208
"2019-11-18",5713243.21557965,41102.469176832
"2019-12-02",1728652.41795133,18789.7001951232
"2019-12-16",587814.240739622,7168.4663504832
"2019-12-30",7365171.0244009,51867.401580288
"2020-01-13",3286484.93126419,32539.454764992
"2020-01-27",575434.568475648,6850.411529472
"2020-02-10",12416370.897168,85630.1441184
"2020-02-24",13242579.4591332,117190.968664896
"2020-03-09",2324246.768928,30582.194328
"2020-03-23",4110.2469176832,48.9315109248
"2020-06-15",631874619.751858,1083832.96698432
"2020-06-29",297699312.466483,826942.53462912
"2020-07-13",12344441.5761085,90767.952765504
"2020-07-27",29472916.9753348,219947.141606976
"2020-08-10",28478139.3582336,293589.0655488
"2020-08-24",57793007.5532813,455063.05160064
"2020-09-08",52601374.24416,611643.88656
"2020-09-21",324614090.050669,2302227.58901184
"2020-10-05",297112134.335386,3376274.2538112
"2020-10-19",117998338.595155,1113191.8735392
"2020-11-02",98734002.7440614,866087.74336896
"2020-11-16",90322676.0160883,716846.63504832
"2020-11-30",18701623.4754586,239764.40353152
"2020-12-14",19964056.4573184,332734.27428864
"2020-12-28",12095869.5006106,251997.28126272
"2021-01-11",5028202.06263245,89789.322547008
"2021-01-25",2468350.06860154,41836.441840704
"2021-02-08",1552107.52653466,25444.385680896
"2021-02-22",14002241.1662408,95905.761412608
"2021-03-08",2695514.60806992,23854.11157584
"2021-03-22",549818.922506515,5553.7264899648
"2021-04-05",270835.912968768,3009.2879218752
"2021-04-19",4332885.29239104,37677.263412096
"2021-05-03",25541514.7300817,95661.103857984
"2021-05-17",2445596.9160215,11988.220176576
"2021-06-01",398791.81403712,2446.57554624
"2021-06-14",1341359.50898154,8489.6171454528
"2021-06-28",2750807.21541494,24343.426685088
"2021-07-12",121780744.389642,447723.32496192
"2021-07-26",171260288.2368,489315.109248
"2021-08-09",244148666.910382,1130317.90236288
"2021-08-23",89189911.5381792,775564.44815808
"2021-09-07",48395710.8801734,320501.39655744
"2021-09-20",63121649.092992,526013.7424416
"2021-10-04",276927886.078906,1678350.82472064
"2021-10-18",119691368.873153,981076.79404224
"2021-11-01",38929910.0917709,286249.33891008
"2021-11-15",42210767.8992787,521120.59134912
"2021-11-29",11700502.8923382,191811.522825216
"2021-12-13",5958390.0853129,72663.293723328
"2021-12-27",3781427.16426854,41102.469176832
"2022-01-10",1734181.67868584,20893.7551648896
"2022-01-24",3878556.21345427,46729.592933184
"2022-02-07",1814674.01415713,21603.2620732992
"2022-02-21",1178001.6597591,13235.9737051584
"2022-03-07",492348.862925338,4208.1099395328
"2022-03-21",524056.482004608,5137.808647104
"2022-04-04",67501.0193207616,758.4384193344
"2022-04-18",43157.5926356736,513.7808647104
"2022-06-13",28760718.8338243,112787.132681664
"2022-06-27",116447209.698839,398791.81403712
"2022-07-11",38029570.2907546,113521.105345536
"2022-07-25",86980653.8199245,494208.26034048
"2022-08-08",5288273.04319776,32050.139655744
"2022-08-22",7444929.38720832,41591.78428608
"2022-09-06",317438283.973548,973737.06740352
"2022-09-19",629136901.715616,3400740.0092736
"2022-10-03",1843445742.58092,7315260.8832576
"2022-10-17",438641636.534277,1428800.11900416
"2022-10-31",87988642.9449754,594517.85773632
"2022-11-14",83636185.0482144,526013.7424416
"2022-11-28",60890372.1948211,499101.41143296
"2022-12-12",18438371.9466831,222149.059598592
"2022-12-27",10627924.1728666,177132.069547776
"2023-01-09",8870304.30044774,100798.912505088
"2023-01-23",3937274.02656403,51133.428916416
"2023-02-06",3008798.60676595,34986.030311232
"2023-02-20",1342509.39948828,14752.8505438272
"2023-03-06",477180.09453865,5186.7401580288
"2023-03-20",114352.941031258,1394.5480613568
