"Date","CULV10A_NITRATE_NITRITE_N_Ld_mg","L8.441_FLOW_cfd"
"2004-01-05",314066902.870829,951717.88748736
"2004-01-20",290359585.827763,841621.98790656
"2004-02-02",120028996.298534,545586.34681152
"2004-02-17",331432696.09804,1042241.18269824
"2004-03-01",316449867.452866,919912.40538624
"2004-03-15",281669349.487519,802476.77916672
"2004-04-05",93508117.3772928,445276.74941568
"2004-04-19",225623196.874253,518674.01580288
"2004-05-03",96825673.8179942,237317.82798528
"2004-05-17",120841259.379886,359646.60529728
"2004-06-07",22146401.8445645,178600.01487552
"2004-06-21",17223891.8455296,107649.32403456
"2004-07-12",15244612.2286214,227531.52580032
"2004-07-26",10393052.9204275,58717.81310976
"2004-08-09",-45447587.3469542,-264230.15899392
"2004-08-23",-48442195.815552,-269123.3100864
"2004-09-13",-27391859.815703,-760884.99488064
"2004-10-04",-15892954.748375,-567605.52672768
"2004-10-18",-4462553.79634176,-3914.520873984
"2004-11-01",737319579.219256,851408.29009152
"2004-11-15",305078184.313943,349860.30311232
"2004-12-06",1110048023.96228,1259986.4063136
"2004-12-20",854344180.747008,949271.31194112
"2005-01-03",738278636.833382,900339.80101632
"2005-01-18",68376893.3663155,83183.56857216
"2005-01-31",706394864.314783,944378.16084864
"2005-02-14",177562666.843914,462402.77823936
"2005-02-28",97224465.6320314,119882.20176576
"2005-03-14",713788415.61552,917465.82984
"2005-04-04",785238207.867913,1025115.15387456
"2005-04-18",667915124.12352,890553.49883136
"2005-05-02",493988068.541318,746205.5416032
"2005-05-16",485346763.711999,785350.75034304
"2005-06-13",-80629343.7018854,-188386.31706048
"2005-06-27",-127322238.001876,-203065.77033792
"2005-07-11",55598429.288304,247104.13017024
"2005-07-25",480473185.223889,1127871.32681664
"2005-08-22",41396058.2423808,919912.40538624
"2005-09-06",18554828.9426842,78290.41747968
"2005-09-20",198478441.18872,721739.7861408
"2005-10-03",259782284.650856,848961.71454528
"2005-10-17",4656322.57960397,19083.289260672
"2005-11-01",1860180.3193172,2152.9864806912
"2005-11-14",164679000.017414,621430.18874496
"2005-12-05",263782435.668958,609197.31101376
"2005-12-19",541011250.540051,990863.0962272
"2006-01-09",545645064.62463,1037348.03160576
"2006-01-23",299367876.989019,472189.08042432
"2006-02-06",-141338669.306285,-129668.50395072
"2006-02-21",599587162.268129,1037348.03160576
"2006-03-06",596685523.670289,963950.76521856
"2006-03-20",399780230.557801,653235.67084608
"2006-04-03",392511454.609922,702167.18177088
"2006-04-17",336815162.299768,663021.97303104
"2006-05-08",141558861.105446,538246.6201728
"2006-05-22",200550690.676385,396345.23849088
"2006-06-05",167284602.97416,305821.94328
"2006-06-19",144465392.85438,296035.64109504
"2006-07-05",-13896549.1026432,-39145.20873984
"2006-07-17",-12056724.2918707,-39145.20873984
"2006-10-09",-115243494.530089,-900339.80101632
"2006-10-23",193719.851751283,1810.4659042176
"2006-11-14",524790.45466848,2691.233100864
"2006-11-27",-1797743.71137715,-5382.466201728
"2006-12-04",-691010.797280026,-2250.8495025408
"2006-12-18",-120601494.976355,-239764.40353152
"2007-01-08",-70703586.7107898,-604304.15992128
"2007-01-22",542552.593134182,2055.1234588416
"2007-02-12",-655070.60250576,-1834.93165968
"2007-02-26",-610151.475476793,-1247.7535285824
"2007-03-12",-925050.214033344,-2324.246768928
"2007-03-26",-13184595.6186874,-41591.78428608
"2007-04-23",6693830.69451264,58717.81310976
"2007-05-07",1348552.44108749,25444.385680896
"2007-07-09",-104395378.558061,-1228180.92421248
"2007-07-17",-58717813.10976,-489315.109248
"2007-07-23",-141737461.120322,-902786.37656256
"2007-07-31",-106357532.146145,-699720.60622464
"2007-08-06",-153057766.172774,-1330937.09715456
"2007-08-14",-130940723.234765,-1636759.04043456
"2007-08-20",-114614724.614705,-1450819.29892032
"2007-08-28",-309403729.879695,-1017775.42723584
"2007-09-04",-68396465.9706854,-589624.70664384
"2007-09-10",-58292108.9647142,-511334.28916416
"2007-09-18",-47998142.3539094,-1103405.57135424
"2007-09-24",-147163965.681882,-1617186.43606464
"2007-10-02",-709433511.143213,-2617835.8344768
"2007-10-08",-210393264.098909,-2312013.8911968
"2007-10-22",-879627092.441852,-2060016.60993408
"2007-11-13",-101899871.500896,-2037997.43001792
"2007-11-26",-95734501.1243712,-85630.1441184
"2007-12-05",-9644645.4608327,-19327.946815296
"2007-12-19",-98308298.5990157,-271569.88563264
"2008-01-02",-15775519.1221555,-39145.20873984
"2008-01-16",-13644551.8213805,-26912.33100864
"2008-02-06",-4634792.71479706,-15658.083495936
"2008-02-20",-143379113.311849,-1575594.65177856
"2008-03-05",-115453900.027066,-1480178.2054752
"2008-03-19",-115453900.027066,-1480178.2054752
"2008-04-02",-77546658.513623,-1384761.75917184
"2008-04-16",-65132734.1920013,-1277112.43513728
"2008-05-28",-3428141.65539149,-15168.768386688
"2008-06-25",-66625145.2752077,-900339.80101632
"2008-07-16",-592132446.578736,-1127871.32681664
"2008-07-30",-427216128.733336,-1600060.40724096
"2008-08-13",-147543184.891549,-1294238.46396096
"2008-08-28",-816764780.356762,-2544438.5680896
"2008-09-10",-109704447.493402,-288695.91445632
"2008-09-24",255897122.683427,589624.70664384
"2008-10-08",-47718009.453865,-518674.01580288
"2008-10-22",156292139.044904,462402.77823936
"2008-11-05",183248508.413376,428150.720592
"2008-11-19",375206825.771366,868534.3189152
"2008-12-03",395214920.588517,800030.20362048
"2008-12-17",402412745.845555,782904.1747968
"2009-01-07",414180774.22297,807369.9302592
"2009-01-21",327645397.152461,587178.1310976
"2009-02-04",346219798.699515,650789.09529984
"2009-02-18",202918975.805146,538246.6201728
"2009-03-11",164703465.772877,374326.05857472
"2009-03-25",5827742.95114368,14679.45327744
"2009-04-08",58013199.3524429,127221.92840448
"2009-04-22",-62204183.263152,-276463.03672512
"2009-05-06",2288037.45084365,6850.411529472
"2009-05-20",-7124427.99065088,-31805.48210112
"2009-06-03",-151051574.224858,-239764.40353152
"2009-06-17",-76230400.8697459,-1411674.09018048
"2009-07-08",-127292879.095321,-601857.58437504
"2009-07-22",31707619.0792704,234871.25243904
"2009-08-12",3767726.3412096,171260.2882368
"2009-08-26",62828060.0274432,587178.1310976
"2009-09-09",93388235.175527,325394.54764992
"2009-09-23",168434493.480893,599411.0088288
"2009-10-14",16230582.1737562,523567.16689536
"2009-10-28",183419768.701613,719293.21059456
"2009-11-04",141700762.487128,719293.21059456
"2009-11-18",229085101.272182,746205.5416032
"2009-12-09",151998398.961252,433043.87168448
"2009-12-23",96708238.1917747,264230.15899392
"2010-01-13",81441606.7832371,185939.74151424
"2010-01-27",104561745.695205,249550.70571648
"2010-02-10",73147715.6814835,161473.98605184
"2010-02-24",203237030.626157,477082.2315168
"2010-03-03",280866872.708352,685041.1529472
"2010-03-17",61712421.5783578,58717.81310976
"2010-04-07",337348515.768849,839175.41236032
"2010-04-21",506587932.604454,993309.67177344
"2010-05-12",329015479.458355,1003095.9739584
"2010-05-26",263452147.970216,961504.18967232
"2010-06-16",23129925.214153,797583.62807424
"2010-06-30",14385864.2118912,719293.21059456
"2010-07-14",11978433.874391,704613.75731712
"2010-07-28",7021671.8177088,702167.18177088
"2010-08-04",14070255.9664262,521120.59134912
"2010-08-18",8257192.46856,550479.497904
"2010-09-15",59334350.1474125,420810.99395328
"2010-09-29",-39145208.73984,-305821.94328
"2010-10-13",55865106.0228442,570052.10227392
"2010-10-27",29691640.8291686,401238.38958336
"2010-11-03",2289994.71128064,31805.48210112
"2010-11-17",165672309.689188,557819.22454272
"2010-12-01",183522524.874555,557819.22454272
"2010-12-13",283881053.78132,724186.36168704
"2011-01-05",140993702.154265,349860.30311232
"2011-01-20",116633149.440353,288695.91445632
"2011-02-03",129130257.330547,342520.5764736
"2011-02-17",133286989.183609,384112.36075968
"2011-03-02",71276085.3886099,286249.33891008
"2011-03-16",99355432.9328064,320501.39655744
"2011-04-06",39722600.5687526,100309.59739584
"2011-04-20",19494313.9524403,203065.77033792
"2011-05-04",12056724.2918707,215298.64806912
"2011-05-18",7731178.7261184,97863.0218496
"2011-06-08",1206161.74429632,70950.69084096
"2011-06-22",506441.13807168,56271.23756352
"2011-07-06",-13079392.870199,-132115.07949696
"2011-07-20",-36894359.2372992,-318054.8210112
"2011-08-10",-17028165.8018304,-195726.0436992
"2011-08-24",-543022335.63906,-707060.33286336
"2011-09-07",-99306501.4218816,-403684.9651296
"2011-09-21",-34056331.6036608,-212852.07252288
"2011-10-05",-7643102.00645376,-107649.32403456
"2011-10-19",-163034901.250341,-349860.30311232
"2011-11-02",-312545132.881068,-716846.63504832
"2011-11-16",-9150192.5429376,-53824.66201728
"2011-12-07",138896986.911137,406131.54067584
"2011-12-21",210659940.833449,560265.80008896
"2012-01-04",246269847.908972,653235.67084608
"2012-01-18",260780487.473722,623876.7642912
"2012-02-08",-29858007.966313,-88076.71966464
"2012-02-22",135990455.162204,472189.08042432
"2012-03-07",156377769.189022,393898.66294464
"2012-03-21",60978448.9144858,163920.56159808
"2012-04-04",15618938.2871962,68504.11529472
"2012-04-18",40368496.51296,146794.5327744
"2012-05-02",-70608170.2644864,-95416.44630336
"2012-05-16",-103147625.029478,-1289345.31286848
"2012-06-06",-85515155.0677267,-1401887.78799552
"2012-06-20",-60371698.1790182,-973737.06740352
"2012-07-11",-85703541.3847872,-758438.4193344
"2012-07-25",-112495990.191661,-961504.18967232
"2012-08-08",-149497998.752995,-1235520.6508512
"2012-08-22",-179960310.879229,-1267326.13295232
"2012-09-05",-753892681.969486,-2334033.07111296
"2012-09-20",-139645639.028287,-154134.25941312
"2012-10-03",118242996.149779,330287.6987424
"2012-10-17",102736600.33771,567605.52672768
"2012-11-14",188065815.663923,535800.04462656
"2012-11-28",234350131.847691,638556.21756864
"2012-12-05",392227651.846558,1034901.45605952
"2012-12-19",255755221.301745,714400.05950208
"2013-01-09",393365309.47556,932145.28311744
"2013-01-23",437330272.041492,959057.61412608
"2013-02-06",376733488.91222,939485.00975616
"2013-02-21",406953590.059377,900339.80101632
"2013-03-06",442076628.601198,973737.06740352
"2013-03-20",242299055.797425,616537.03765248
"2013-04-03",176349165.372979,665468.54857728
"2013-04-17",263165898.631306,741312.39051072
"2013-05-22",-865498118.662316,-237317.82798528
"2013-06-05",-33014090.4209626,-190832.89260672
"2013-06-19",-15305776.6172774,-166367.13714432
"2013-07-10",-28531964.0202509,-41591.78428608
"2013-07-24",-14268428.5856717,-44038.35983232
"2013-08-07",93412700.9309894,1049580.90933696
"2013-08-21",55547051.201833,1262432.98185984
"2013-09-04",37501109.9727667,1171909.68664896
"2013-09-18",15853809.5396352,352306.87865856
"2013-10-07",64555342.3630886,817156.23244416
"2013-10-21",7860847.23006912,1122978.17572416
"2013-11-04",156617533.592554,1010435.70059712
"2013-11-18",197683304.136192,978630.218496
"2013-12-02",260560295.67456,917465.82984
"2013-12-16",206121543.195174,814709.65689792
"2014-01-06",263036230.127355,738865.81496448
"2014-01-21",258456240.704794,680148.00185472
"2014-02-03",99741991.8691123,508887.71361792
"2014-02-17",172630370.542694,587178.1310976
"2014-03-03",204330649.895326,702167.18177088
"2014-03-17",170193581.298639,457509.62714688
"2014-04-07",96094147.7296685,530906.89353408
"2014-04-21",232522539.91465,528460.31798784
"2014-05-05",-234626594.884416,-856301.441184
"2014-05-19",-232894419.397678,-797583.62807424
"2014-06-09",-210158392.84647,-1005542.54950464
"2014-06-23",-2132777766.67926,-1225734.34866624
"2014-07-07",-387498421.315676,-1274665.85959104
"2014-07-21",7200271.83258432,266676.73454016
"2014-08-18",5079090.83399424,846515.13899904
"2014-09-08",82679574.0096346,677701.42630848
"2014-09-22",275239.748952,3669.86331936
"2014-10-06",29358906.55488,122328.777312
"2014-10-20",169855953.873258,650789.09529984
"2014-11-03",17196979.514521,242210.97907776
"2014-11-17",112689269.659814,479528.80706304
"2014-12-01",129350449.129709,415917.8428608
"2014-12-15",209534516.082179,572498.67782016
"2014-12-30",196675315.011141,851408.29009152
"2015-01-05",265179430.305861,839175.41236032
"2015-01-06",291974325.688282,858748.01673024
"2015-01-12",288231065.102534,807369.9302592
"2015-01-20",382473155.143699,944378.16084864
"2015-01-27",473243554.484749,1044687.75824448
"2015-02-03",366068866.10616,917465.82984
"2015-02-10",300928792.18752,733972.663872
"2015-02-16",398302498.927872,905232.9521088
"2015-02-17",402642723.946902,902786.37656256
"2015-02-24",383574114.139507,983523.36958848
"2015-03-02",168373329.092237,543139.77126528
"2015-03-03",220436456.716224,648342.5197536
"2015-03-10",235874348.412998,760884.99488064
"2015-03-16",259185320.217573,787797.32588928
"2015-03-17",313411220.624436,927252.13202496
"2015-03-24",270410208.823722,826942.53462912
"2015-03-31",297762923.430685,738865.81496448
"2015-04-06",183639960.500774,660575.3974848
"2015-04-07",195060575.150623,645895.94420736
"2015-04-20",104503027.882095,552926.07345024
"2015-05-04",229875345.173618,533353.46908032
"2015-05-18",141343562.457377,494208.26034048
"2015-06-01",38041803.1684858,178600.01487552
"2015-06-15",-12594970.9120435,-63610.96420224
"2015-07-06",-118169598.883392,-675254.85076224
"2015-07-20",-87763557.9947213,-371879.48302848
"2015-08-03",-208379732.424353,-486868.53370176
"2015-08-17",-4521271.60945152,-26912.33100864
"2015-08-31",-44270784.5092128,-114989.05067328
"2015-09-14",17199426.0900672,464849.3537856
"2015-09-28",32948032.8812141,491761.68479424
"2015-10-12",43216310.4487834,900339.80101632
"2015-10-26",139151430.767946,577391.82891264
"2015-11-09",118815494.827599,521120.59134912
"2015-11-23",166533504.281464,582284.98000512
"2015-12-07",149373223.400137,435490.44723072
"2015-12-21",121200905.985183,359646.60529728
"2016-01-04",198975096.024607,540693.19571904
"2016-01-20",218430264.768307,606750.73546752
"2016-02-01",51335026.7414262,7829.041747968
"2016-02-15",33028769.87424,110095.8995808
"2016-02-29",10647496.7772365,39145.20873984
"2016-03-14",200550690.676385,484421.95815552
"2016-03-28",216541508.44661,496654.83588672
"2016-04-11",216110911.150472,499101.41143296
"2016-04-25",209661738.010583,503994.56252544
"2016-05-09",126497742.042793,687487.72849344
"2016-05-23",94080616.055113,540693.19571904
"2016-06-06",35387268.7008154,552926.07345024
"2016-06-20",26334939.1797274,572498.67782016
"2016-07-06",6799033.44300096,971290.49185728
"2016-07-18",56104870.4263757,890553.49883136
"2016-08-01",26545344.676704,856301.441184
"2016-08-15",15535754.718624,310715.09437248
"2016-08-29",1571190.81579533,6361.096420224
"2016-09-12",67775035.7819405,594517.85773632
"2016-09-26",27670769.4279744,354753.4542048
"2016-10-10",-11910419.0742056,-9884.1652068096
"2016-10-24",171947775.965293,418364.41840704
"2016-11-07",252975911.481216,672808.275216
"2016-11-21",243561488.779284,596964.43328256
"2016-12-05",130977421.867958,315608.24546496
"2016-12-19",360111454.651066,878320.62110016
"2017-01-04",282762968.756688,844068.5634528
"2017-01-17",266872460.583859,660575.3974848
"2017-01-30",58989382.9953926,125509.325522112
"2017-02-13",242761458.575664,550479.497904
"2017-02-27",209505157.175624,469742.50487808
"2017-03-14",94281479.9074593,235115.909993664
"2017-03-27",185841878.49239,440383.5983232
"2017-04-10",-12076786.2113499,-27890.961227136
"2017-04-24",-71317677.172896,-269123.3100864
"2017-05-08",-10201975.3702662,-63366.306647616
"2017-05-22",-53682760.6355981,-259337.00790144
"2017-06-05",-128136947.658774,-993309.67177344
"2017-06-19",-265548863.213343,-853854.86563776
"2017-07-05",-134033194.725212,-1252646.67967488
"2017-07-17",-30464758.7017805,-692380.87958592
"2017-08-01",-46944891.5812531,-601857.58437504
"2017-08-14",1109766.66777446,92480.555647872
"2017-08-28",-18838631.706048,-376772.63412096
"2017-09-13",-2448630669.69884,-3205013.9655744
"2017-09-25",-5438003.46662765,-58473.155555136
"2017-10-09",-218356867.50192,-623876.7642912
"2017-10-23",7549153.50547814,65078.909529984
"2018-04-09",320364388.326851,606750.73546752
"2018-05-07",159360144.779889,288695.91445632
"2018-06-04",-31027471.0774157,-1825145.35749504
"2018-06-18",-1785021.5185367,-111563.844908544
"2018-07-02",-1206455.33336187,-2250.8495025408
"2018-07-16",4676580.22512684,4991.0141143296
"2018-07-30",-2990938.6052784,-3987.9181403712
"2018-08-27",-6988520.71905725,-10055.4254950464
"2018-09-10",-10668048.0118249,-24245.5636632384
"2018-09-24",2515838.09995405,3694.3290748224
"2018-10-08",-400749.074474112,-513.7808647104
"2018-11-05",61839643.5067622,347413.72756608
"2018-11-19",126759525.626241,481975.38260928
"2018-12-03",185469999.009362,503994.56252544
"2018-12-17",109606584.471552,391452.0873984
"2019-01-02",98176183.5195187,322947.97210368
"2019-01-14",58545084.8761955,196460.016363072
"2019-01-28",-1758627861.54387,-1191482.29101888
"2019-02-11",49818394.560312,132849.052160832
"2019-02-25",27209834.5950628,80981.650580544
"2019-03-11",98278939.6924608,251997.28126272
"2019-03-25",-33815588.5699108,-76333.157042688
"2019-04-08",-84729804.3173837,-254443.85680896
"2019-04-22",-3069473.6803127,-4991.0141143296
"2019-05-06",-10569499.9488223,-23805.1800649152
"2019-05-20",-7478300.67765903,-9394.8500975616
"2019-06-03",92578.4186697216,4208.1099395328
"2019-06-17",-29186667.6364247,-114010.420454784
"2019-07-01",-13043183.5521147,-116456.996001024
"2019-07-15",-12257098.8291078,-103000.830496704
"2019-07-29",-6883440.29934624,-80981.650580544
"2019-08-12",-11860998.2481715,-247104.13017024
"2019-08-26",-12125228.4071654,-433043.87168448
"2019-09-09",106059.049929504,1247.7535285824
"2019-09-23",198427063.102249,362093.18084352
"2019-10-07",139975926.727029,398791.81403712
"2019-10-21",19725515.34156,52601.37424416
"2019-11-04",94843947.6255398,222638.37470784
"2019-11-18",-10500457.5869075,-40857.811622208
"2019-12-02",187459064.928455,472189.08042432
"2019-12-16",-36201489.042604,-66546.854857728
"2020-01-13",-38712654.1832648,-84896.171454528
"2020-01-27",38396556.6226906,72173.97861408
"2020-02-10",151976379.781336,308268.51882624
"2020-02-24",135710811.577269,316342.218128832
"2020-03-09",107853857.750226,231446.046674304
"2020-03-23",127473656.562433,294396.435479059
"2020-04-06",69617307.1682592,256890.4323552
"2020-04-20",20409333.2067341,52601.37424416
"2020-05-04",14735724.5150035,46484.93537856
"2020-05-18",-15676677.4700874,-47218.908042432
"2020-06-01",-1294727.77907021,-10275.617294208
"2020-06-15",-14378524.4852525,-159761.383169472
"2020-06-29",24947730.8450093,251997.28126272
"2020-07-13",-18496111.1295744,-220191.7991616
"2020-09-08",-322392599.454683,-1030008.30496704
"2020-09-21",-167854655.076434,-626323.33983744
"2020-10-05",-44991790.3226897,-102022.200278208
"2021-01-06",-12265833.1038079,-9370.3843420992
"2021-03-22",456589714.741494,1056920.63597568
"2021-04-05",283959344.198799,763331.57042688
"2021-04-19",4012873.21094285,34007.400092736
"2021-05-03",5043370.83101914,229244.128682688
"2021-05-17",27700128.3345293,162941.931379584
"2021-06-01",21466253.8427098,130891.79172384
"2021-06-14",17251293.4916475,221170.429380096
"2021-06-28",16310095.879009,48686.853370176
"2021-07-12",1976833.04136192,123552.06508512
"2021-07-26",-6094419.68568384,-64834.25197536
"2021-08-09",-11739892.7586326,-279521.25615792
"2021-08-23",4276614.05482752,112542.47512704
"2021-09-20",-153821097.743201,-663021.97303104
"2021-10-18",-6674258.09014272,-303375.36773376
"2021-11-01",-15721939.1176929,-43793.702277696
"2022-01-10",87186166.1658086,369432.90748224
"2022-01-24",31520456.049983,100064.939841216
"2022-02-07",7578439.01476664,23462.6594884416
"2022-02-21",142823740.662852,447723.32496192
"2022-03-07",210542505.207229,606750.73546752
"2022-03-21",129179188.841472,391452.0873984
"2022-04-04",1478220.94503821,3890.0551185216
"2022-04-18",9973465.21424736,37921.92096672
"2022-05-02",-4296798.303084,-15291.097164
"2022-05-16",51270437.1470054,413471.26731456
"2022-05-19",26961262.5195648,354753.4542048
"2022-05-23",24947730.8450093,125998.64063136
"2022-05-31",17009816.4852336,125998.64063136
"2022-06-13",-2378071.43094528,-88076.71966464
"2022-06-15",23261061.6634314,167345.767362816
"2022-06-16",68418485.1506016,291142.49000256
"2022-06-27",18210595.7633282,141167.409018048
"2022-07-11",1223287.77312,244657.554624
"2022-07-25",13534211.2642451,126487.955740608
"2022-08-08",15200573.8687891,266676.73454016
"2022-08-22",36375685.2214963,433043.87168448
"2022-09-06",25478637.7385434,310715.09437248
"2022-09-19",-137360537.468099,-430597.29613824
"2022-10-03",-70182466.1194406,-1671011.09808192
"2022-10-31",-1709275.53962511,-10422.4118269824
"2022-11-14",-214320.017850624,-293.5890655488
"2022-11-28",-15787751.9998867,-33028.76987424
"2022-12-12",60723026.4274583,126243.298185984
"2022-12-27",-2342840.74307942,-4110.2469176832
"2023-01-09",7086946.45328248,14826.2478102144
"2023-01-23",148653930.189542,303375.36773376
"2023-02-06",24358106.1383654,46484.93537856
"2023-02-20",346195332.944052,680148.00185472
"2023-03-06",496087230.359992,1135211.05345536
"2023-03-20",442830173.86944,885660.34773888
"2023-04-03",224336298.136931,621430.18874496
"2023-04-17",31364853.8452422,69238.087958592
