"Date","S72_PHOSPHATE, TOTAL AS P_mg/L","S72_S_FLOW_cfs"
"2004-09-16",0.365,316024.163307821
"2004-09-23",0.2745,1270580.07842882
"2004-09-30",0.406,2438795.43600296
"2004-10-04",0.311,1406732.00757708
"2004-10-07",0.324,935472.625860327
"2004-10-14",0.1945,526894.509638246
"2004-10-18",0.123,303620.025288384
"2004-10-19",0.137,353261.043121594
"2004-10-27",0.1405,346875.480945907
"2004-11-03",0.1115,272842.104916685
"2004-11-15",0.085,173975.987093126
"2005-02-28",0.097,503138.261084256
"2005-03-03",0.155,149852.7522072
"2005-03-09",0.167,27059.1255414144
"2005-03-14",0.166,173682.398027578
"2005-03-17",0.128,650617.835011603
"2005-03-24",0.2405,271716.680165414
"2005-03-29",0.1745,316195.423596058
"2005-04-14",0.1285,283142.187966355
"2005-04-18",0.117,3547.534542048
"2005-05-05",0.1375,305087.970616128
"2005-06-01",0.145,1291449.36783825
"2005-06-08",0.461666666666667,1023769.53732413
"2005-06-15",0.4085,279398.927380608
"2005-06-29",0.301,407036.773627949
"2005-07-07",0.17375,284389.941494938
"2005-07-11",0.234,533133.277281158
"2005-07-14",0.2775,63146.1148484544
"2005-07-21",0.298,56295.7033189824
"2005-08-08",0.22,285515.366246208
"2005-08-10",0.2535,864057.085665581
"2005-08-15",0.279,324905.232540672
"2005-10-31",0.336,270762.515702381
"2005-11-01",0.294,261171.93956112
"2005-11-10",0.287,244608.623113075
"2005-12-05",0.121,274040.926934342
"2005-12-06",0.086,279521.25615792
"2006-02-06",0.22,311106.546459878
"2006-02-21",0.274,18789.7001951232
"2006-08-31",0.4215,1549807.74552119
"2006-09-06",0.605,254199.199254336
"2006-09-11",0.737,545439.552278746
"2006-09-14",0.6475,102707.241431155
"2006-09-20",0.388,317394.245613715
"2006-12-28",0.05125,313479.724739731
"2007-07-09",0.252,85018.50023184
"2007-07-12",0.512,56002.1142534336
"2007-07-23",0.376,222295.854131366
"2007-08-02",0.4245,56809.4841836928
"2007-08-09",0.2535,196093.030031136
"2007-08-15",0.3185,227971.909398643
"2007-08-22",0.272,114670.995852269
"2007-09-06",0.315,114548.667074957
"2007-09-12",0.283,155357.54718624
"2008-03-26",0.1695,7339.72663872
"2008-04-09",0.152,375989.729946163
"2008-06-26",0.1665,221464.018445645
"2008-07-02",0.237,455576.83246535
"2008-07-09",0.6325,128763.270998611
"2008-07-16",0.371,1599155.17428885
"2008-07-17",0.2835,871176.620505139
"2008-07-24",0.253,1316771.42474183
"2008-07-29",0.232,1088579.32354403
"2008-07-30",0.167,1140348.86210246
"2008-08-07",0.232,329113.342480205
"2008-08-13",0.1465,272695.31038391
"2008-08-21",0.376,3647697.34491107
"2008-08-28",0.429,2155115.00141643
"2008-08-29",0.4265,2114991.16245809
"2008-09-04",0.348,633809.861008934
"2008-09-10",0.283,379317.07268905
"2008-09-11",0.2805,343230.08338201
"2008-09-18",0.227,229586.649259162
"2008-09-24",0.256,206123.98977072
"2008-10-02",0.237,138720.833471808
"2008-10-15",0.2035,165388.506925824
"2008-10-22",0.095,68406.2522728704
"2008-10-23",0.103,253098.240258528
"2008-10-29",0.0705,120958.695006106
"2008-11-05",0.051,243874.650449203
"2009-05-28",0.1025,388956.580341235
"2009-06-04",0.3745,678386.467461427
"2009-06-17",0.531,272621.913117523
"2009-06-25",0.325,954.1644630336
"2009-06-30",0.2825,628941.175671917
"2009-07-09",0.37,423893.679141542
"2009-08-26",0.248,322507.588505357
"2009-09-03",0.222,579300.157838707
"2009-10-08",0.205,1883.8631706048
"2009-12-23",0.115,154745.90329968
"2009-12-24",0.1225,18080.1932867136
"2010-03-17",0.227,346532.960369434
"2010-03-18",0.1855,278395.83140665
"2010-03-25",0.1095,173804.72680489
"2010-04-01",0.392,614041.530595315
"2010-04-08",0.264,189878.728143686
"2010-04-21",0.205,76210.828265376
"2010-04-22",0.19,151296.231779482
"2010-06-03",0.2405,245587.253331571
"2010-06-09",0.205,44258.5516314816
"2010-07-08",0.305,702999.017456602
"2010-07-14",0.263,166146.945345158
"2010-07-15",0.2825,92431.6241369472
"2010-07-22",0.218,45677.5654483008
"2010-08-04",0.108,291680.736622733
"2010-08-05",0.0985,342129.124386202
"2010-08-12",0.0875,176177.905084742
"2010-08-18",0.081,128812.202509536
"2010-08-19",0.0865,125656.120054886
"2010-08-25",0.1555,179578.645094016
"2010-09-02",0.221,611.64388656
"2010-09-09",0.1835,52943.8948206336
"2010-09-29",0.112,201157.441411853
"2011-07-20",0.277,391158.498332851
"2011-07-21",0.153,379194.743911738
"2011-08-11",0.0955,269.1233100864
"2011-08-18",0.194,319449.369072557
"2011-08-24",0.543,212436.154680019
"2011-09-07",0.231,299436.381104314
"2011-09-08",0.2285,338214.603512218
"2011-10-13",0.439,298677.942684979
"2011-10-19",0.163,1250958.54254797
"2011-10-20",0.217,869439.551867309
"2011-10-27",0.1805,371414.633674694
"2011-11-02",0.447,561586.95088393
"2011-11-03",0.3095,366937.400425075
"2011-11-09",0.36,180630.672578899
"2011-11-16",0.409,132212.94251881
"2011-11-23",0.404,62632.333983744
"2011-12-08",0.1895,86021.5962057984
"2011-12-14",0.101,185205.768850368
"2011-12-21",0.081,95343.0490369728
"2011-12-22",0.0805,39830.2498927872
"2011-12-29",0.083,93092.199534432
"2012-01-18",0.074,120836.366228794
"2012-05-10",0.074,88272.4457083392
"2012-06-27",0.168,642030.354844301
"2012-07-05",0.16,254982.103429133
"2012-07-12",0.116,143540.587297901
"2012-07-19",0.143,236314.732011322
"2012-07-26",0.3745,559703.087713325
"2012-08-02",0.211,432676.885352544
"2012-08-08",0.199,145008.532625645
"2012-08-16",0.214,513316.015356614
"2012-08-22",0.1675,1159921.46647238
"2012-08-30",0.3495,2608171.86106915
"2012-09-05",0.167,1221354.97843847
"2012-09-06",0.2735,1831579.85118165
"2012-09-13",0.347,515958.316946554
"2012-09-20",0.153333333333333,745447.103183866
"2012-09-26",0.1985,768665.105117683
"2012-10-03",0.247,776763.270175738
"2012-10-04",0.21,1104751.18790467
"2012-10-11",0.215,1209489.08703921
"2012-10-18",0.1535,325296.68462807
"2012-10-25",0.175,424847.843604576
"2012-11-01",0.155,58081.7034677376
"2012-12-13",0.1445,790072.641147283
"2012-12-19",0.128666666666667,155944.725317338
"2012-12-27",0.091,40417.4280238848
"2013-01-09",0.08,226088.046228038
"2013-04-18",0.086,129130.257330547
"2013-04-24",0.08,197732.235647117
"2013-05-08",0.103,562.7123756352
"2013-06-05",0.107,128543.07919945
"2013-06-12",0.227,323510.684479315
"2013-06-19",0.271,104052.857981587
"2013-06-27",0.244,439160.31055008
"2013-07-03",0.324,2547839.30809887
"2013-07-08",0.2915,165951.219301459
"2013-07-10",0.2,269343.501885562
"2013-07-18",0.283,1080848.14481791
"2013-07-25",0.311,452249.489722464
"2013-08-01",0.242,444322.584952646
"2013-08-07",0.205,1617015.1757764
"2013-08-08",0.212,640024.162896384
"2013-08-15",0.23,291069.092736173
"2013-08-28",0.164,176765.08321584
"2013-09-04",0.209,272891.03642761
"2013-09-05",0.184,501181.000647264
"2013-09-18",0.169,881868.155642208
"2013-09-19",0.166,423428.829787757
"2013-09-26",0.202,378901.154846189
"2013-10-03",0.2,193059.276353798
"2013-10-07",0.134,95367.5147924352
"2013-10-10",0.1665,127099.599627168
"2014-02-13",0.147,221390.621179258
"2014-02-20",0.197,122.328777312
"2014-03-03",0.128,366.986331936
"2014-03-13",0.076,43133.1268802112
"2014-05-05",0.07,198637.468599226
"2014-06-19",0.21,453301.517207347
"2014-06-26",0.439,427074.227351654
"2014-07-02",0.336,216106.017999379
"2014-07-07",0.267,435563.844497107
"2014-07-10",0.309,224424.374856595
"2014-07-17",0.326,932536.735204839
"2014-07-24",0.3245,355071.509025811
"2014-07-30",0.294,202331.797674048
"2014-08-07",0.267,202038.208608499
"2014-08-14",0.299,292488.106552992
"2014-08-18",0.287,296182.435627814
"2014-10-02",0.302,65127.8410409088
"2014-10-06",0.318,118267.461905242
"2014-11-20",0.084,75207.7322914176
"2014-11-26",0.0845,549451.936174579
"2014-12-01",0.328,154134.25941312
"2014-12-04",0.1795,97.8630218496
"2014-12-15",0.109,163382.314977907
"2014-12-31",0.093,66155.4027703296
"2015-02-05",0.079,131674.695898637
"2015-04-23",0.153,228436.758752429
"2015-04-30",0.1865,269025.44706455
"2015-05-04",0.246,180997.658910835
"2015-06-11",0.076,272352.789807437
"2015-08-31",0.154,188924.563680653
"2015-09-03",0.262,153008.83466185
"2015-09-10",0.2425,391770.142219411
"2015-09-16",0.356,357395.755794739
"2015-09-24",0.2745,80003.020362048
"2015-09-28",0.216,171945.329389747
"2015-10-01",0.257,215127.387780883
"2015-10-08",0.357,92578.4186697216
"2015-10-22",0.345,134390.394754963
"2015-11-23",0.221,346508.494613971
"2015-11-25",0.304,151247.300268557
"2015-12-03",0.3745,161082.533964442
"2015-12-07",0.391,237171.033452506
"2015-12-09",0.411,207909.989919475
"2016-01-04",0.308,114181.680743021
"2016-01-14",0.1925,131454.504099475
"2016-01-20",0.289,143883.107874374
"2016-01-21",0.243,169449.822332582
"2016-01-27",0.1695,753251.679176371
"2016-02-01",0.298,712565.1278424
"2016-02-04",0.2955,631803.669061018
"2016-02-11",0.254,299338.518082464
"2016-02-15",0.226,215274.182313658
"2016-02-18",0.235,92627.3501806464
"2016-02-24",0.1795,151394.094801331
"2016-02-29",0.18,308635.505158176
"2016-03-03",0.1855,311497.998547277
"2016-03-10",0.123,10960.6584471552
"2016-03-17",0.19,39194.1402507648
"2016-03-28",0.191,379072.415134426
"2016-03-31",0.2365,165168.315126662
"2016-04-07",0.198,74204.6363174592
"2016-05-19",0.12,888889.827459917
"2016-05-23",0.383,289723.476185741
"2016-06-06",0.337,343230.08338201
"2016-06-08",0.241,175174.809110784
"2016-06-16",0.353,424236.199718016
"2016-06-30",0.2345,381739.182479827
"2016-07-06",0.383,107453.597990861
"2016-08-01",0.15,216399.607064928
"2016-08-04",0.171,149950.61522905
"2016-08-11",0.142,335988.219765139
"2016-08-18",0.136,101997.734522746
"2016-08-25",0.205,165853.35627961
"2016-09-01",0.156,351646.303261075
"2016-09-08",0.1475,330654.685074336
"2016-09-15",0.1835,323657.47901209
"2016-09-21",0.167,403024.389732115
"2016-09-26",0.242,603447.858480096
"2016-09-29",0.254,392479.649127821
"2016-10-10",0.227,505756.096918733
"2016-10-13",0.27,34594.5782238336
"2016-10-20",0.221,147968.889036595
"2017-02-23",0.095,71366.6086838208
"2017-04-10",0.085,24.4657554624
"2017-06-08",0.118,395170.882228685
"2017-06-19",0.578,282236.955014246
"2017-06-22",0.487,195187.797079027
"2017-06-28",0.497,195750.509454662
"2017-07-05",0.613,41738.5788188544
"2017-07-20",0.379,530882.427778618
"2017-08-02",0.273,427392.282172666
"2017-08-10",0.323,38729.2908969792
"2017-08-14",0.648,320819.451378451
"2017-08-17",0.632,283631.503075603
"2017-08-24",0.4775,245391.527287872
"2017-08-28",0.35,73495.1294090496
"2017-09-13",0.483,2648858.41240312
"2017-09-21",0.3565,1226566.18435196
"2017-09-25",0.211,417459.185454931
"2017-09-28",0.2495,301344.710030381
"2017-10-05",0.324,696344.331970829
"2017-10-09",0.414,589575.775132915
"2017-10-12",0.4365,256083.062424941
"2017-10-19",0.377,295839.915051341
"2017-10-23",0.324,273160.159737696
"2017-10-26",0.32,284659.064805024
"2017-11-02",0.2805,383035.867519334
"2017-11-06",0.242,282432.681057946
"2017-11-08",0.199,283142.187966355
"2017-11-16",0.243,143662.916075213
"2017-11-22",0.1965,112493.543616115
"2018-01-18",0.1115,154745.90329968
"2018-01-29",0.1,293.5890655488
"2018-03-01",0.159,158684.889929126
"2018-03-08",0.185,73079.2115661888
"2018-03-28",0.121,144666.012049171
"2018-04-23",0.136,142488.559813018
"2018-04-26",0.128,193426.262685734
"2018-05-03",0.112,30166.2764851392
"2018-05-07",0.124,191811.522825216
"2018-05-10",0.108,147406.17666096
"2018-05-23",0.088,64418.3341324992
"2018-05-31",0.231,59794.3063501056
"2018-06-14",0.2815,100089.405596678
"2018-06-18",0.397,131797.024675949
"2018-06-21",0.398,163871.630087155
"2018-06-27",0.262,357982.933925837
"2018-07-02",0.288,104493.24157991
"2018-07-12",0.247,167272.370096429
"2018-07-19",0.194,157388.204889619
"2018-08-16",0.172,27695.2351834368
"2018-08-22",0.18,157804.12273248
"2019-01-31",0.103,65959.6767266304
"2019-02-11",0.094,7780.1102370432
"2019-07-11",0.149,165119.383615738
"2019-08-15",0.339,239128.293889498
"2019-08-29",0.422,2152.9864806912
"2019-09-05",0.48,10618.1378706816
"2020-06-01",0.211,369702.030792326
"2020-06-04",0.269,555519.443529254
"2020-06-11",0.339,367084.19495785
"2020-06-15",0.54,149241.10832064
"2020-06-25",0.244,169547.685354432
"2020-07-09",0.303,386779.128105082
"2020-07-13",0.24,235066.978482739
"2020-07-16",0.244,321455.561020474
"2020-07-23",0.19,408480.25320023
"2020-07-27",0.318,440310.201056813
"2020-07-30",0.289,374790.907928506
"2020-08-05",0.444,595472.022199354
"2020-08-10",0.315,191028.618650419
"2020-08-12",0.275,804164.916293626
"2020-08-20",0.362,36380.5783725888
"2020-08-24",0.306,272108.132252813
"2020-08-26",0.414,115184.776716979
"2020-09-02",0.224,241403.609147501
"2020-09-08",0.264,870858.565684128
"2020-09-10",0.2,1000771.72718947
"2020-09-17",0.22,742168.691951904
"2020-09-21",0.255,293882.654614349
"2020-09-24",0.244,94462.2818403264
"2020-10-01",0.208,397201.539932064
"2020-10-05",0.142,1351390.46872113
"2020-10-08",0.177,1144777.16384116
"2020-10-15",0.187,310470.436817856
"2020-10-19",0.152,749508.418590624
"2020-10-21",0.169,800959.902328051
"2020-10-28",0.117,382497.620899162
"2020-11-02",0.114,207812.126897626
"2020-11-05",0.139,126072.037897747
"2020-11-12",0.146,635057.614537517
"2020-11-16",0.265,249477.308450093
"2020-11-18",0.255,251336.705865235
"2020-11-24",0.218,64393.8683770368
"2020-11-30",0.204,128689.873732224
"2020-12-03",0.178,106181.378706816
"2020-12-09",0.137,118414.256438016
"2020-12-23",0.126,65861.8137047808
"2020-12-28",0.15,123747.791128819
"2021-01-07",0.114,44503.2091861056
"2021-01-11",0.103,171137.959459488
"2021-01-14",0.095,162819.602602272
"2021-01-21",0.091,126169.900919597
"2021-06-23",0.045,40637.6198230464
"2021-07-08",0.481,290653.174893312
"2021-07-12",0.32,350545.344265267
"2021-07-15",0.318,205169.825307686
"2021-07-22",0.314,291166.955758022
"2021-07-26",0.216,827358.452471981
"2021-07-28",0.192,487822.698164794
"2021-08-05",0.171,1504643.9609376
"2021-08-09",0.202,1087771.95361377
"2021-08-12",0.178,1049801.10113612
"2021-08-19",0.246,406058.143409453
"2021-08-23",0.152,997150.795381037
"2021-08-26",0.165,401629.841670758
"2021-09-02",0.14,337921.014446669
"2021-09-07",0.111,100113.871352141
"2021-09-14",0.087,363120.742572941
"2021-09-20",0.078,889917.389189338
"2021-09-23",0.127,1274127.61297087
"2021-09-29",0.149,459295.627295635
"2021-10-04",0.09,696564.52376999
"2021-10-07",0.075,330189.83572055
"2021-10-13",0.089,812091.821063443
"2021-10-18",0.096,699280.222626317
"2021-10-21",0.081,460567.84657968
"2021-10-28",0.067,31414.0300137216
"2021-11-01",0.076,57372.196559328
"2021-11-03",0.085,36356.1126171264
"2021-11-10",0.075,183884.618055398
"2021-11-15",0.058,309858.792931296
"2021-11-18",0.069,307559.01191783
"2021-12-22",0.113,139405.874624755
"2022-01-10",0.107,146329.683420614
"2022-06-13",0.165,350153.892177869
"2022-06-15",0.2125,333517.178463437
"2022-06-23",0.184,141779.052904608
"2022-06-27",0.167,194209.166860531
"2022-07-11",0.168,159565.657125773
"2022-07-14",0.151,47536.9628634432
"2022-07-20",0.137,191615.796781517
"2022-08-22",0.241,69849.731845152
"2022-09-14",0.084,170795.438883014
"2022-09-19",0.229,456261.873618298
"2022-09-22",0.2125,254419.391053498
"2022-09-27",0.295,246394.62326183
"2022-10-03",0.408,778720.53061273
"2022-10-05",0.2965,660477.53446295
"2022-10-13",0.2075,12722.192840448
"2022-10-17",0.236,499321.603232122
"2022-10-20",0.3145,280035.03702263
"2022-10-26",0.418,219457.826497728
"2022-10-31",0.444,53580.004462656
"2022-11-14",0.244,636354.299577024
"2022-11-17",0.24,338165.672001293
"2022-11-22",0.2925,635473.532380378
"2022-11-28",0.154,550357.169126688
"2022-11-30",0.1715,145840.368311366
"2022-12-07",0.112,513413.878378464
"2022-12-12",0.116,342936.494316461
"2022-12-14",0.0935,257428.678975373
"2022-12-21",0.09,60601.6762803648
"2022-12-27",0.066,553072.867983014
"2022-12-29",0.0665,136127.463392794
"2023-01-09",0.088,208130.181718637
"2023-01-11",0.075,216619.79886409
"2023-01-18",0.068,122.328777312
"2023-01-23",0.065,141412.066572672
"2023-01-25",0.067,129007.928553235
"2023-02-20",0.093,8856.6034773888
"2023-04-17",0.057,271251.830811629
"2023-05-01",0.072,353261.043121594
