"","date","L005_RADP_MICROMOLE/m^2/s"
"131",2000-05-10,531.95
"132",2000-05-11,185.78
"133",2000-05-12,686.57
"134",2000-05-13,630.8
"135",2000-05-14,605.35
"136",2000-05-15,580.22
"137",2000-05-16,648.73
"138",2000-05-17,672.98
"139",2000-05-18,647.68
"140",2000-05-19,695.23
"141",2000-05-20,693.77
"142",2000-05-21,697.74
"143",2000-05-22,639.16
"144",2000-05-23,606.24
"145",2000-05-24,653.5
"146",2000-05-25,625.64
"147",2000-05-26,673.25
"148",2000-05-27,637.98
"149",2000-05-28,516.82
"150",2000-05-29,624.18
"151",2000-05-30,598.02
"152",2000-05-31,670.89
"153",2000-06-01,692.19
"154",2000-06-02,699.52
"155",2000-06-03,506.03
"156",2000-06-04,645.87
"157",2000-06-05,548.04
"158",2000-06-06,559.78
"159",2000-06-07,419.6
"160",2000-06-08,384.48
"161",2000-06-09,678.59
"162",2000-06-10,630.47
"163",2000-06-11,299.07
"164",2000-06-12,591.6
"165",2000-06-13,596.9
"166",2000-06-14,587.71
"167",2000-06-15,573.75
"168",2000-06-16,551.04
"169",2000-06-17,660.15
"170",2000-06-18,633.09
"171",2000-06-19,573.47
"172",2000-06-20,536.37
"173",2000-06-21,495.97
"174",2000-06-22,456.01
"175",2000-06-23,309.94
"176",2000-06-24,487.65
"177",2000-06-25,251.64
"178",2000-06-26,500.15
"179",2000-06-27,368.32
"180",2000-06-28,403.78
"181",2000-06-29,655.43
"182",2000-06-30,418.23
"183",2000-07-01,230.54
"184",2000-07-02,631.9
"185",2000-07-03,538.07
"186",2000-07-04,470.87
"187",2000-07-05,426.04
"188",2000-07-06,518.77
"189",2000-07-07,370.41
"190",2000-07-08,213.57
"191",2000-07-09,301.18
"192",2000-07-10,356.77
"193",2000-07-11,325.44
"194",2000-07-12,340.77
"195",2000-07-13,372.65
"196",2000-07-14,484.01
"197",2000-07-15,469.66
"198",2000-07-16,422.43
"199",2000-07-17,577.55
"200",2000-07-18,426.2
"201",2000-07-19,419.06
"202",2000-07-20,433.94
"203",2000-07-21,553.61
"204",2000-07-22,302.07
"205",2000-07-23,477.25
"206",2000-07-24,427.38
"207",2000-07-25,561.63
"208",2000-07-26,396.22
"209",2000-07-27,556.16
"210",2000-07-28,505.28
"211",2000-07-29,584.86
"212",2000-07-30,334.94
"213",2000-07-31,663.73
"214",2000-08-01,447.99
"215",2000-08-02,406.31
"216",2000-08-03,607.48
"217",2000-08-04,596.69
"218",2000-08-05,568.58
"219",2000-08-06,336.9
"220",2000-08-07,590.78
"221",2000-08-08,608.08
"222",2000-08-09,612.4
"223",2000-08-10,608.06
"224",2000-08-11,491.51
"225",2000-08-12,318.33
"226",2000-08-13,502.64
"227",2000-08-14,382.69
"228",2000-08-15,532.1
"229",2000-08-16,561.9
"230",2000-08-17,580
"231",2000-08-18,567.66
"232",2000-08-19,576
"233",2000-08-20,613.62
"234",2000-08-21,532.13
"235",2000-08-22,305.84
"236",2000-08-23,583.93
"237",2000-08-24,440.52
"238",2000-08-25,545.22
"239",2000-08-26,585.48
"240",2000-08-27,345.06
"241",2000-08-28,540.35
"242",2000-08-29,338.21
"243",2000-08-30,340.63
"244",2000-08-31,430.73
"245",2000-09-01,574.36
"246",2000-09-02,546.43
"247",2000-09-03,564.17
"248",2000-09-04,536.85
"249",2000-09-05,545.28
"250",2000-09-06,402.12
"251",2000-09-07,466.74
"252",2000-09-08,500.67
"253",2000-09-09,316.25
"254",2000-09-10,507.78
"255",2000-09-11,555.92
"256",2000-09-12,556.74
"257",2000-09-13,549.39
"258",2000-09-14,531.08
"259",2000-09-15,352.69
"260",2000-09-16,156.14
"261",2000-09-17,76.72
"262",2000-09-18,507.43
"263",2000-09-19,465.46
"264",2000-09-20,250.66
"265",2000-09-21,419.6
"266",2000-09-22,441.37
"267",2000-09-23,481
"268",2000-09-24,507.7
"269",2000-09-25,502.26
"270",2000-09-26,504.63
"271",2000-09-27,474.18
"272",2000-09-28,374.57
"273",2000-09-29,449.48
"274",2000-09-30,396.35
"275",2000-10-01,485.03
"276",2000-10-02,387.29
"277",2000-10-03,165.33
"278",2000-10-04,95.45
"279",2000-10-05,401.02
"280",2000-10-06,432.31
"281",2000-10-07,487.76
"282",2000-10-08,472.43
"283",2000-10-09,145.2
"284",2000-10-10,457.74
"285",2000-10-11,355.28
"286",2000-10-12,471.95
"287",2000-10-13,422.89
"288",2000-10-14,424.12
"289",2000-10-15,418.05
"290",2000-10-16,436.07
"291",2000-10-17,425.07
"292",2000-10-18,410.25
"293",2000-10-19,406.55
"294",2000-10-20,247.27
"295",2000-10-21,350.14
"296",2000-10-22,277.2
"297",2000-10-23,393.04
"298",2000-10-24,279.22
"299",2000-10-25,259.89
"300",2000-10-26,160.41
"301",2000-10-27,241.64
"302",2000-10-28,353.1
"303",2000-10-29,164.27
"304",2000-10-30,186.09
"305",2000-10-31,194.17
"306",2000-11-01,177.34
"307",2000-11-02,227.59
"308",2000-11-03,245.95
"309",2000-11-04,62.04
"310",2000-11-05,290.56
"311",2000-11-06,259.86
"312",2000-11-07,138.04
"313",2000-11-08,264.73
"314",2000-11-09,165.97
"315",2000-11-10,165.68
"316",2000-11-11,373.46
"317",2000-11-12,499.19
"318",2000-11-13,483.43
"319",2000-11-14,108.17
"320",2000-11-15,372.68
"321",2000-11-16,169.04
"322",2000-11-17,152.5
"323",2000-11-18,216.28
"324",2000-11-19,53.68
"325",2000-11-20,10.88
"326",2000-11-21,272.54
"327",2000-11-22,230.07
"328",2000-11-23,134.11
"329",2000-11-24,144.1
"330",2000-11-25,78.77
"331",2000-11-26,31.06
"332",2000-11-27,109.37
"333",2000-11-28,239.1
"334",2000-11-29,168.36
"335",2000-11-30,246.15
"336",2000-12-01,142.06
"337",2000-12-02,110.97
"338",2000-12-03,78.14
"339",2000-12-04,86.32
"340",2000-12-05,91.06
"341",2000-12-06,101.27
"342",2000-12-07,227.24
"343",2000-12-08,279.74
"344",2000-12-09,169.06
"345",2000-12-10,93.57
"346",2000-12-11,29
"347",2000-12-12,116.08
"348",2000-12-13,104.65
"349",2000-12-14,263.35
"350",2000-12-15,102.63
"351",2000-12-16,132.6
"352",2000-12-17,44.11
"353",2000-12-18,177.18
"354",2000-12-19,84.91
"355",2000-12-20,76.72
"356",2000-12-21,152.7
"357",2000-12-22,106.4
"358",2000-12-23,128.56
"359",2000-12-24,65.51
"360",2000-12-25,84.71
"361",2000-12-26,84.65
"362",2000-12-27,219.97
"363",2000-12-28,97.5
"364",2000-12-29,132.64
"365",2000-12-30,243.94
"366",2000-12-31,257.85
"367",2001-01-01,190.16
"368",2001-01-02,163.98
"369",2001-01-03,221.09
"370",2001-01-04,258.83
"371",2001-01-05,200.29
"372",2001-01-06,195.08
"373",2001-01-07,191.8
"374",2001-01-08,230.08
"375",2001-01-09,175.24
"376",2001-01-10,285.89
"377",2001-01-11,199.61
"378",2001-01-12,158.48
"379",2001-01-13,256.74
"380",2001-01-14,204.87
"381",2001-01-15,210.73
"382",2001-01-16,123.75
"383",2001-01-17,210.53
"384",2001-01-18,135.63
"385",2001-01-19,143.99
"386",2001-01-20,63.45
"387",2001-01-21,240.36
"388",2001-01-22,38.37
"389",2001-01-23,297.55
"390",2001-01-24,176.02
"391",2001-01-25,293.06
"392",2001-01-26,213.68
"393",2001-01-27,195.45
"394",2001-01-28,157.67
"395",2001-01-29,200.42
"396",2001-01-30,150.25
"397",2001-01-31,227.86
"398",2001-02-01,263.75
"399",2001-02-02,252.42
"400",2001-02-03,168.8
"401",2001-02-04,131.57
"402",2001-02-05,157.28
"403",2001-02-06,321.38
"404",2001-02-07,341.22
"405",2001-02-08,262.52
"406",2001-02-09,295.81
"407",2001-02-10,194.57
"408",2001-02-11,44.91
"409",2001-02-12,73.8
"410",2001-02-13,206.88
"411",2001-02-14,262.31
"412",2001-02-15,198.86
"413",2001-02-16,181.35
"414",2001-02-17,31.2
"415",2001-02-18,280.28
"416",2001-02-19,360.3
"417",2001-02-20,309.67
"418",2001-02-21,288.2
"419",2001-02-22,277.8
"420",2001-02-23,291.24
"421",2001-02-24,49.04
"422",2001-02-25,73.48
"423",2001-02-26,62.4
"424",2001-02-27,129.33
"425",2001-02-28,180.49
"426",2001-03-01,183.28
"427",2001-03-02,196.5
"428",2001-03-03,140.43
"429",2001-03-04,147.81
"430",2001-03-05,341.33
"431",2001-03-06,370.94
"432",2001-03-07,307.73
"433",2001-03-08,187.71
"434",2001-03-09,285.98
"435",2001-03-10,49.69
"436",2001-03-11,126.41
"437",2001-03-12,42.36
"438",2001-03-13,264.72
"439",2001-03-14,182.17
"440",2001-03-15,165.36
"441",2001-03-16,197.65
"442",2001-03-17,126.47
"443",2001-03-18,70.75
"444",2001-03-19,12.48
"445",2001-03-20,205.11
"446",2001-03-21,163.24
"447",2001-03-22,182.78
"448",2001-03-23,175.22
"449",2001-03-24,339.94
"450",2001-03-25,42.99
"451",2001-03-26,117.87
"452",2001-03-27,142.58
"453",2001-03-28,403.59
"454",2001-03-29,233.81
"455",2001-03-30,120.09
"456",2001-03-31,185.9
"457",2001-04-01,125.61
"458",2001-04-02,178.81
"459",2001-04-03,173.23
"460",2001-04-04,39.29
"461",2001-04-05,75.53
"462",2001-04-06,401.53
"463",2001-04-07,334.73
"464",2001-04-08,347.83
"465",2001-04-09,257.89
"466",2001-04-10,470.68
"467",2001-04-11,486.02
"468",2001-04-12,473.95
"469",2001-04-13,484.21
"470",2001-04-14,509.53
"471",2001-04-15,464.82
"472",2001-04-16,453.19
"473",2001-04-17,505.64
"474",2001-04-18,516.29
"475",2001-04-19,521.54
"476",2001-04-20,516.97
"477",2001-04-21,488.72
"478",2001-04-22,378.38
"479",2001-04-23,540.69
"480",2001-04-24,558.47
"481",2001-04-25,423.14
"482",2001-04-26,342.23
"483",2001-04-27,535.09
"484",2001-04-28,423.95
"485",2001-04-29,134.97
"486",2001-04-30,176.43
"487",2001-05-01,453.61
"488",2001-05-02,449.79
"489",2001-05-03,393.21
"490",2001-05-04,435.16
"491",2001-05-05,493.68
"492",2001-05-06,389.12
"493",2001-05-07,528.23
"494",2001-05-08,471.3
"495",2001-05-09,508.75
"496",2001-05-10,441.56
"497",2001-05-11,518.6
"498",2001-05-12,542.16
"499",2001-05-13,487.28
"500",2001-05-14,514.32
"501",2001-05-15,413.85
"502",2001-05-16,526.99
"503",2001-05-17,532.21
"504",2001-05-18,497.64
"505",2001-05-19,457.44
"506",2001-05-20,513.15
"507",2001-05-21,528.47
"508",2001-05-22,353.39
"509",2001-05-23,305.02
"510",2001-05-24,493.52
"511",2001-05-25,407.83
"512",2001-05-26,246.74
"513",2001-05-27,282.91
"514",2001-05-28,264.73
"515",2001-05-29,384.83
"516",2001-05-30,534.49
"517",2001-05-31,414.91
"518",2001-06-01,379.87
"519",2001-06-02,365.23
"520",2001-06-03,383.4
"521",2001-06-04,438.28
"522",2001-06-05,451.89
"523",2001-06-06,433.2
"524",2001-06-07,520.05
"525",2001-06-08,434.12
"526",2001-06-09,428.55
"527",2001-06-10,496.96
"528",2001-06-11,460.1
"529",2001-06-12,319.24
"530",2001-06-13,331.14
"531",2001-06-14,509.94
"532",2001-06-15,527.16
"533",2001-06-16,446.49
"534",2001-06-17,519.23
"535",2001-06-18,497.54
"536",2001-06-19,522.5
"537",2001-06-20,365.98
"538",2001-06-21,406.78
"539",2001-06-22,288.53
"540",2001-06-23,249.86
"541",2001-06-24,447.82
"542",2001-06-25,416.24
"543",2001-06-26,397.84
"544",2001-06-27,467.99
"545",2001-06-28,264.99
"546",2001-06-29,536.63
"547",2001-06-30,534.51
"548",2001-07-01,479.8
"549",2001-07-02,576.35
"550",2001-07-03,563.28
"551",2001-07-04,279.69
"552",2001-07-05,551.95
"553",2001-07-06,531.33
"554",2001-07-07,557.47
"555",2001-07-08,490.08
"556",2001-07-09,380.19
"557",2001-07-10,350.44
"558",2001-07-11,256.13
"559",2001-07-12,371.41
"560",2001-07-13,264.07
"561",2001-07-14,219.28
"562",2001-07-15,433.92
"563",2001-07-16,310.83
"564",2001-07-17,392.57
"565",2001-07-18,381.07
"566",2001-07-19,520.63
"567",2001-07-20,398.83
"568",2001-07-21,135.05
"569",2001-07-22,436.87
"570",2001-07-23,117.93
"571",2001-07-24,387.41
"572",2001-07-25,514.42
"573",2001-07-26,427.17
"574",2001-07-27,281.12
"575",2001-07-28,468.58
"576",2001-07-29,506.85
"577",2001-07-30,496.36
"578",2001-07-31,393.3
"579",2001-08-01,163
"580",2001-08-02,105.08
"581",2001-08-03,188.76
"582",2001-08-04,334.85
"583",2001-08-05,360.04
"584",2001-08-06,328.02
"585",2001-08-07,345.9
"586",2001-08-08,512.92
"587",2001-08-09,494.44
"588",2001-08-10,416.4
"589",2001-08-11,396.14
"590",2001-08-12,480.17
"591",2001-08-13,475.05
"592",2001-08-14,472.61
"593",2001-08-15,440.59
"594",2001-08-16,464.95
"595",2001-08-17,461.69
"596",2001-08-18,458.98
"597",2001-08-19,493.44
"598",2001-08-20,451.09
"599",2001-08-21,274.26
"600",2001-08-22,473.04
"601",2001-08-23,463.07
"602",2001-08-24,471.97
"603",2001-08-25,464.17
"604",2001-08-26,434.34
"605",2001-08-27,453.54
"606",2001-08-28,524.97
"607",2001-08-29,613.55
"608",2001-08-30,621.05
"609",2001-08-31,595.27
"610",2001-09-01,627.81
"611",2001-09-02,607.46
"612",2001-09-03,528.96
"613",2001-09-04,533.08
"614",2001-09-05,562.57
"615",2001-09-06,460.33
"616",2001-09-07,220.85
"617",2001-09-08,260.96
"618",2001-09-09,299.8
"619",2001-09-10,355.71
"620",2001-09-11,239.7
"621",2001-09-12,135.74
"622",2001-09-13,90.55
"623",2001-09-14,422.75
"624",2001-09-15,273.02
"625",2001-09-16,435.91
"626",2001-09-17,398
"627",2001-09-18,309.58
"628",2001-09-19,254.31
"629",2001-09-20,159.42
"630",2001-09-21,255.75
"631",2001-09-22,175
"632",2001-09-23,132.96
"633",2001-09-24,290.5
"634",2001-09-25,156.13
"635",2001-09-26,106.82
"636",2001-09-27,40.83
"637",2001-09-28,49.95
"638",2001-09-29,67.66
"639",2001-09-30,237.8
"640",2001-10-01,368.6
"641",2001-10-02,246.04
"642",2001-10-03,191.14
"643",2001-10-04,218.37
"644",2001-10-05,144.61
"645",2001-10-06,242.48
"646",2001-10-07,252.82
"647",2001-10-08,164.98
"648",2001-10-09,98.81
"649",2001-10-10,169.27
"650",2001-10-11,216.12
"651",2001-10-12,119.26
"652",2001-10-13,89.86
"653",2001-10-14,67.15
"654",2001-10-15,359.1
"655",2001-10-16,382
"656",2001-10-17,175.29
"657",2001-10-18,149.61
"658",2001-10-19,92.34
"659",2001-10-20,46.82
"660",2001-10-21,48.08
"661",2001-10-22,63.26
"662",2001-10-23,161.52
"663",2001-10-24,159.71
"664",2001-10-25,74.02
"665",2001-10-26,39.53
"666",2001-10-27,369.32
"667",2001-10-28,273.34
"668",2001-10-29,66.87
"669",2001-10-30,75.87
"670",2001-10-31,53.57
"671",2001-11-01,115.99
"672",2001-11-02,86.85
"673",2001-11-03,73.5
"674",2001-11-04,38.42
"675",2001-11-05,57.42
"676",2001-11-06,208.44
"677",2001-11-07,342.66
"678",2001-11-08,326.51
"679",2001-11-09,318.58
"680",2001-11-10,164.8
"681",2001-11-11,263.25
"682",2001-11-12,136.19
"683",2001-11-13,145.9
"684",2001-11-14,143.32
"685",2001-11-15,82.98
"686",2001-11-16,172.05
"687",2001-11-17,107
"688",2001-11-18,91.91
"689",2001-11-19,89.94
"690",2001-11-20,203.03
"691",2001-11-21,240.96
"692",2001-11-22,204.25
"693",2001-11-23,244.45
"694",2001-11-24,182.94
"695",2001-11-25,95.07
"696",2001-11-26,85.16
"697",2001-11-27,144.92
"698",2001-11-28,89.93
"699",2001-11-29,120.09
"700",2001-11-30,4.48
"701",2001-12-01,125.91
"702",2001-12-02,124.01
"703",2001-12-03,175.93
"704",2001-12-04,122.57
"705",2001-12-05,302.56
"706",2001-12-06,149.86
"707",2001-12-07,231.07
"708",2001-12-08,195.11
"709",2001-12-09,39.71
"710",2001-12-10,168.61
"711",2001-12-11,206.07
"712",2001-12-12,177.06
"713",2001-12-13,290.67
"714",2001-12-14,283.97
"715",2001-12-15,125.73
"716",2001-12-16,107.5
"717",2001-12-17,92.41
"718",2001-12-18,59.55
"719",2001-12-19,157.56
"720",2001-12-20,133.04
"721",2001-12-21,107.74
"722",2001-12-22,114.29
"723",2001-12-23,99.5
"724",2001-12-24,72.44
"725",2001-12-25,64.09
"726",2001-12-26,60.99
"727",2001-12-27,8.33
"728",2001-12-28,156.25
"729",2001-12-29,38.87
"730",2001-12-30,31.61
"731",2001-12-31,7.55
"732",2002-01-01,86.16
"733",2002-01-02,10.38
"734",2002-01-03,16.53
"735",2002-01-04,181.76
"736",2002-01-05,104.88
"737",2002-01-06,44.44
"738",2002-01-07,92.92
"739",2002-01-08,134.75
"740",2002-01-09,196.7
"741",2002-01-10,112.44
"742",2002-01-11,210.7
"743",2002-01-12,223.36
"744",2002-01-13,210.19
"745",2002-01-14,84.57
"746",2002-01-15,36.13
"747",2002-01-16,142.38
"748",2002-01-17,273.4
"749",2002-01-18,248.99
"750",2002-01-19,186.27
"751",2002-01-20,275.29
"752",2002-01-21,180.98
"753",2002-01-22,208.62
"754",2002-01-23,212.9
"755",2002-01-24,246.44
"756",2002-01-25,308.01
"757",2002-01-26,280.22
"758",2002-01-27,37.39
"759",2002-01-28,159.94
"760",2002-01-29,241.33
"761",2002-01-30,211.55
"762",2002-01-31,236.52
"763",2002-02-01,141.44
"764",2002-02-02,222.31
"765",2002-02-03,185.34
"766",2002-02-04,229.62
"767",2002-02-05,116.05
"768",2002-02-06,161.65
"769",2002-02-07,115.01
"770",2002-02-08,211.86
"771",2002-02-09,68.44
"772",2002-02-10,62.6
"773",2002-02-11,114.82
"774",2002-02-12,198.61
"775",2002-02-13,265.05
"776",2002-02-14,116.93
"777",2002-02-15,165.35
"778",2002-02-16,114.99
"779",2002-02-17,275.56
"780",2002-02-18,102.4
"781",2002-02-19,111.19
"782",2002-02-20,111.13
"783",2002-02-21,164.62
"784",2002-02-22,76.33
"785",2002-02-23,20.82
"786",2002-02-24,203.53
"787",2002-02-25,233.52
"788",2002-02-26,349
"789",2002-02-27,129.6
"790",2002-02-28,227.41
"791",2002-03-01,97.82
"792",2002-03-02,177.44
"793",2002-03-03,179.25
"794",2002-03-04,13.69
"795",2002-03-05,110.63
"796",2002-03-06,126.24
"797",2002-03-07,77.06
"798",2002-03-08,1.51
"799",2002-03-09,NA
"800",2002-03-10,NA
"801",2002-03-11,NA
"802",2002-03-12,NA
"803",2002-03-13,NA
"804",2002-03-14,NA
"805",2002-03-15,NA
"806",2002-03-16,NA
"807",2002-03-17,NA
"808",2002-03-18,NA
"809",2002-03-19,NA
"810",2002-03-20,NA
"811",2002-03-21,NA
"812",2002-03-22,NA
"813",2002-03-23,NA
"814",2002-03-24,NA
"815",2002-03-25,NA
"816",2002-03-26,NA
"817",2002-03-27,NA
"818",2002-03-28,NA
"819",2002-03-29,NA
"820",2002-03-30,NA
"821",2002-03-31,NA
"822",2002-04-01,NA
"823",2002-04-02,NA
"824",2002-04-03,NA
"825",2002-04-04,NA
"826",2002-04-05,NA
"827",2002-04-06,NA
"828",2002-04-07,NA
"829",2002-04-08,NA
"830",2002-04-09,491.51
"831",2002-04-10,169.25
"832",2002-04-11,301.9
"833",2002-04-12,405.85
"834",2002-04-13,364.2
"835",2002-04-14,268.45
"836",2002-04-15,485.15
"837",2002-04-16,458.17
"838",2002-04-17,505.87
"839",2002-04-18,586.68
"840",2002-04-19,591.33
"841",2002-04-20,596.11
"842",2002-04-21,583.97
"843",2002-04-22,577.85
"844",2002-04-23,497.64
"845",2002-04-24,556.24
"846",2002-04-25,593.33
"847",2002-04-26,587.31
"848",2002-04-27,603.69
"849",2002-04-28,581.04
"850",2002-04-29,566.19
"851",2002-04-30,602.08
"852",2002-05-01,581.19
"853",2002-05-02,589.31
"854",2002-05-03,592.82
"855",2002-05-04,602.27
"856",2002-05-05,557.98
"857",2002-05-06,587.3
"858",2002-05-07,571.17
"859",2002-05-08,601.88
"860",2002-05-09,609.19
"861",2002-05-10,609.05
"862",2002-05-11,625.48
"863",2002-05-12,608.11
"864",2002-05-13,622.82
"865",2002-05-14,480.88
"866",2002-05-15,563.28
"867",2002-05-16,532.66
"868",2002-05-17,564.35
"869",2002-05-18,529.36
"870",2002-05-19,103.85
"871",2002-05-20,448.49
"872",2002-05-21,426.79
"873",2002-05-22,567.42
"874",2002-05-23,379.04
"875",2002-05-24,412.74
"876",2002-05-25,444.71
"877",2002-05-26,509.14
"878",2002-05-27,353.02
"879",2002-05-28,NA
"880",2002-05-29,NA
"881",2002-05-30,NA
"882",2002-05-31,NA
"883",2002-06-01,NA
"884",2002-06-02,NA
"885",2002-06-03,431.18
"886",2002-06-04,228.47
"887",2002-06-05,564.48
"888",2002-06-06,735.61
"889",2002-06-07,479.43
"890",2002-06-08,234.63
"891",2002-06-09,383.95
"892",2002-06-10,441.33
"893",2002-06-11,412.94
"894",2002-06-12,668.01
"895",2002-06-13,454.1
"896",2002-06-14,492.21
"897",2002-06-15,161.27
"898",2002-06-16,245.55
"899",2002-06-17,368.31
"900",2002-06-18,338.22
"901",2002-06-19,219.74
"902",2002-06-20,215.27
"903",2002-06-21,261.41
"904",2002-06-22,142.54
"905",2002-06-23,324.47
"906",2002-06-24,209.22
"907",2002-06-25,190.42
"908",2002-06-26,254.24
"909",2002-06-27,250.89
"910",2002-06-28,373.32
"911",2002-06-29,437.18
"912",2002-06-30,374.36
"913",2002-07-01,138.44
"914",2002-07-02,374.56
"915",2002-07-03,342.22
"916",2002-07-04,360.25
"917",2002-07-05,397.61
"918",2002-07-06,382.35
"919",2002-07-07,362.39
"920",2002-07-08,90.58
"921",2002-07-09,130.39
"922",2002-07-10,166.94
"923",2002-07-11,279
"924",2002-07-12,286.38
"925",2002-07-13,381.57
"926",2002-07-14,578.09
"927",2002-07-15,599.9
"928",2002-07-16,490.45
"929",2002-07-17,467.6
"930",2002-07-18,401.86
"931",2002-07-19,550.1
"932",2002-07-20,323.19
"933",2002-07-21,254.39
"934",2002-07-22,302.72
"935",2002-07-23,441.06
"936",2002-07-24,430.82
"937",2002-07-25,204.98
"938",2002-07-26,260.96
"939",2002-07-27,540.43
"940",2002-07-28,466.76
"941",2002-07-29,336.09
"942",2002-07-30,415.74
"943",2002-07-31,328.5
"944",2002-08-01,604.48
"945",2002-08-02,422.29
"946",2002-08-03,533.73
"947",2002-08-04,619.65
"948",2002-08-05,577.88
"949",2002-08-06,476.58
"950",2002-08-07,179.37
"951",2002-08-08,324.25
"952",2002-08-09,500.93
"953",2002-08-10,531
"954",2002-08-11,217.74
"955",2002-08-12,218.95
"956",2002-08-13,275.14
"957",2002-08-14,435
"958",2002-08-15,455.4
"959",2002-08-16,130.84
"960",2002-08-17,569.05
"961",2002-08-18,277.49
"962",2002-08-19,446.26
"963",2002-08-20,449.1
"964",2002-08-21,345.43
"965",2002-08-22,469.92
"966",2002-08-23,513.7
"967",2002-08-24,608.27
"968",2002-08-25,557.42
"969",2002-08-26,260.46
"970",2002-08-27,162.55
"971",2002-08-28,74.98
"972",2002-08-29,193.35
"973",2002-08-30,207.75
"974",2002-08-31,235.96
"975",2002-09-01,391.94
"976",2002-09-02,276.96
"977",2002-09-03,140.5
"978",2002-09-04,221.79
"979",2002-09-05,238.53
"980",2002-09-06,287.52
"981",2002-09-07,351.12
"982",2002-09-08,265.88
"983",2002-09-09,402.64
"984",2002-09-10,406.3
"985",2002-09-11,66.55
"986",2002-09-12,84.78
"987",2002-09-13,74.43
"988",2002-09-14,171.59
"989",2002-09-15,109.67
"990",2002-09-16,242.18
"991",2002-09-17,240.88
"992",2002-09-18,121.68
"993",2002-09-19,159.96
"994",2002-09-20,181.59
"995",2002-09-21,167.66
"996",2002-09-22,172.98
"997",2002-09-23,155.1
"998",2002-09-24,296.64
"999",2002-09-25,251.92
"1000",2002-09-26,315.79
