"Date","S154_PHOSPHATE_Ld_mg","S154_C_FLOW_cfd"
"2005-02-09",8.81404550124421,4.80671231601174
"2005-03-24",17.4148141737142,11.4109271066076
"2005-03-30",17.5108584209826,11.332914306932
"2005-05-11",11.6511017193721,6.14171338274408
"2005-06-01",16.7068146744919,12.2238121224781
"2005-06-08",19.6897374008115,13.5348793067951
"2005-06-13",20.1788137803743,13.340408579527
"2005-06-15",19.3281851888095,12.4908523741239
"2005-06-22",19.4725026839291,12.7225714901405
"2005-06-27",19.0238946632053,12.3788036936997
"2005-06-29",19.3920124337937,12.8086032116349
"2005-07-06",19.3669629540374,12.7904933849892
"2005-07-11",18.9509612814882,12.7423712553915
"2005-07-13",19.2793233070204,12.7056431400597
"2005-07-20",18.47388990507,12.0637150231038
"2005-07-25",18.3699491285547,12.2387226390715
"2005-07-27",18.3422708475861,12.1078601218678
"2005-08-03",16.2367473557403,10.2378107937936
"2005-08-08",15.3667556762078,10.000779661186
"2005-08-10",15.5418473263529,10.2688477677892
"2005-09-06",12.1043451797603,7.14851812215906
"2005-10-05",15.7543066917826,11.4502415985784
"2005-10-12",15.1077403260599,10.1519132684586
"2005-10-19",14.6796994230995,9.21586761807387
"2005-10-31",18.2101560222333,12.9118386556852
"2005-11-01",19.0892868115591,12.6973696981665
"2005-11-07",18.0849916713302,11.7393553105016
"2005-11-16",12.0164223267324,6.41615022844584
"2005-12-14",14.9365223616681,10.499770827305
"2006-02-06",17.3863251837724,11.1898810559778
"2006-02-08",14.3703469237672,9.24936357250205
"2006-09-13",13.8777446425859,7.70813391009449
"2008-03-20",10.1050296825598,5.49985949657168
"2008-07-02",15.1300871421208,11.6960999376357
"2008-07-15",19.3555835439545,11.822424736499
"2008-07-16",19.3188089348034,12.923547336688
"2008-07-24",18.2604966222075,11.4569913645992
"2008-07-29",17.757130594492,11.4265188203135
"2008-07-30",18.5538797913306,11.4431836683517
"2008-08-06",19.365000817684,12.2790993533184
"2008-08-26",20.9148540305104,14.2854907770729
"2008-08-28",20.8469676722037,13.9106249363697
"2008-09-03",20.2186912848444,13.3029678362131
"2008-09-10",19.5925953449098,12.7014777070807
"2008-09-17",18.5895178475577,11.6918129044291
"2008-09-24",18.3148824358218,12.1989903103388
"2008-10-01",17.0028987536328,11.3592202030463
"2008-10-15",12.1058337787225,5.90532460467985
"2009-06-10",15.6467480262425,11.1249594491934
"2009-06-17",10.2465292448335,4.98903387280569
"2009-07-01",12.45009938716,7.04742200528769
"2009-07-15",14.2622394917768,8.39577143484346
"2009-08-12",17.4551906211068,11.5498287730522
"2009-08-27",12.1252518645796,6.45537094159912
"2009-09-09",17.0906233954342,11.0245153053304
"2010-02-24",9.27031893767804,5.14318455263295
"2010-03-31",18.4574076629819,12.5198714578995
"2010-04-07",18.9099464705657,11.8311833946898
"2010-04-28",19.4442117175491,12.5465067744204
"2010-06-02",11.547231675618,4.98903387280569
"2010-07-07",18.4189760631763,12.5553448875782
"2010-07-14",18.1935174906248,11.8159405639245
"2010-08-25",17.1792751949631,11.7676291431081
"2010-09-01",17.4890191405383,11.7144675949939
"2010-09-08",18.0878682686717,12.1989903103388
"2010-09-15",18.0681269485302,11.8386302376143
"2010-09-22",17.4962328108951,11.395913858875
"2010-09-29",17.2185841655123,11.5643421364162
"2010-10-13",12.4456809763603,7.22262609431278
"2010-11-30",10.0292279691435,5.39449898091385
"2011-03-23",7.91577327487273,3.89042158413758
"2011-10-05",13.2900591266441,7.93347285197213
"2011-10-12",17.1942436461687,11.8909387381097
"2011-10-19",18.5379539149365,12.5316007553348
"2011-11-02",19.0714851304419,12.6401540485084
"2011-11-09",18.145767758575,11.7176624858904
"2011-11-16",15.9839748168114,9.52877625347133
"2011-11-23",17.580680095196,11.1721513041365
"2011-11-30",17.4328417579348,10.831611639206
"2012-08-22",17.0287547627395,12.3374068805103
"2012-08-29",20.291992471207,14.3309871315838
"2012-09-05",19.8529488299375,13.1552974887618
"2012-09-12",19.7419420370793,12.9990614012874
"2012-09-19",19.8958112518697,13.1755910967344
"2012-09-20",19.5295960423092,12.8375122998026
"2012-09-26",19.0628615421918,12.3857780809446
"2012-10-03",18.7988212512436,12.1701187180152
"2012-10-10",19.5415767496314,13.0019907940137
"2012-10-17",18.9211879285107,12.38812609897
"2012-10-24",19.0681699508022,12.7155405544826
"2012-10-31",18.3015183116364,11.9350478639049
"2012-11-07",17.591983744813,11.3854078180881
"2012-11-14",17.6229689238861,11.3915037083975
"2012-12-26",9.30206763599262,3.89042158413758
"2013-01-16",12.1854707245727,6.9814640374959
"2013-06-26",10.0990116102342,3.89042158413758
"2013-07-02",16.4831502167889,11.0193184117633
"2013-07-17",17.6780459103342,12.3261877768581
"2013-07-24",18.7564014321437,12.3274887310745
"2013-07-31",20.2315573410598,13.6262594201116
"2013-08-07",19.8966634615716,13.2620301037099
"2013-08-14",19.2868018414989,12.6600840922499
"2013-08-21",18.6939669972964,12.3062462811655
"2013-08-28",19.0530589986529,12.9460361109106
"2013-09-04",18.8040384694598,12.7578490226626
"2013-09-11",18.6427456340712,12.7762775771379
"2013-09-18",18.2196474367445,12.6156852973705
"2013-09-25",18.8311552025162,13.1174223970069
"2013-10-02",17.2898483548455,11.3629223288751
"2013-10-07",17.5994532234868,11.6436158540219
"2013-10-09",18.2190087305449,12.2151216634384
"2013-10-16",17.5212969108261,11.5680535765383
"2013-10-21",17.2291117313052,11.4090288009528
"2013-10-23",17.6876785544241,11.4690784347323
"2013-12-18",11.2744110421161,6.19300667713163
"2014-06-18",15.2796528267615,10.4198404223998
"2014-06-23",19.073405239231,12.6026057354484
"2014-06-25",18.2817339412208,12.0532229376297
"2014-07-01",18.695323138563,12.1050220903663
"2014-07-16",19.9297910770571,13.9896198243367
"2014-07-21",19.4489091096311,13.0469919129039
"2014-07-23",19.1365050768832,12.9060236293047
"2014-07-30",17.4401263624086,10.9418442129321
"2014-08-04",17.3906767284091,11.2315813399171
"2014-08-07",19.5799718139436,13.2238641532477
"2014-08-13",19.2984741187161,13.1163892119995
"2014-08-18",19.0933985660876,12.9687151751934
"2014-08-20",18.7392216021437,12.5530129782432
"2014-08-27",18.0414896747947,11.8887569800906
"2014-09-08",17.1048991304491,11.4350182074686
"2014-09-17",16.8341175203282,11.3702857153026
"2014-09-22",17.854759391871,12.5124251399062
"2014-09-24",17.7939773594943,12.3778769572899
"2014-10-01",16.6630359776739,11.1617777671292
"2014-10-08",17.8073174671485,11.9465312436826
"2014-10-15",17.628415906874,12.114987160709
"2014-10-20",17.8990333062662,12.2395510905066
"2014-10-22",16.9805881628454,11.5512425338909
"2014-10-30",17.2812819209963,11.5479406440986
"2014-11-03",16.0476348131004,10.2245889176174
"2014-11-05",16.3366286157548,10.6262015983799
"2014-11-12",16.6551953136748,10.7363014594016
"2014-11-17",16.1348419657335,10.7098919482521
"2014-11-19",16.3487110284677,10.8272501106054
"2014-11-26",15.9110317453212,10.7405477502831
"2014-12-01",16.7799546446382,11.904757321437
"2014-12-17",16.5172074915383,11.6730204050797
"2015-02-11",9.2085415779818,4.29588669224575
"2015-08-05",14.3157488817028,8.91758618018505
"2015-08-17",18.2832331912447,12.1717658517421
"2015-08-31",15.8125983140034,10.1461716258909
"2015-09-02",17.7122898887316,11.5986077088993
"2015-09-09",15.5521893788276,9.60415438964695
"2015-09-14",17.4000182080553,12.0721420392657
"2015-09-16",18.9030615839458,12.9115970368378
"2015-09-23",18.9073597100601,12.7419418558286
"2015-09-28",18.1152471631091,12.3101121941926
"2015-09-30",18.5521966830841,12.1208656011506
"2015-10-07",17.5442340520937,11.8987871544505
"2015-10-12",16.7083879699131,11.3708498902118
"2015-10-14",16.7322929783355,11.260022304664
"2015-10-21",16.0918836171101,10.6112446937681
"2015-11-23",18.2549052109673,12.1957820153855
"2015-11-25",17.3974267616365,11.7344662815006
"2015-12-02",16.9415069811812,11.3320351859963
"2015-12-07",19.0535295928598,12.8923222711648
"2015-12-09",18.9067721443237,12.900418984722
"2015-12-21",18.6748957762668,12.4287890107852
"2016-01-20",18.4243142272097,12.6072030672465
"2016-02-01",19.4778651087487,13.4257759398243
"2016-02-15",18.4643032338659,12.3506210540337
"2016-02-29",17.5595343309704,11.5857247191011
"2016-03-14",11.1438919668221,5.39449898091385
"2016-03-28",17.8627820329221,12.0486515010971
"2016-06-20",18.8110353193003,12.6625670233827
"2016-07-06",16.6111455262068,10.8875604242544
"2016-10-10",19.8247568236469,13.0830561289948
"2016-10-24",18.6768814992798,12.3138533957393
"2017-07-31",18.0626092360383,11.8030277719734
"2017-08-07",17.4272600244949,11.1209847375469
"2017-08-14",18.7088242419234,11.7916138041705
"2017-08-21",18.9816242179063,11.9024398232966
"2017-08-28",18.2609132062787,11.6928352948668
"2017-09-05",18.0729855430565,11.7630672648299
"2017-09-13",20.5155492723029,14.0988169897906
"2017-09-18",20.4603826380363,13.6907406611838
"2017-09-25",19.7390615810552,13.0377156543961
"2017-10-02",19.4798581190143,12.9359462734495
"2017-10-09",20.3764165346072,13.6677221364233
"2017-10-16",19.7009350625976,12.9639681045958
"2017-10-23",18.7521941744862,12.4450068947709
"2017-10-30",19.6561046230722,13.5468570403078
"2017-11-06",18.6708050165104,12.6969954046412
"2017-11-13",18.4524340533288,12.3909771344008
"2017-11-20",17.7885139312703,12.0108616080477
"2017-11-27",17.1392378606381,11.3898448747298
"2017-12-04",17.8507088806458,12.0607487097486
"2017-12-18",14.2595281676016,8.79569636257601
"2018-03-05",13.8545337584901,9.02622002118784
"2018-05-21",19.0675232499498,13.1676258963673
"2018-06-18",18.5201645666883,11.3511995355855
"2018-06-25",20.0339869115476,13.0567055699168
"2018-07-02",17.3993118686298,11.4525832153632
"2018-07-23",16.4336376695531,10.1365283496191
"2018-07-30",17.475049974789,11.703608851659
"2019-02-11",11.2155705420932,7.38692914560406
"2019-08-12",18.914166702232,12.2821649248364
"2019-08-26",19.0731468894883,12.5718572189479
"2020-08-10",17.1254920251107,11.9269949938449
"2020-08-24",15.4820473176515,9.79168786332741
"2020-09-08",17.5618562078302,12.2939980487668
"2020-09-21",18.5726565086404,12.974234549642
"2020-10-05",18.8565538520108,12.5039244556912
"2020-10-19",18.469345083681,12.4854088029938
"2020-11-02",18.4207542157818,12.5153923677272
"2020-11-16",19.3595400382804,12.8374472401103
"2020-11-30",17.984564514261,11.8128639168501
"2020-12-14",17.6576605934282,11.8585679389676
"2020-12-28",17.5751227557403,11.6375865506579
"2021-03-08",10.3201410621767,4.80671231601174
"2021-06-28",17.1150545050635,10.9708688709378
"2021-07-12",18.5863345223335,12.0210695522982
"2021-08-23",18.1002055224758,12.1547849138692
"2021-09-20",17.3530998058806,11.8808291322091
"2021-10-04",18.5413841162053,12.4365908837903
"2021-10-18",17.8737845234261,11.7847396479792
"2021-11-01",16.3567023251188,10.7147952541807
"2021-11-15",17.3218037780484,11.4246499104117
"2021-11-29",14.8711956386271,9.41587452326936
"2022-10-03",15.9295301409548,10.8925775385412
"2022-10-20",17.9641566959327,11.1830990699966
"2022-11-14",18.287339055151,12.1960291730733
"2022-11-28",18.0349912550074,11.9037647655243
"2022-12-12",9.68038175503483,3.89042158413758
