"","date","L001_CHLOROPHYLL-A, CORRECTED_ug/L","days"
"298",1999-05-25,18.2,7115
"299",1999-06-15,52.6,7136
"300",1999-06-22,41,7143
"301",1999-07-06,30.6,7157
"302",1999-07-19,38.4,7170
"303",1999-08-03,58,7185
"304",1999-08-16,35.6,7198
"305",1999-08-31,32.9,7213
"306",1999-09-28,36.4,7241
"307",1999-10-11,33.5,7254
"308",1999-11-08,9.7,7283
"309",1999-12-06,8.5,7311
"310",2000-01-12,18.1,7348
"311",2000-02-14,10.3,7381
"312",2000-03-13,18.9,7409
"313",2000-04-10,1.9,7436
"314",2000-05-08,33.1,7464
"315",2000-05-23,26.7,7479
"316",2000-06-06,35.9,7493
"317",2000-06-20,25.5,7507
"318",2000-07-05,15.8,7522
"319",2000-08-15,6,7563
"320",2000-09-12,69.1,7591
"321",2000-09-26,36,7605
"322",2000-10-12,33.1,7621
"323",2000-11-07,22.7,7648
"324",2000-12-05,14.6,7676
"325",2001-01-29,12.6,7731
"326",2001-02-28,19.7,7761
"327",2001-04-04,13.6,7795
"328",2001-05-30,10.8,7851
"329",2001-06-14,10.8,7866
"330",2001-06-25,25.8,7877
"331",2001-07-10,33.3,7892
"332",2001-08-09,48.3,7922
"333",2001-08-20,16.8,7933
"334",2001-09-04,22.7,7948
"335",2001-10-15,15.7,7989
"336",2001-11-27,6.25,8033
"337",2001-12-10,10.8,8046
"338",2002-01-14,7.6,8081
"339",2002-02-11,12.5,8109
"340",2002-03-12,12.3,8138
"341",2002-04-10,11.5333333333333,8166
"342",2002-04-22,44.4,8178
"343",2002-05-06,63.4,8192
"344",2002-05-20,25.6,8206
"345",2002-06-04,16.5666666666667,8221
"346",2002-06-17,32.3,8234
"347",2002-07-15,15.9,8262
"348",2002-07-29,27.9,8276
"349",2002-08-12,29.7,8290
"350",2002-08-26,25.7,8304
"351",2002-09-09,21.7,8318
"352",2002-09-25,16.9,8334
"353",2002-10-21,19.5333333333333,8360
"354",2002-11-19,45.5,8390
"355",2002-12-16,10.6,8417
"356",2003-01-21,5.7,8453
"357",2003-02-18,11.8333333333333,8481
"358",2003-03-11,6.9,8502
"359",2003-04-02,8.26666666666667,8524
"360",2003-04-14,13.2,8535
"361",2003-05-05,8.2,8556
"362",2003-07-14,56.4,8626
"363",2003-08-27,7.15,8670
"364",2003-09-09,12,8683
"365",2003-10-14,12,8718
"366",2003-11-13,5.5,8749
"367",2003-12-09,9,8775
"368",2004-01-06,10,8803
"369",2004-02-04,28.3333333333333,8832
"370",2004-03-17,15,8874
"371",2004-04-20,20,8907
"372",2004-05-18,34,8935
"373",2004-06-09,21,8957
"374",2004-07-20,43.5,8998
"375",2004-07-21,46,8999
"376",2004-10-11,5,9081
"377",2004-10-18,7,9088
"378",2004-11-18,8.33333333333333,9120
"379",2004-12-29,13,9161
"380",2005-01-10,7,9173
"381",2005-01-25,8,9188
"382",2005-02-07,3,9201
"383",2005-03-07,14,9229
"384",2005-04-11,11,9263
"385",2005-05-02,12,9284
"386",2005-05-09,13,9291
"387",2005-06-20,4,9333
"388",2005-07-12,6,9355
"389",2005-07-18,5,9361
"390",2005-08-16,23,9390
"391",2005-09-13,3.5,9418
"392",2005-10-10,2.5,9445
"393",2005-11-01,4,9468
"394",2005-11-07,3,9474
"395",2005-11-29,2.25,9496
"396",2005-12-19,8.75,9516
"397",2006-01-19,2.5,9547
"398",2006-02-06,2.5,9565
"399",2006-02-14,5,9573
"400",2006-03-14,6,9601
"401",2006-04-24,7,9641
"402",2006-05-09,9,9656
"403",2006-05-17,8,9664
"404",2006-06-14,13,9692
"405",2006-07-10,3,9718
"406",2006-07-24,3,9732
"407",2006-08-14,6,9753
"408",2006-09-27,10,9797
"409",2006-10-16,8,9816
"410",2006-11-06,6,9838
"411",2006-12-12,8,9874
"412",2007-01-16,5,9909
"413",2007-02-13,7.66666666666667,9937
"414",2007-03-19,3,9970
"415",2007-04-18,19,10000
"416",2007-06-07,19,10050
"417",2007-08-13,19,10117
"418",2007-09-26,8,10161
"419",2007-10-15,25,10180
"420",2007-11-06,5,10203
"421",2007-12-10,8,10237
"422",2008-01-14,15,10272
"423",2008-02-14,11,10303
"424",2008-03-11,19,10328
"425",2008-04-14,22,10362
"426",2008-05-21,30,10399
"427",2008-06-09,13,10418
"428",2008-07-21,45,10460
"429",2008-08-11,24.4,10481
"430",2008-09-23,7,10524
"431",2008-10-20,11,10551
"432",2008-11-18,3.5,10581
"433",2008-12-16,5,10609
"434",2009-01-13,3.5,10637
"435",2009-02-12,4,10667
"436",2009-03-10,1.5,10692
"437",2009-04-28,13,10741
"438",2009-05-12,21.25,10755
"439",2009-06-10,37,10784
"440",2009-07-07,42,10811
"441",2009-08-18,10.5,10853
"442",2009-09-15,10.5,10881
"443",2009-10-13,21,10909
"444",2009-11-17,9.5,10945
"445",2009-12-15,3,10973
"446",2010-01-14,7,11003
"447",2010-03-10,6.75,11058
"448",2010-04-20,2,11098
"449",2010-05-19,2,11127
"450",2010-06-15,12,11154
"451",2010-07-13,7.5,11182
"452",2010-08-25,77,11225
"453",2010-09-20,39,11251
"454",2010-10-20,14,11281
"455",2010-11-01,12,11293
"456",2010-12-15,16,11338
"457",2011-01-04,8,11358
"458",2011-02-14,16,11399
"459",2011-03-08,14,11421
"460",2011-04-18,21,11461
