"Date","S84_NITRATE_NITRITE_N_Ld_mg","S84_S_FLOW_cfd"
"2008-08-28",23733886.8534977,3955647.80891629
"2008-09-10",8563944.11054757,329382.465790291
"2008-09-24",30054712.6402307,500911.877337178
"2008-10-08",694338.140022912,1614.7398605184
"2008-10-22",9910832.88026361,660722.192017574
"2008-11-05",354.7534542048,24.4657554624
"2008-11-19",4601861.80794467,79342.4449645632
"2009-04-08",120224.722342234,1321.1507949696
"2009-08-12",12042289.4961479,1338032.16623866
"2009-09-09",1817242.91848069,519212.262423053
"2009-09-23",405519.89678928,16220.7958715712
"2009-12-09",5793490.89349632,19572.60436992
"2010-01-13",41102.469176832,587.1781310976
"2010-03-03",92480.555647872,7706.712970656
"2010-04-07",33310615.3771668,832765.384429171
"2010-04-21",9269707.7583714,1853941.55167428
"2010-08-18",4818677.33285245,803112.888808742
"2010-09-15",15413.425941312,2568.904323552
"2010-09-29",7059789.46471922,784421.051635469
"2011-10-19",55941341.316865,4661778.44307208
"2011-11-02",52438530.1758024,1872804.6491358
"2012-08-22",58096382.921015,2323855.3168406
"2012-09-20",7739399.21995376,455258.777644339
"2012-10-03",10137630.4334001,422401.268058336
"2012-10-17",8153971.44626412,263031.336976262
"2013-03-20",2501770.29056317,156360.643160198
"2013-06-05",788971.682151475,98621.4602689344
"2013-07-10",3186811.44351038,398351.430438797
"2013-09-18",13232548.4993936,2646509.69987873
"2013-11-04",10808775.0372446,600487.502069146
"2014-02-03",12474599.3951685,831639.959677901
"2014-03-17",1720652.11591513,245807.445130733
"2014-10-06",8132661.7732564,1626532.35465128
"2014-11-03",73397.2663872,1467.945327744
"2014-11-17",10618.1378706816,342.5205764736
"2014-12-01",191811.522825216,3425.205764736
"2015-10-12",51719383.7597405,1521158.34587472
"2015-10-26",13529.5627707072,1932.7946815296
"2015-11-23",55534157.7487043,2922850.40782654
"2015-12-07",99574841.8277933,2074475.87141236
"2015-12-21",41860.9075961664,1443.4795722816
"2016-01-04",29358.90655488,1174.3562621952
"2016-01-20",81912890.6307093,1545526.23831527
"2016-02-01",273057256.770221,2314044.54890018
"2016-03-14",1017775.42723584,78290.41747968
"2016-08-29",2322534.16604563,464506.833209126
"2016-09-26",70776103.20998,1241686.02122772
"2016-10-10",293.5890655488,48.9315109248
"2016-12-19",4281.50720592,171.2602882368
"2017-09-13",2150029060.17091,8431486.51047414
"2017-10-09",711415873.445309,6711470.50420103
"2017-10-23",98734076.141328,2531642.97798277
"2017-11-06",167222998.201906,2171727.2493754
"2017-11-20",79146229.6057549,1615229.17562765
"2017-12-04",57357908.5581379,1194956.42829454
"2017-12-18",32321954.1989313,256523.446023264
"2018-01-02",39559365.0483075,824153.438506406
"2018-04-23",122.328777312,24.4657554624
"2018-05-21",195516323.243376,2875240.04769671
"2018-06-18",8988718.55688576,408578.11622208
"2018-09-10",7092646.97430522,417214.527900307
"2018-12-17",20551.234588416,3425.205764736
"2019-01-28",1898297.96632762,189829.796632762
"2019-02-25",127711.243513728,1419.0138168192
"2019-10-08",54634698.7148846,86584.3085814336
"2019-10-21",66537313.2130977,105447.406042944
"2019-11-18",343743.86424672,611.64388656
"2020-02-10",22007925.6686472,1100396.28343236
"2020-10-19",19053392.107497,1732126.555227
"2020-11-02",10155832.9554641,846319.412955341
"2020-11-16",14480399.8909979,1206699.99091649
"2021-03-08",132946.915182682,6043.0415992128
"2021-06-01",43573.5104785344,3351.8084983488
"2021-06-28",2619254.84829362,187089.632020973
"2021-07-12",8582538.08469897,1226076.86924271
"2021-08-23",1122831.38119139,187138.563531898
"2022-01-10",3028077.62207033,126169.900919597
"2022-01-24",3751578.94260441,750315.788520883
"2022-06-27",656171.561501568,109361.926916928
"2022-08-08",881207.580244723,97911.9533605248
"2022-08-22",221072.566358246,18422.7138631872
"2022-10-31",10007766.2034057,1429680.88620081
"2022-11-14",33626125.7596099,2101632.85997562
"2022-11-28",12551372.9358095,1141033.90325541
"2022-12-12",2086121.57101246,298017.367287494
"2023-01-09",1267130.40690862,105594.200575718
"2023-02-20",123625.462351507,3987.9181403712
