"Date","S65E_NITRATE_NITRITE_N_Ld_mg","S65E_S_FLOW_cfd"
"2012-02-22",136277976.720398,2004087.89294703
"2012-02-29",44845729.7625793,1793829.19050317
"2012-03-14",74038611.7008914,1371085.40186836
"2012-03-28",5418284.06772496,115282.639738829
"2012-04-11",2490369.2485177,28624.933891008
"2012-04-25",84377497.4387248,1054718.71798406
"2012-05-23",11507517.0132508,1917919.50220846
"2012-07-11",3589003.99755677,717800.799511354
"2012-07-25",232633174.06085,1199140.07247861
"2012-08-08",50183961.8784312,414743.486598605
"2012-08-22",179227316.845576,1317847.91798218
"2012-09-05",118802576.908715,16971796.701245
"2012-09-19",72295915.9393046,9036989.49241308
"2012-10-03",82642581.7873752,10330322.7234219
"2012-10-17",106696529.653832,6668533.10336452
"2012-10-31",108917139.482621,1815285.65804369
"2012-11-14",94681617.3380469,1113901.38044761
"2012-11-28",306748412.507851,1557098.54064899
"2012-12-05",43373429.5303629,205561.277395085
"2012-12-19",386644908.970615,2112813.71022194
"2013-01-02",102800284.699179,835774.672351046
"2013-01-16",125177056.097177,494770.972716115
"2013-01-30",160513215.834832,594493.391980858
"2013-02-06",71190210.5869369,263667.446618285
"2013-02-13",36723759.5244599,602028.844663277
"2013-03-13",11999939.2734425,363634.523437651
"2013-06-19",51000726.658788,3187545.41617425
"2013-07-02",214679664.455922,10733983.2227961
"2013-07-17",143484242.663071,15942693.6292301
"2013-07-31",230064710.120897,23006471.0120897
"2013-08-07",117336075.060544,16762296.4372205
"2013-08-14",532049444.314173,11823320.9847594
"2013-08-28",260016715.519696,7879294.40968777
"2013-09-11",215226620.885039,6725831.90265746
"2013-09-25",172091145.292303,4302278.63230758
"2013-10-09",54356841.1300983,2090647.73577301
"2013-10-23",137593451.460101,764408.063667226
"2013-11-04",186003939.656573,645847.012696435
"2013-11-06",223234703.03148,701995.921482643
"2013-11-20",210359574.753637,805975.382197843
"2013-12-04",108882667.233175,488263.081763117
"2013-12-18",109655051.133123,612598.051023034
"2013-12-30",91809606.7700711,604010.570855731
"2014-01-15",92033688.6243512,634715.093961043
"2014-01-29",120697033.751435,894052.101862483
"2014-02-03",171330358.160444,1297957.25879124
"2014-02-12",176587217.173629,3924160.38163619
"2014-03-12",13124532.1890271,1458281.35433635
"2014-03-26",44239517.2737319,2602324.54551364
"2014-07-01",143907231.10926,4360825.1851291
"2014-07-16",278643424.851929,6966085.62129823
"2014-07-30",43184137.9803503,8636827.59607006
"2014-08-13",74148365.0798957,7414836.50798957
"2014-08-18",253981405.09921,12094352.6237719
"2014-08-27",32761114.5094814,6552222.90189627
"2014-09-10",217644326.839833,3818321.52350584
"2014-09-24",300329772.630778,6825676.65069951
"2014-10-08",87518973.8373636,12502710.5481948
"2014-10-22",79376990.6112762,1936024.16125064
"2014-11-03",279684687.404409,1221330.51268301
"2014-11-05",324353823.344061,1070474.66450185
"2014-11-19",181297853.730359,739991.23971575
"2014-12-03",465904561.818694,4086882.12121661
"2014-12-17",101488112.836464,3903388.95524861
"2014-12-30",90389614.3230333,3766233.93012639
"2015-01-14",292590177.684781,3180328.01831284
"2015-01-28",281113756.646723,7597669.09856008
"2015-02-02",171106202.908898,7439400.12647382
"2015-02-11",277672525.812159,9916875.92186283
"2015-02-25",255336612.225783,8511220.4075261
"2015-03-11",370144396.116842,11216496.8520255
"2015-03-25",165348701.141686,2710634.44494568
"2015-04-08",95332895.7484558,2723797.02138445
"2015-04-22",129322313.510927,5172892.54043708
"2015-05-04",126611165.285117,7033953.62695093
"2015-05-06",42140649.0441235,6020092.72058907
"2015-06-03",8587088.71521504,1073386.08940188
"2015-07-01",12725862.7037674,1272586.27037674
"2015-07-29",50952431.2575053,1498600.91933839
"2015-08-03",129901784.929054,1687036.16790979
"2015-08-12",175726267.238906,3254190.13405382
"2015-10-07",108306841.212612,7220456.0808408
"2015-10-21",112777835.694588,3759261.18981961
"2015-10-26",130382170.037558,4346072.33458527
"2015-11-04",83776912.0736343,3222188.92590901
"2015-11-18",100550805.278944,1241367.96640671
"2015-12-02",365398406.543469,1444262.4764564
"2015-12-21",169560016.095186,1009285.81009039
"2016-01-04",267958984.783943,1140250.99908061
"2016-01-20",695944072.211464,6890535.36843034
"2016-02-01",797766216.007256,9611641.15671393
"2016-02-15",86666513.5197873,8666651.35197873
"2016-02-29",196521670.066837,8544420.43768858
"2016-03-14",47177071.6005915,1347916.33144547
"2016-03-28",731034448.969743,3951537.56199861
"2016-04-11",97965998.2143413,8905999.83766739
"2016-04-25",60814308.1610885,4678023.70469912
"2016-05-09",189145342.657945,3940527.97204053
"2016-05-23",283852282.052896,20275163.0037783
"2016-06-06",87800256.6279149,8780025.66279149
"2016-06-20",177124240.506028,12651731.4647163
"2016-07-06",91977539.715565,4598876.98577825
"2016-07-18",200735480.527393,2996051.94817004
"2016-08-01",47347475.5873869,2254641.69463747
"2016-08-15",43192823.3235395,2699551.45772122
"2016-08-29",151510967.715175,2970803.28853285
"2016-09-12",276580570.214361,13170503.343541
"2016-09-26",285956973.132305,12998044.2332866
"2016-10-10",486366692.125714,10132639.4192857
"2016-10-24",205147806.12777,4102956.1225554
"2016-11-07",160677503.382762,2201061.69017482
"2016-11-21",75259110.3778886,1980502.90468128
"2016-12-19",66996437.5801051,1861012.15500292
"2017-01-09",81107282.2348434,932267.611894752
"2017-01-23",140032931.937257,1147810.9175185
"2017-02-06",224799092.367258,1628978.93019752
"2017-06-05",139454.80613568,13945.480613568
"2017-09-13",104122340.7271,10412234.07271
"2017-09-25",142422795.862334,17802849.4827918
"2017-10-09",644300385.499124,11108627.3361918
"2017-10-23",336657994.286678,3435285.65598651
"2017-11-06",397807360.968824,4625666.98800958
"2017-11-20",321892372.6185,2823617.30367105
"2017-12-04",235758576.458151,1144459.10902015
"2018-03-26",13768373.0097757,509939.741102803
"2018-04-09",4963661.39972263,261245.336827507
"2018-05-21",3328321.3731049,87587.404555392
"2018-06-04",1070278.93845815,46533.8668894848
"2018-12-11",16907256.0383352,46705.1271777216
"2018-12-26",84212598.2469085,285466.434735283
"2019-01-07",112057490.456509,531078.153822317
"2019-01-22",209588830.059305,1042730.49780749
"2019-02-04",41209408.9939581,3169954.53799678
"2019-02-18",96564379.5496558,4828218.97748279
"2019-03-04",239509910.7432,2701239.59484812
"2019-03-06",198372406.604546,2306655.89075053
"2019-06-20",24783076.3107473,1770219.73648195
"2019-07-15",150910627.007639,1959878.27282648
"2019-07-29",8883393.47962015,1776678.69592403
"2019-08-26",137233511.265738,12475773.7514307
"2019-09-09",9469764.24078747,364221.701568749
"2019-09-23",45217266.7250311,2512070.37361284
"2019-10-08",66199685.7877165,894590.348482656
"2019-10-21",140473951.645222,507126.179224627
"2019-11-04",88920054.2554289,282285.886525171
"2019-11-18",319637143.745731,983498.903833018
"2019-12-02",153215276.706441,841842.179705722
"2019-12-16",35169229.8881345,676331.344002586
"2019-12-30",114295886.889519,985309.369737235
"2020-01-13",123594341.910559,702240.579037267
"2020-01-27",9513851.53213073,306898.436520346
"2020-02-24",16109476.6842173,1239190.51417056
"2020-06-15",29022820.472093,2232524.65169946
"2020-06-29",48841183.3556328,2123529.71111447
"2020-07-13",33988072.1459207,3398807.21459207
"2020-07-27",56126302.4281607,9354383.73802679
"2020-08-10",58927142.1134963,9821190.35224938
"2020-09-08",64837921.8386794,6483792.18386794
"2020-09-21",124285646.296905,8877546.16406462
"2020-10-05",288102473.091823,12004269.7121593
"2020-10-19",138440676.106008,3549760.92579508
"2020-11-02",364249788.25602,2823641.76942651
"2020-11-16",442735442.46429,4709951.51557755
"2020-11-30",142140705.701853,3740544.88689087
"2020-12-28",126728087.130472,2816179.71401048
"2021-01-11",37735932.2936948,1715269.6497134
"2021-02-22",80167038.7866678,2505219.96208337
"2021-03-08",38192903.6742216,2246641.39260127
"2021-03-22",14160143.1519951,2022877.59314216
"2021-04-05",5857101.85769856,732137.73221232
"2021-06-28",11197486.9600313,2239497.39200625
"2021-07-12",80448541.7690184,2681618.05896728
"2021-07-26",21012414.0788822,4202482.81577645
"2021-08-09",72641714.9270102,4273042.05453001
"2021-08-23",68089812.1917198,5237677.86090152
"2021-09-20",61787873.9682038,5148989.49735032
"2021-10-04",69284670.7569924,5773722.5630827
"2021-10-18",81208937.4487897,4511607.63604387
"2021-11-01",107000736.857252,3566691.22857506
"2021-11-15",159901229.427695,3634118.85062943
"2021-11-29",66959445.3578459,929992.296636749
"2021-12-13",44266184.9471859,922212.186399706
"2021-12-27",220756077.345585,931460.241964493
"2022-01-10",108871461.917173,857255.605647034
"2022-01-24",127337798.22235,1179053.68724398
"2022-03-07",3515239.74483764,703047.948967527
"2022-05-02",35680319.519744,3964479.94663822
"2022-07-11",162663021.767312,464751.49076375
"2022-07-25",26577884.1314691,108481.159720282
"2022-08-08",90692818.4304787,135564.751017158
"2022-08-22",294194519.599228,658153.287694022
"2022-09-06",205921364.38398,702803.291412902
"2022-09-19",1038647407.87837,3028126.55358125
"2022-10-31",68848690.9946526,11474781.8324421
"2022-11-14",127431159.545194,7079508.86362191
"2022-11-28",256105203.933634,7317291.54096098
"2022-12-12",260988446.395152,3838065.388164
"2022-12-27",239829873.893138,3526909.9101932
"2023-01-09",237290426.339162,3707662.91154941
"2023-01-23",215821628.057884,3372212.93840444
"2023-02-06",224805698.121232,3406146.94123079
"2023-02-20",201735616.14494,3152119.00226469
"2023-03-06",86727482.1823996,1885380.04744347
"2023-03-20",232753447.714704,1271876.76346833
"2023-04-03",23266052.6775457,1107907.27035932
"2023-04-17",121183510.83305,859457.52363865
